Sample	o.trees	o.trees.clade.0	o.trees.clade.1	o.trees.clade.2	o.trees.clade.3	
595	4.0	0.0	1.0	0.0	0.0	
596	8.0	1.0	0.0	1.0	1.0	
597	6.0	0.0	1.0	0.0	1.0	
598	4.0	0.0	0.0	0.0	1.0	
599	6.0	1.0	0.0	1.0	0.0	
600	8.0	0.0	1.0	1.0	1.0	
601	6.0	1.0	0.0	0.0	1.0	
602	6.0	1.0	0.0	0.0	1.0	
603	4.0	0.0	0.0	1.0	0.0	
604	10.0	1.0	1.0	1.0	1.0	
605	8.0	1.0	0.0	1.0	1.0	
606	8.0	1.0	1.0	0.0	1.0	
607	10.0	1.0	1.0	1.0	1.0	
608	4.0	0.0	0.0	0.0	1.0	
609	6.0	1.0	0.0	1.0	0.0	
610	10.0	1.0	1.0	1.0	1.0	
611	10.0	1.0	1.0	1.0	1.0	
612	10.0	1.0	1.0	1.0	1.0	
613	4.0	1.0	0.0	0.0	0.0	
614	10.0	1.0	1.0	1.0	1.0	
615	8.0	1.0	0.0	1.0	1.0	
616	8.0	1.0	0.0	1.0	1.0	
617	4.0	1.0	0.0	0.0	0.0	
618	2.0	0.0	0.0	0.0	0.0	
619	8.0	1.0	1.0	1.0	0.0	
620	6.0	1.0	0.0	0.0	1.0	
621	8.0	1.0	1.0	1.0	0.0	
622	10.0	1.0	1.0	1.0	1.0	
623	2.0	0.0	0.0	0.0	0.0	
624	6.0	0.0	1.0	0.0	1.0	
625	8.0	1.0	1.0	0.0	1.0	
626	10.0	1.0	1.0	1.0	1.0	
627	4.0	1.0	0.0	0.0	0.0	
628	8.0	1.0	1.0	0.0	1.0	
629	10.0	1.0	1.0	1.0	1.0	
630	6.0	0.0	0.0	1.0	1.0	
631	8.0	1.0	1.0	0.0	1.0	
632	10.0	1.0	1.0	1.0	1.0	
633	10.0	1.0	1.0	1.0	1.0	
634	10.0	1.0	1.0	1.0	1.0	
635	6.0	1.0	0.0	1.0	0.0	
636	6.0	1.0	0.0	0.0	1.0	
637	8.0	1.0	1.0	0.0	1.0	
638	6.0	0.0	1.0	0.0	1.0	
639	6.0	1.0	0.0	0.0	1.0	
640	6.0	0.0	1.0	0.0	1.0	
641	8.0	1.0	1.0	0.0	1.0	
642	8.0	1.0	0.0	1.0	1.0	
643	6.0	1.0	1.0	0.0	0.0	
644	8.0	1.0	1.0	0.0	1.0	
645	8.0	1.0	1.0	0.0	1.0	
646	10.0	1.0	1.0	1.0	1.0	
647	2.0	0.0	0.0	0.0	0.0	
648	10.0	1.0	1.0	1.0	1.0	
649	6.0	0.0	0.0	1.0	1.0	
650	8.0	1.0	0.0	1.0	1.0	
651	8.0	1.0	1.0	0.0	1.0	
652	4.0	0.0	0.0	0.0	1.0	
653	6.0	0.0	1.0	1.0	0.0	
654	8.0	1.0	0.0	1.0	1.0	
655	6.0	1.0	0.0	1.0	0.0	
656	10.0	1.0	1.0	1.0	1.0	
657	4.0	0.0	0.0	0.0	1.0	
658	6.0	1.0	0.0	0.0	1.0	
659	6.0	1.0	0.0	0.0	1.0	
660	6.0	1.0	1.0	0.0	0.0	
661	6.0	1.0	0.0	1.0	0.0	
662	8.0	1.0	1.0	0.0	1.0	
663	6.0	0.0	1.0	0.0	1.0	
664	10.0	1.0	1.0	1.0	1.0	
665	6.0	1.0	0.0	0.0	1.0	
666	6.0	0.0	1.0	0.0	1.0	
667	2.0	0.0	0.0	0.0	0.0	
668	8.0	1.0	1.0	0.0	1.0	
669	8.0	1.0	0.0	1.0	1.0	
670	10.0	1.0	1.0	1.0	1.0	
671	6.0	0.0	0.0	1.0	1.0	
672	10.0	1.0	1.0	1.0	1.0	
673	6.0	1.0	0.0	0.0	1.0	
674	4.0	0.0	0.0	0.0	1.0	
675	8.0	1.0	1.0	0.0	1.0	
676	10.0	1.0	1.0	1.0	1.0	
677	4.0	0.0	0.0	0.0	1.0	
678	6.0	1.0	0.0	1.0	0.0	
679	6.0	0.0	0.0	1.0	1.0	
680	10.0	1.0	1.0	1.0	1.0	
681	4.0	1.0	0.0	0.0	0.0	
682	10.0	1.0	1.0	1.0	1.0	
683	10.0	1.0	1.0	1.0	1.0	
684	2.0	0.0	0.0	0.0	0.0	
685	6.0	1.0	1.0	0.0	0.0	
686	8.0	1.0	0.0	1.0	1.0	
687	10.0	1.0	1.0	1.0	1.0	
688	8.0	1.0	1.0	0.0	1.0	
689	8.0	1.0	1.0	0.0	1.0	
690	6.0	0.0	1.0	1.0	0.0	
691	4.0	0.0	0.0	0.0	1.0	
692	8.0	0.0	1.0	1.0	1.0	
693	6.0	0.0	0.0	1.0	1.0	
694	6.0	0.0	1.0	0.0	1.0	
695	10.0	1.0	1.0	1.0	1.0	
696	6.0	1.0	0.0	0.0	1.0	
697	6.0	1.0	0.0	1.0	0.0	
698	10.0	1.0	1.0	1.0	1.0	
699	10.0	1.0	1.0	1.0	1.0	
700	8.0	1.0	1.0	0.0	1.0	
701	4.0	0.0	0.0	0.0	1.0	
702	6.0	0.0	0.0	1.0	1.0	
703	8.0	1.0	0.0	1.0	1.0	
704	8.0	0.0	1.0	1.0	1.0	
705	10.0	1.0	1.0	1.0	1.0	
706	4.0	0.0	0.0	0.0	1.0	
707	8.0	0.0	1.0	1.0	1.0	
708	8.0	1.0	0.0	1.0	1.0	
709	10.0	1.0	1.0	1.0	1.0	
710	6.0	0.0	1.0	0.0	1.0	
711	8.0	0.0	1.0	1.0	1.0	
712	8.0	1.0	0.0	1.0	1.0	
713	10.0	1.0	1.0	1.0	1.0	
714	6.0	0.0	1.0	0.0	1.0	
715	4.0	0.0	0.0	1.0	0.0	
716	10.0	1.0	1.0	1.0	1.0	
717	4.0	0.0	0.0	0.0	1.0	
718	10.0	1.0	1.0	1.0	1.0	
719	8.0	1.0	1.0	0.0	1.0	
720	8.0	1.0	0.0	1.0	1.0	
721	6.0	1.0	1.0	0.0	0.0	
722	2.0	0.0	0.0	0.0	0.0	
723	2.0	0.0	0.0	0.0	0.0	
724	10.0	1.0	1.0	1.0	1.0	
725	4.0	0.0	0.0	0.0	1.0	
726	8.0	1.0	1.0	1.0	0.0	
727	8.0	1.0	1.0	0.0	1.0	
728	10.0	1.0	1.0	1.0	1.0	
729	8.0	1.0	1.0	0.0	1.0	
730	10.0	1.0	1.0	1.0	1.0	
731	8.0	0.0	1.0	1.0	1.0	
732	8.0	1.0	1.0	0.0	1.0	
733	8.0	1.0	1.0	1.0	0.0	
734	10.0	1.0	1.0	1.0	1.0	
735	8.0	1.0	1.0	0.0	1.0	
736	10.0	1.0	1.0	1.0	1.0	
737	8.0	1.0	1.0	0.0	1.0	
738	8.0	1.0	1.0	0.0	1.0	
739	10.0	1.0	1.0	1.0	1.0	
740	10.0	1.0	1.0	1.0	1.0	
741	8.0	1.0	1.0	1.0	0.0	
742	4.0	0.0	0.0	0.0	1.0	
743	10.0	1.0	1.0	1.0	1.0	
744	8.0	0.0	1.0	1.0	1.0	
745	8.0	1.0	1.0	0.0	1.0	
746	10.0	1.0	1.0	1.0	1.0	
747	10.0	1.0	1.0	1.0	1.0	
748	8.0	1.0	1.0	0.0	1.0	
749	6.0	0.0	1.0	0.0	1.0	
750	8.0	1.0	0.0	1.0	1.0	
751	8.0	1.0	1.0	0.0	1.0	
752	10.0	1.0	1.0	1.0	1.0	
753	10.0	1.0	1.0	1.0	1.0	
754	8.0	1.0	1.0	1.0	0.0	
755	8.0	1.0	1.0	0.0	1.0	
756	8.0	1.0	1.0	0.0	1.0	
757	8.0	1.0	1.0	0.0	1.0	
758	2.0	0.0	0.0	0.0	0.0	
759	6.0	0.0	0.0	1.0	1.0	
760	4.0	0.0	0.0	0.0	1.0	
761	8.0	1.0	1.0	0.0	1.0	
762	10.0	1.0	1.0	1.0	1.0	
763	10.0	1.0	1.0	1.0	1.0	
764	10.0	1.0	1.0	1.0	1.0	
765	8.0	1.0	1.0	1.0	0.0	
766	10.0	1.0	1.0	1.0	1.0	
767	10.0	1.0	1.0	1.0	1.0	
768	6.0	1.0	0.0	1.0	0.0	
769	8.0	1.0	1.0	0.0	1.0	
770	8.0	1.0	1.0	0.0	1.0	
771	10.0	1.0	1.0	1.0	1.0	
772	10.0	1.0	1.0	1.0	1.0	
773	8.0	1.0	1.0	1.0	0.0	
774	6.0	1.0	1.0	0.0	0.0	
775	8.0	1.0	1.0	1.0	0.0	
776	10.0	1.0	1.0	1.0	1.0	
777	6.0	0.0	1.0	0.0	1.0	
778	10.0	1.0	1.0	1.0	1.0	
779	10.0	1.0	1.0	1.0	1.0	
780	8.0	1.0	1.0	0.0	1.0	
781	10.0	1.0	1.0	1.0	1.0	
782	8.0	1.0	1.0	0.0	1.0	
783	8.0	1.0	1.0	1.0	0.0	
784	8.0	1.0	1.0	1.0	0.0	
785	10.0	1.0	1.0	1.0	1.0	
786	10.0	1.0	1.0	1.0	1.0	
787	6.0	0.0	1.0	0.0	1.0	
788	8.0	1.0	1.0	0.0	1.0	
789	8.0	1.0	1.0	0.0	1.0	
790	6.0	1.0	0.0	0.0	1.0	
791	8.0	1.0	1.0	1.0	0.0	
792	10.0	1.0	1.0	1.0	1.0	
793	8.0	1.0	1.0	1.0	0.0	
794	8.0	1.0	1.0	0.0	1.0	
795	8.0	1.0	0.0	1.0	1.0	
796	8.0	1.0	1.0	0.0	1.0	
797	10.0	1.0	1.0	1.0	1.0	
798	10.0	1.0	1.0	1.0	1.0	
799	10.0	1.0	1.0	1.0	1.0	
800	4.0	0.0	0.0	0.0	1.0	
801	10.0	1.0	1.0	1.0	1.0	
802	8.0	1.0	1.0	0.0	1.0	
803	8.0	1.0	1.0	0.0	1.0	
804	6.0	0.0	1.0	0.0	1.0	
805	10.0	1.0	1.0	1.0	1.0	
806	8.0	1.0	1.0	0.0	1.0	
807	8.0	1.0	0.0	1.0	1.0	
808	10.0	1.0	1.0	1.0	1.0	
809	6.0	1.0	0.0	1.0	0.0	
810	4.0	0.0	1.0	0.0	0.0	
811	8.0	1.0	0.0	1.0	1.0	
812	8.0	1.0	1.0	1.0	0.0	
813	6.0	1.0	0.0	0.0	1.0	
814	4.0	0.0	0.0	1.0	0.0	
815	10.0	1.0	1.0	1.0	1.0	
816	10.0	1.0	1.0	1.0	1.0	
817	8.0	1.0	1.0	0.0	1.0	
818	6.0	1.0	1.0	0.0	0.0	
819	10.0	1.0	1.0	1.0	1.0	
820	10.0	1.0	1.0	1.0	1.0	
821	8.0	1.0	1.0	1.0	0.0	
822	4.0	0.0	0.0	1.0	0.0	
823	6.0	1.0	0.0	1.0	0.0	
824	8.0	1.0	0.0	1.0	1.0	
825	6.0	1.0	0.0	0.0	1.0	
826	8.0	1.0	1.0	1.0	0.0	
827	10.0	1.0	1.0	1.0	1.0	
828	6.0	1.0	0.0	1.0	0.0	
829	2.0	0.0	0.0	0.0	0.0	
830	6.0	0.0	1.0	0.0	1.0	
831	6.0	0.0	0.0	1.0	1.0	
832	10.0	1.0	1.0	1.0	1.0	
833	8.0	0.0	1.0	1.0	1.0	
834	10.0	1.0	1.0	1.0	1.0	
835	8.0	1.0	1.0	0.0	1.0	
836	10.0	1.0	1.0	1.0	1.0	
837	6.0	1.0	0.0	0.0	1.0	
838	6.0	1.0	0.0	1.0	0.0	
839	8.0	1.0	1.0	0.0	1.0	
840	8.0	1.0	0.0	1.0	1.0	
841	4.0	0.0	0.0	0.0	1.0	
842	6.0	1.0	0.0	0.0	1.0	
843	8.0	1.0	0.0	1.0	1.0	
844	10.0	1.0	1.0	1.0	1.0	
845	4.0	0.0	0.0	0.0	1.0	
846	10.0	1.0	1.0	1.0	1.0	
847	10.0	1.0	1.0	1.0	1.0	
848	8.0	1.0	1.0	0.0	1.0	
849	6.0	1.0	0.0	0.0	1.0	
850	8.0	1.0	1.0	0.0	1.0	
851	10.0	1.0	1.0	1.0	1.0	
852	10.0	1.0	1.0	1.0	1.0	
853	8.0	1.0	1.0	0.0	1.0	
854	6.0	1.0	0.0	0.0	1.0	
855	6.0	1.0	0.0	0.0	1.0	
856	8.0	1.0	1.0	0.0	1.0	
857	6.0	1.0	0.0	0.0	1.0	
858	8.0	1.0	1.0	0.0	1.0	
859	8.0	1.0	1.0	0.0	1.0	
860	10.0	1.0	1.0	1.0	1.0	
861	10.0	1.0	1.0	1.0	1.0	
862	6.0	0.0	1.0	0.0	1.0	
863	8.0	1.0	1.0	0.0	1.0	
864	10.0	1.0	1.0	1.0	1.0	
865	6.0	0.0	1.0	0.0	1.0	
866	4.0	0.0	0.0	1.0	0.0	
867	8.0	1.0	1.0	0.0	1.0	
868	8.0	1.0	1.0	0.0	1.0	
869	8.0	1.0	1.0	0.0	1.0	
870	8.0	0.0	1.0	1.0	1.0	
871	10.0	1.0	1.0	1.0	1.0	
872	8.0	0.0	1.0	1.0	1.0	
873	4.0	0.0	1.0	0.0	0.0	
874	6.0	1.0	0.0	0.0	1.0	
875	4.0	0.0	0.0	1.0	0.0	
876	8.0	1.0	1.0	1.0	0.0	
877	10.0	1.0	1.0	1.0	1.0	
878	10.0	1.0	1.0	1.0	1.0	
879	4.0	0.0	0.0	0.0	1.0	
880	6.0	0.0	0.0	1.0	1.0	
881	6.0	1.0	0.0	0.0	1.0	
882	8.0	1.0	1.0	0.0	1.0	
883	10.0	1.0	1.0	1.0	1.0	
884	10.0	1.0	1.0	1.0	1.0	
885	8.0	1.0	1.0	1.0	0.0	
886	8.0	1.0	1.0	0.0	1.0	
887	8.0	1.0	1.0	1.0	0.0	
888	6.0	1.0	0.0	0.0	1.0	
889	8.0	1.0	0.0	1.0	1.0	
890	10.0	1.0	1.0	1.0	1.0	
891	8.0	1.0	1.0	0.0	1.0	
892	8.0	1.0	1.0	0.0	1.0	
893	8.0	1.0	1.0	1.0	0.0	
894	8.0	1.0	0.0	1.0	1.0	
895	8.0	0.0	1.0	1.0	1.0	
896	8.0	1.0	1.0	0.0	1.0	
897	8.0	1.0	1.0	0.0	1.0	
898	10.0	1.0	1.0	1.0	1.0	
899	6.0	1.0	1.0	0.0	0.0	
900	10.0	1.0	1.0	1.0	1.0	
901	6.0	1.0	0.0	0.0	1.0	
902	8.0	1.0	0.0	1.0	1.0	
903	8.0	1.0	1.0	0.0	1.0	
904	6.0	0.0	0.0	1.0	1.0	
905	6.0	0.0	1.0	0.0	1.0	
906	6.0	0.0	1.0	0.0	1.0	
907	6.0	0.0	1.0	0.0	1.0	
908	6.0	1.0	1.0	0.0	0.0	
909	4.0	1.0	0.0	0.0	0.0	
910	6.0	0.0	0.0	1.0	1.0	
911	10.0	1.0	1.0	1.0	1.0	
912	2.0	0.0	0.0	0.0	0.0	
913	4.0	0.0	0.0	0.0	1.0	
914	8.0	1.0	0.0	1.0	1.0	
915	6.0	0.0	1.0	0.0	1.0	
916	10.0	1.0	1.0	1.0	1.0	
917	6.0	0.0	1.0	0.0	1.0	
918	4.0	0.0	0.0	0.0	1.0	
919	4.0	0.0	0.0	0.0	1.0	
920	8.0	1.0	1.0	0.0	1.0	
921	8.0	1.0	1.0	0.0	1.0	
922	8.0	0.0	1.0	1.0	1.0	
923	8.0	1.0	1.0	0.0	1.0	
924	10.0	1.0	1.0	1.0	1.0	
925	10.0	1.0	1.0	1.0	1.0	
926	6.0	0.0	0.0	1.0	1.0	
927	4.0	0.0	0.0	1.0	0.0	
928	10.0	1.0	1.0	1.0	1.0	
929	8.0	1.0	1.0	0.0	1.0	
930	6.0	0.0	1.0	0.0	1.0	
931	8.0	1.0	1.0	0.0	1.0	
932	6.0	1.0	0.0	0.0	1.0	
933	6.0	1.0	1.0	0.0	0.0	
934	8.0	1.0	1.0	0.0	1.0	
935	10.0	1.0	1.0	1.0	1.0	
936	10.0	1.0	1.0	1.0	1.0	
937	4.0	0.0	1.0	0.0	0.0	
938	8.0	0.0	1.0	1.0	1.0	
939	8.0	1.0	0.0	1.0	1.0	
940	6.0	0.0	1.0	0.0	1.0	
941	6.0	0.0	1.0	0.0	1.0	
942	8.0	1.0	1.0	0.0	1.0	
943	4.0	0.0	0.0	0.0	1.0	
944	4.0	0.0	1.0	0.0	0.0	
945	8.0	1.0	1.0	1.0	0.0	
946	8.0	1.0	1.0	0.0	1.0	
947	10.0	1.0	1.0	1.0	1.0	
948	6.0	1.0	0.0	1.0	0.0	
949	4.0	0.0	0.0	1.0	0.0	
950	4.0	0.0	0.0	0.0	1.0	
951	6.0	1.0	0.0	0.0	1.0	
952	8.0	1.0	1.0	0.0	1.0	
953	4.0	1.0	0.0	0.0	0.0	
954	8.0	1.0	1.0	1.0	0.0	
955	10.0	1.0	1.0	1.0	1.0	
956	10.0	1.0	1.0	1.0	1.0	
957	6.0	0.0	1.0	0.0	1.0	
958	8.0	1.0	0.0	1.0	1.0	
959	8.0	0.0	1.0	1.0	1.0	
960	8.0	1.0	0.0	1.0	1.0	
961	2.0	0.0	0.0	0.0	0.0	
962	8.0	1.0	1.0	0.0	1.0	
963	6.0	0.0	1.0	0.0	1.0	
964	6.0	0.0	0.0	1.0	1.0	
965	6.0	1.0	1.0	0.0	0.0	
966	8.0	1.0	0.0	1.0	1.0	
967	6.0	1.0	1.0	0.0	0.0	
968	4.0	0.0	0.0	0.0	1.0	
969	6.0	1.0	0.0	0.0	1.0	
970	8.0	1.0	1.0	0.0	1.0	
971	10.0	1.0	1.0	1.0	1.0	
972	8.0	1.0	1.0	0.0	1.0	
973	4.0	0.0	0.0	1.0	0.0	
974	8.0	1.0	1.0	0.0	1.0	
975	8.0	1.0	0.0	1.0	1.0	
976	10.0	1.0	1.0	1.0	1.0	
977	8.0	1.0	0.0	1.0	1.0	
978	6.0	0.0	1.0	0.0	1.0	
979	4.0	1.0	0.0	0.0	0.0	
980	8.0	1.0	1.0	0.0	1.0	
981	8.0	1.0	1.0	1.0	0.0	
982	8.0	1.0	1.0	0.0	1.0	
983	6.0	0.0	1.0	0.0	1.0	
984	8.0	0.0	1.0	1.0	1.0	
985	6.0	1.0	0.0	1.0	0.0	
986	8.0	1.0	0.0	1.0	1.0	
987	8.0	1.0	1.0	0.0	1.0	
988	6.0	1.0	0.0	0.0	1.0	
989	10.0	1.0	1.0	1.0	1.0	
990	8.0	1.0	1.0	0.0	1.0	
991	8.0	1.0	0.0	1.0	1.0	
992	8.0	0.0	1.0	1.0	1.0	
993	8.0	1.0	1.0	1.0	0.0	
994	8.0	1.0	0.0	1.0	1.0	
995	6.0	0.0	1.0	1.0	0.0	
996	8.0	1.0	1.0	0.0	1.0	
997	4.0	0.0	0.0	1.0	0.0	
998	8.0	1.0	1.0	0.0	1.0	
999	4.0	1.0	0.0	0.0	0.0	
