Sample	cat16-14.trees	cat16-14.sequence04_sequence10_sequence15	cat16-14.sequence01_sequence04_sequence10	cat16-14.sequence05_sequence07_sequence16_sequence02_sequence09_sequence06_sequence08	cat16-14.sequence01_sequence04_sequence14_sequence10_sequence15	cat16-14.sequence01_sequence04_sequence13_sequence10_sequence15	cat16-14.sequence01_sequence04_sequence14_sequence11_sequence12_sequence13_sequence16_sequence02_sequence03_sequence10_sequence15	cat16-14.sequence14_sequence13	cat16-14.sequence01_sequence15	cat16-14.sequence16_sequence02	cat16-14.sequence01_sequence05_sequence04_sequence14_sequence07_sequence11_sequence12_sequence13_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	
543	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
544	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
545	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
546	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
547	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
548	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
549	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
550	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
551	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
552	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
553	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
554	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
555	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
556	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
557	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
558	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
559	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
560	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
561	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	
562	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
563	28.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
564	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
565	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
566	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
567	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
568	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	
569	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
570	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
571	26.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	
572	26.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
573	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
574	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
575	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
576	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
577	24.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	
578	26.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
579	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
580	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
581	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
582	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
583	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
584	28.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
585	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
586	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
587	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
588	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
589	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
590	26.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	
591	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
592	28.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
593	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
594	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
595	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
596	26.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
597	24.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	
598	28.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
599	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
600	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
601	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
602	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
603	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
604	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
605	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
606	26.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
607	26.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	
608	28.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
609	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
610	24.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	
611	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
612	30.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
613	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
614	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
615	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
616	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
617	24.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	
618	28.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
619	28.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
620	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
621	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
622	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
623	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
624	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
625	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
626	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
627	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
628	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
629	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
630	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	
631	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
632	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	
633	28.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
634	28.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
635	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
636	26.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	
637	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
638	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
639	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
640	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
641	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
642	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
643	28.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
644	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
645	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
646	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
647	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
648	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
649	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
650	28.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
651	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
652	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
653	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
654	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
655	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
656	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	
657	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
658	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
659	28.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
660	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
661	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
662	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
663	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
664	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
665	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
666	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
667	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
668	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
669	30.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
670	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
671	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
672	26.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	
673	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
674	30.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
675	26.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	
676	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
677	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
678	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
679	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
680	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
681	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
682	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
683	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
684	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
685	28.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
686	26.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
687	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
688	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
689	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
690	28.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
691	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
692	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
693	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
694	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
695	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
696	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
697	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
698	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
699	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
700	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	
701	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
702	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
703	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
704	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
705	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
706	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
707	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
708	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
709	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	
710	26.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
711	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
712	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
713	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
714	26.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	
715	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
716	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
717	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
718	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
719	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
720	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
721	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
722	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
723	28.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
724	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
725	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
726	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
727	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
728	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
729	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
730	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
731	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
732	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
733	24.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
734	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
735	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
736	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
737	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
738	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
739	28.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
740	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
741	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
742	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	
743	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	
744	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
745	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
746	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
747	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
748	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
749	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
750	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
751	28.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	
752	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
753	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
754	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
755	28.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
756	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
757	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
758	30.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
759	26.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
760	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
761	26.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
762	28.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
763	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
764	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
765	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
766	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
767	28.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
768	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
769	28.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
770	26.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
771	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
772	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
773	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
774	28.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
775	26.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	
776	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
777	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
778	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
779	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
780	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
781	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
782	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
783	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
784	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
785	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
786	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
787	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
788	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
789	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
790	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
791	28.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
792	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
793	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
794	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
795	28.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
796	26.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
797	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
798	28.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
799	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
800	24.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	
801	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
802	28.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
803	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
804	26.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	
805	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
806	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
807	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
808	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
809	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
810	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
811	28.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
812	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
813	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
814	24.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	
815	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
816	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
817	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
818	30.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
819	28.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
820	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
821	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
822	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
823	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
824	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
825	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
826	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
827	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
828	28.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
829	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
830	24.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	
831	26.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
832	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
