Sample	cat16-23.trees	cat16-23.sequence04_sequence10	cat16-23.sequence05_sequence02_sequence09_sequence08	cat16-23.sequence04_sequence03	cat16-23.sequence01_sequence04_sequence14_sequence07_sequence11_sequence12_sequence13_sequence16_sequence02_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-23.sequence03_sequence10	
1012	28.0	1.0	1.0	0.0	0.0	0.0	
1013	28.0	1.0	1.0	0.0	0.0	0.0	
1014	28.0	1.0	1.0	0.0	0.0	0.0	
1015	26.0	0.0	1.0	1.0	0.0	0.0	
1016	28.0	1.0	1.0	0.0	0.0	0.0	
1017	28.0	1.0	1.0	0.0	0.0	0.0	
1018	28.0	1.0	1.0	0.0	0.0	0.0	
1019	26.0	0.0	1.0	0.0	0.0	1.0	
1020	28.0	1.0	1.0	0.0	0.0	0.0	
1021	28.0	1.0	1.0	0.0	0.0	0.0	
1022	28.0	1.0	1.0	0.0	0.0	0.0	
1023	28.0	1.0	1.0	0.0	0.0	0.0	
1024	28.0	1.0	1.0	0.0	0.0	0.0	
1025	28.0	1.0	1.0	0.0	0.0	0.0	
1026	28.0	1.0	1.0	0.0	0.0	0.0	
1027	28.0	1.0	1.0	0.0	0.0	0.0	
1028	28.0	1.0	1.0	0.0	0.0	0.0	
1029	28.0	1.0	1.0	0.0	0.0	0.0	
1030	28.0	1.0	1.0	0.0	0.0	0.0	
1031	28.0	1.0	1.0	0.0	0.0	0.0	
1032	28.0	1.0	1.0	0.0	0.0	0.0	
1033	28.0	1.0	1.0	0.0	0.0	0.0	
1034	28.0	1.0	1.0	0.0	0.0	0.0	
1035	28.0	1.0	1.0	0.0	0.0	0.0	
1036	28.0	1.0	1.0	0.0	0.0	0.0	
1037	28.0	1.0	1.0	0.0	0.0	0.0	
1038	28.0	1.0	1.0	0.0	0.0	0.0	
1039	28.0	1.0	1.0	0.0	0.0	0.0	
1040	28.0	1.0	1.0	0.0	0.0	0.0	
1041	28.0	1.0	1.0	0.0	0.0	0.0	
1042	28.0	1.0	1.0	0.0	0.0	0.0	
1043	26.0	0.0	1.0	0.0	0.0	1.0	
1044	28.0	1.0	1.0	0.0	0.0	0.0	
1045	28.0	1.0	1.0	0.0	0.0	0.0	
1046	28.0	1.0	1.0	0.0	0.0	0.0	
1047	28.0	1.0	1.0	0.0	0.0	0.0	
1048	28.0	1.0	1.0	0.0	0.0	0.0	
1049	28.0	1.0	1.0	0.0	0.0	0.0	
1050	28.0	1.0	1.0	0.0	0.0	0.0	
1051	28.0	1.0	1.0	0.0	0.0	0.0	
1052	28.0	1.0	1.0	0.0	0.0	0.0	
1053	28.0	1.0	1.0	0.0	0.0	0.0	
1054	28.0	1.0	1.0	0.0	0.0	0.0	
1055	28.0	1.0	1.0	0.0	0.0	0.0	
1056	28.0	1.0	1.0	0.0	0.0	0.0	
1057	26.0	0.0	1.0	1.0	0.0	0.0	
1058	28.0	1.0	1.0	0.0	0.0	0.0	
1059	28.0	1.0	1.0	0.0	0.0	0.0	
1060	28.0	1.0	1.0	0.0	0.0	0.0	
1061	28.0	1.0	1.0	0.0	0.0	0.0	
1062	28.0	1.0	1.0	0.0	0.0	0.0	
1063	28.0	1.0	1.0	0.0	0.0	0.0	
1064	26.0	0.0	1.0	0.0	0.0	1.0	
1065	26.0	0.0	1.0	0.0	0.0	1.0	
1066	28.0	1.0	1.0	0.0	0.0	0.0	
1067	28.0	1.0	1.0	0.0	0.0	0.0	
1068	28.0	1.0	1.0	0.0	0.0	0.0	
1069	28.0	1.0	1.0	0.0	0.0	0.0	
1070	28.0	1.0	1.0	0.0	0.0	0.0	
1071	28.0	1.0	1.0	0.0	0.0	0.0	
1072	28.0	1.0	1.0	0.0	0.0	0.0	
1073	28.0	1.0	1.0	0.0	0.0	0.0	
1074	28.0	1.0	1.0	0.0	0.0	0.0	
1075	28.0	1.0	1.0	0.0	0.0	0.0	
1076	28.0	1.0	1.0	0.0	0.0	0.0	
1077	28.0	1.0	1.0	0.0	0.0	0.0	
1078	28.0	1.0	1.0	0.0	0.0	0.0	
1079	28.0	1.0	1.0	0.0	0.0	0.0	
1080	28.0	1.0	1.0	0.0	0.0	0.0	
1081	28.0	1.0	1.0	0.0	0.0	0.0	
1082	28.0	1.0	1.0	0.0	0.0	0.0	
1083	28.0	1.0	1.0	0.0	0.0	0.0	
1084	28.0	1.0	1.0	0.0	0.0	0.0	
1085	28.0	1.0	1.0	0.0	0.0	0.0	
1086	28.0	1.0	1.0	0.0	0.0	0.0	
1087	26.0	0.0	1.0	1.0	0.0	0.0	
1088	28.0	1.0	1.0	0.0	0.0	0.0	
1089	28.0	1.0	1.0	0.0	0.0	0.0	
1090	28.0	1.0	1.0	0.0	0.0	0.0	
1091	28.0	1.0	1.0	0.0	0.0	0.0	
1092	28.0	1.0	1.0	0.0	0.0	0.0	
1093	28.0	1.0	1.0	0.0	0.0	0.0	
1094	28.0	1.0	1.0	0.0	0.0	0.0	
1095	26.0	0.0	1.0	1.0	0.0	0.0	
1096	28.0	1.0	1.0	0.0	0.0	0.0	
1097	28.0	1.0	1.0	0.0	0.0	0.0	
1098	28.0	1.0	1.0	0.0	0.0	0.0	
1099	28.0	1.0	1.0	0.0	0.0	0.0	
1100	28.0	1.0	1.0	0.0	0.0	0.0	
1101	28.0	1.0	1.0	0.0	0.0	0.0	
1102	28.0	1.0	1.0	0.0	0.0	0.0	
1103	28.0	1.0	1.0	0.0	0.0	0.0	
1104	28.0	1.0	1.0	0.0	0.0	0.0	
1105	28.0	1.0	1.0	0.0	0.0	0.0	
1106	28.0	1.0	1.0	0.0	0.0	0.0	
1107	28.0	1.0	1.0	0.0	0.0	0.0	
1108	28.0	1.0	1.0	0.0	0.0	0.0	
1109	28.0	1.0	1.0	0.0	0.0	0.0	
1110	28.0	1.0	1.0	0.0	0.0	0.0	
1111	28.0	1.0	1.0	0.0	0.0	0.0	
1112	28.0	1.0	1.0	0.0	0.0	0.0	
1113	28.0	1.0	1.0	0.0	0.0	0.0	
1114	28.0	1.0	1.0	0.0	0.0	0.0	
1115	28.0	1.0	1.0	0.0	0.0	0.0	
1116	28.0	1.0	1.0	0.0	0.0	0.0	
1117	28.0	1.0	1.0	0.0	0.0	0.0	
1118	28.0	1.0	1.0	0.0	0.0	0.0	
1119	28.0	1.0	1.0	0.0	0.0	0.0	
1120	28.0	1.0	1.0	0.0	0.0	0.0	
1121	28.0	1.0	1.0	0.0	0.0	0.0	
1122	28.0	1.0	1.0	0.0	0.0	0.0	
1123	28.0	1.0	1.0	0.0	0.0	0.0	
1124	28.0	1.0	1.0	0.0	0.0	0.0	
1125	28.0	1.0	1.0	0.0	0.0	0.0	
1126	28.0	1.0	1.0	0.0	0.0	0.0	
1127	28.0	1.0	1.0	0.0	0.0	0.0	
1128	30.0	1.0	0.0	0.0	0.0	0.0	
1129	28.0	1.0	1.0	0.0	0.0	0.0	
1130	28.0	1.0	1.0	0.0	0.0	0.0	
1131	28.0	1.0	1.0	0.0	0.0	0.0	
1132	28.0	1.0	1.0	0.0	0.0	0.0	
1133	28.0	1.0	1.0	0.0	0.0	0.0	
1134	28.0	1.0	1.0	0.0	0.0	0.0	
1135	28.0	1.0	1.0	0.0	0.0	0.0	
1136	28.0	1.0	0.0	0.0	1.0	0.0	
1137	28.0	1.0	1.0	0.0	0.0	0.0	
1138	28.0	1.0	1.0	0.0	0.0	0.0	
1139	28.0	1.0	1.0	0.0	0.0	0.0	
1140	28.0	1.0	1.0	0.0	0.0	0.0	
1141	28.0	1.0	1.0	0.0	0.0	0.0	
1142	28.0	1.0	1.0	0.0	0.0	0.0	
1143	30.0	1.0	0.0	0.0	0.0	0.0	
1144	28.0	1.0	0.0	0.0	1.0	0.0	
1145	28.0	1.0	1.0	0.0	0.0	0.0	
1146	28.0	1.0	1.0	0.0	0.0	0.0	
1147	28.0	1.0	1.0	0.0	0.0	0.0	
1148	28.0	1.0	1.0	0.0	0.0	0.0	
1149	28.0	1.0	1.0	0.0	0.0	0.0	
1150	28.0	1.0	1.0	0.0	0.0	0.0	
1151	28.0	1.0	1.0	0.0	0.0	0.0	
1152	28.0	1.0	1.0	0.0	0.0	0.0	
1153	28.0	1.0	1.0	0.0	0.0	0.0	
1154	28.0	1.0	1.0	0.0	0.0	0.0	
1155	28.0	1.0	1.0	0.0	0.0	0.0	
1156	28.0	1.0	1.0	0.0	0.0	0.0	
1157	28.0	1.0	1.0	0.0	0.0	0.0	
1158	28.0	1.0	1.0	0.0	0.0	0.0	
1159	28.0	1.0	1.0	0.0	0.0	0.0	
1160	28.0	1.0	1.0	0.0	0.0	0.0	
1161	28.0	1.0	1.0	0.0	0.0	0.0	
1162	28.0	1.0	1.0	0.0	0.0	0.0	
1163	28.0	1.0	1.0	0.0	0.0	0.0	
1164	28.0	1.0	1.0	0.0	0.0	0.0	
1165	28.0	1.0	1.0	0.0	0.0	0.0	
1166	28.0	1.0	1.0	0.0	0.0	0.0	
1167	28.0	1.0	1.0	0.0	0.0	0.0	
1168	28.0	1.0	1.0	0.0	0.0	0.0	
1169	30.0	1.0	0.0	0.0	0.0	0.0	
1170	28.0	1.0	1.0	0.0	0.0	0.0	
1171	28.0	1.0	1.0	0.0	0.0	0.0	
1172	28.0	1.0	1.0	0.0	0.0	0.0	
1173	28.0	1.0	1.0	0.0	0.0	0.0	
1174	28.0	1.0	1.0	0.0	0.0	0.0	
1175	28.0	1.0	1.0	0.0	0.0	0.0	
1176	28.0	1.0	1.0	0.0	0.0	0.0	
1177	28.0	1.0	1.0	0.0	0.0	0.0	
1178	28.0	1.0	1.0	0.0	0.0	0.0	
1179	28.0	1.0	1.0	0.0	0.0	0.0	
1180	28.0	1.0	1.0	0.0	0.0	0.0	
1181	28.0	1.0	1.0	0.0	0.0	0.0	
1182	28.0	1.0	1.0	0.0	0.0	0.0	
1183	28.0	1.0	1.0	0.0	0.0	0.0	
1184	28.0	1.0	1.0	0.0	0.0	0.0	
1185	28.0	1.0	1.0	0.0	0.0	0.0	
1186	28.0	1.0	1.0	0.0	0.0	0.0	
1187	28.0	1.0	1.0	0.0	0.0	0.0	
1188	28.0	1.0	1.0	0.0	0.0	0.0	
1189	28.0	1.0	1.0	0.0	0.0	0.0	
1190	28.0	1.0	1.0	0.0	0.0	0.0	
1191	26.0	0.0	1.0	0.0	0.0	1.0	
1192	28.0	1.0	1.0	0.0	0.0	0.0	
1193	28.0	1.0	1.0	0.0	0.0	0.0	
1194	28.0	1.0	1.0	0.0	0.0	0.0	
1195	28.0	1.0	1.0	0.0	0.0	0.0	
1196	28.0	1.0	1.0	0.0	0.0	0.0	
1197	28.0	1.0	1.0	0.0	0.0	0.0	
1198	26.0	0.0	1.0	0.0	0.0	1.0	
1199	28.0	1.0	1.0	0.0	0.0	0.0	
1200	28.0	1.0	1.0	0.0	0.0	0.0	
1201	28.0	1.0	1.0	0.0	0.0	0.0	
1202	28.0	1.0	1.0	0.0	0.0	0.0	
1203	28.0	1.0	1.0	0.0	0.0	0.0	
1204	28.0	1.0	1.0	0.0	0.0	0.0	
1205	28.0	1.0	1.0	0.0	0.0	0.0	
1206	28.0	1.0	1.0	0.0	0.0	0.0	
1207	28.0	1.0	1.0	0.0	0.0	0.0	
1208	28.0	1.0	1.0	0.0	0.0	0.0	
1209	28.0	1.0	1.0	0.0	0.0	0.0	
1210	28.0	1.0	1.0	0.0	0.0	0.0	
1211	28.0	1.0	1.0	0.0	0.0	0.0	
1212	28.0	1.0	1.0	0.0	0.0	0.0	
1213	28.0	1.0	1.0	0.0	0.0	0.0	
1214	28.0	1.0	1.0	0.0	0.0	0.0	
1215	26.0	0.0	1.0	0.0	0.0	1.0	
1216	28.0	1.0	1.0	0.0	0.0	0.0	
1217	28.0	1.0	1.0	0.0	0.0	0.0	
1218	28.0	1.0	1.0	0.0	0.0	0.0	
1219	28.0	1.0	1.0	0.0	0.0	0.0	
1220	28.0	1.0	1.0	0.0	0.0	0.0	
1221	28.0	1.0	1.0	0.0	0.0	0.0	
1222	28.0	1.0	1.0	0.0	0.0	0.0	
1223	28.0	1.0	1.0	0.0	0.0	0.0	
1224	26.0	0.0	1.0	0.0	0.0	1.0	
1225	28.0	1.0	1.0	0.0	0.0	0.0	
1226	28.0	1.0	1.0	0.0	0.0	0.0	
1227	28.0	1.0	1.0	0.0	0.0	0.0	
1228	28.0	1.0	1.0	0.0	0.0	0.0	
1229	28.0	1.0	1.0	0.0	0.0	0.0	
1230	28.0	1.0	1.0	0.0	0.0	0.0	
1231	28.0	1.0	1.0	0.0	0.0	0.0	
1232	28.0	1.0	1.0	0.0	0.0	0.0	
1233	28.0	1.0	1.0	0.0	0.0	0.0	
1234	28.0	1.0	1.0	0.0	0.0	0.0	
1235	28.0	1.0	1.0	0.0	0.0	0.0	
1236	28.0	1.0	1.0	0.0	0.0	0.0	
1237	28.0	1.0	1.0	0.0	0.0	0.0	
1238	28.0	1.0	1.0	0.0	0.0	0.0	
1239	26.0	0.0	1.0	1.0	0.0	0.0	
1240	28.0	1.0	1.0	0.0	0.0	0.0	
1241	26.0	0.0	1.0	1.0	0.0	0.0	
1242	28.0	1.0	1.0	0.0	0.0	0.0	
1243	28.0	1.0	1.0	0.0	0.0	0.0	
1244	28.0	1.0	1.0	0.0	0.0	0.0	
1245	28.0	1.0	1.0	0.0	0.0	0.0	
1246	28.0	1.0	1.0	0.0	0.0	0.0	
1247	28.0	1.0	1.0	0.0	0.0	0.0	
1248	28.0	1.0	1.0	0.0	0.0	0.0	
1249	28.0	1.0	1.0	0.0	0.0	0.0	
1250	28.0	1.0	1.0	0.0	0.0	0.0	
1251	28.0	1.0	1.0	0.0	0.0	0.0	
1252	26.0	0.0	1.0	1.0	0.0	0.0	
1253	28.0	1.0	1.0	0.0	0.0	0.0	
1254	28.0	1.0	1.0	0.0	0.0	0.0	
1255	28.0	1.0	1.0	0.0	0.0	0.0	
1256	28.0	1.0	1.0	0.0	0.0	0.0	
1257	28.0	1.0	1.0	0.0	0.0	0.0	
1258	28.0	1.0	1.0	0.0	0.0	0.0	
1259	28.0	1.0	1.0	0.0	0.0	0.0	
1260	28.0	1.0	1.0	0.0	0.0	0.0	
1261	28.0	1.0	1.0	0.0	0.0	0.0	
1262	28.0	1.0	1.0	0.0	0.0	0.0	
1263	28.0	1.0	1.0	0.0	0.0	0.0	
1264	28.0	1.0	1.0	0.0	0.0	0.0	
1265	28.0	1.0	1.0	0.0	0.0	0.0	
1266	28.0	1.0	1.0	0.0	0.0	0.0	
1267	30.0	1.0	0.0	0.0	0.0	0.0	
1268	28.0	1.0	1.0	0.0	0.0	0.0	
1269	28.0	1.0	1.0	0.0	0.0	0.0	
1270	28.0	1.0	1.0	0.0	0.0	0.0	
1271	28.0	1.0	1.0	0.0	0.0	0.0	
1272	28.0	1.0	1.0	0.0	0.0	0.0	
1273	28.0	1.0	1.0	0.0	0.0	0.0	
1274	28.0	1.0	1.0	0.0	0.0	0.0	
1275	28.0	1.0	1.0	0.0	0.0	0.0	
1276	28.0	1.0	1.0	0.0	0.0	0.0	
1277	28.0	1.0	1.0	0.0	0.0	0.0	
1278	28.0	1.0	1.0	0.0	0.0	0.0	
1279	28.0	1.0	1.0	0.0	0.0	0.0	
1280	28.0	1.0	1.0	0.0	0.0	0.0	
1281	28.0	1.0	1.0	0.0	0.0	0.0	
1282	28.0	1.0	1.0	0.0	0.0	0.0	
1283	28.0	1.0	1.0	0.0	0.0	0.0	
1284	28.0	1.0	1.0	0.0	0.0	0.0	
1285	28.0	1.0	1.0	0.0	0.0	0.0	
1286	28.0	1.0	1.0	0.0	0.0	0.0	
1287	28.0	1.0	1.0	0.0	0.0	0.0	
1288	28.0	1.0	1.0	0.0	0.0	0.0	
1289	28.0	1.0	1.0	0.0	0.0	0.0	
1290	26.0	0.0	1.0	1.0	0.0	0.0	
1291	28.0	1.0	1.0	0.0	0.0	0.0	
1292	28.0	1.0	1.0	0.0	0.0	0.0	
1293	28.0	1.0	1.0	0.0	0.0	0.0	
1294	28.0	1.0	1.0	0.0	0.0	0.0	
1295	28.0	1.0	1.0	0.0	0.0	0.0	
1296	28.0	1.0	1.0	0.0	0.0	0.0	
1297	28.0	1.0	1.0	0.0	0.0	0.0	
1298	28.0	1.0	1.0	0.0	0.0	0.0	
1299	28.0	1.0	1.0	0.0	0.0	0.0	
1300	28.0	1.0	1.0	0.0	0.0	0.0	
1301	28.0	1.0	1.0	0.0	0.0	0.0	
1302	28.0	1.0	1.0	0.0	0.0	0.0	
1303	26.0	0.0	1.0	0.0	0.0	1.0	
1304	28.0	1.0	1.0	0.0	0.0	0.0	
1305	28.0	1.0	1.0	0.0	0.0	0.0	
1306	28.0	1.0	1.0	0.0	0.0	0.0	
1307	28.0	1.0	1.0	0.0	0.0	0.0	
1308	28.0	1.0	1.0	0.0	0.0	0.0	
1309	28.0	1.0	1.0	0.0	0.0	0.0	
1310	28.0	1.0	1.0	0.0	0.0	0.0	
1311	28.0	1.0	1.0	0.0	0.0	0.0	
1312	28.0	1.0	1.0	0.0	0.0	0.0	
1313	28.0	1.0	1.0	0.0	0.0	0.0	
1314	28.0	1.0	1.0	0.0	0.0	0.0	
1315	28.0	1.0	1.0	0.0	0.0	0.0	
1316	28.0	1.0	1.0	0.0	0.0	0.0	
1317	28.0	1.0	1.0	0.0	0.0	0.0	
1318	26.0	0.0	1.0	1.0	0.0	0.0	
1319	28.0	1.0	1.0	0.0	0.0	0.0	
1320	28.0	1.0	1.0	0.0	0.0	0.0	
1321	28.0	1.0	1.0	0.0	0.0	0.0	
1322	28.0	1.0	1.0	0.0	0.0	0.0	
1323	28.0	1.0	1.0	0.0	0.0	0.0	
1324	28.0	1.0	1.0	0.0	0.0	0.0	
1325	28.0	1.0	1.0	0.0	0.0	0.0	
1326	28.0	1.0	1.0	0.0	0.0	0.0	
1327	28.0	1.0	1.0	0.0	0.0	0.0	
1328	28.0	1.0	1.0	0.0	0.0	0.0	
1329	28.0	1.0	1.0	0.0	0.0	0.0	
1330	28.0	1.0	1.0	0.0	0.0	0.0	
1331	28.0	1.0	1.0	0.0	0.0	0.0	
1332	28.0	1.0	1.0	0.0	0.0	0.0	
1333	28.0	1.0	1.0	0.0	0.0	0.0	
1334	28.0	1.0	1.0	0.0	0.0	0.0	
1335	28.0	1.0	1.0	0.0	0.0	0.0	
1336	26.0	0.0	1.0	1.0	0.0	0.0	
1337	28.0	1.0	1.0	0.0	0.0	0.0	
1338	28.0	1.0	1.0	0.0	0.0	0.0	
1339	28.0	1.0	1.0	0.0	0.0	0.0	
1340	28.0	1.0	1.0	0.0	0.0	0.0	
1341	28.0	1.0	1.0	0.0	0.0	0.0	
1342	28.0	1.0	1.0	0.0	0.0	0.0	
1343	28.0	1.0	1.0	0.0	0.0	0.0	
1344	28.0	1.0	1.0	0.0	0.0	0.0	
1345	28.0	1.0	1.0	0.0	0.0	0.0	
1346	28.0	1.0	1.0	0.0	0.0	0.0	
1347	28.0	1.0	1.0	0.0	0.0	0.0	
1348	28.0	1.0	1.0	0.0	0.0	0.0	
1349	26.0	0.0	1.0	1.0	0.0	0.0	
1350	26.0	0.0	1.0	0.0	0.0	1.0	
1351	28.0	1.0	1.0	0.0	0.0	0.0	
1352	28.0	1.0	1.0	0.0	0.0	0.0	
1353	28.0	1.0	1.0	0.0	0.0	0.0	
1354	28.0	1.0	1.0	0.0	0.0	0.0	
1355	28.0	1.0	1.0	0.0	0.0	0.0	
1356	28.0	1.0	1.0	0.0	0.0	0.0	
1357	28.0	1.0	0.0	0.0	1.0	0.0	
1358	28.0	1.0	1.0	0.0	0.0	0.0	
1359	28.0	1.0	1.0	0.0	0.0	0.0	
1360	28.0	1.0	1.0	0.0	0.0	0.0	
1361	28.0	1.0	1.0	0.0	0.0	0.0	
1362	28.0	1.0	1.0	0.0	0.0	0.0	
1363	26.0	0.0	1.0	0.0	0.0	1.0	
1364	28.0	1.0	1.0	0.0	0.0	0.0	
1365	28.0	1.0	1.0	0.0	0.0	0.0	
1366	28.0	1.0	1.0	0.0	0.0	0.0	
1367	28.0	1.0	1.0	0.0	0.0	0.0	
1368	28.0	1.0	1.0	0.0	0.0	0.0	
1369	28.0	1.0	1.0	0.0	0.0	0.0	
1370	28.0	1.0	1.0	0.0	0.0	0.0	
1371	28.0	1.0	1.0	0.0	0.0	0.0	
1372	28.0	1.0	1.0	0.0	0.0	0.0	
1373	28.0	1.0	1.0	0.0	0.0	0.0	
1374	28.0	1.0	1.0	0.0	0.0	0.0	
1375	28.0	1.0	1.0	0.0	0.0	0.0	
1376	26.0	0.0	1.0	0.0	0.0	1.0	
1377	28.0	1.0	1.0	0.0	0.0	0.0	
1378	28.0	1.0	1.0	0.0	0.0	0.0	
1379	28.0	1.0	1.0	0.0	0.0	0.0	
1380	28.0	1.0	1.0	0.0	0.0	0.0	
1381	28.0	1.0	1.0	0.0	0.0	0.0	
1382	28.0	1.0	1.0	0.0	0.0	0.0	
1383	28.0	1.0	1.0	0.0	0.0	0.0	
1384	28.0	1.0	1.0	0.0	0.0	0.0	
1385	28.0	1.0	1.0	0.0	0.0	0.0	
1386	28.0	1.0	1.0	0.0	0.0	0.0	
1387	28.0	1.0	1.0	0.0	0.0	0.0	
1388	28.0	1.0	1.0	0.0	0.0	0.0	
1389	28.0	1.0	1.0	0.0	0.0	0.0	
1390	28.0	1.0	1.0	0.0	0.0	0.0	
1391	28.0	1.0	1.0	0.0	0.0	0.0	
1392	28.0	1.0	1.0	0.0	0.0	0.0	
1393	28.0	1.0	1.0	0.0	0.0	0.0	
1394	26.0	0.0	1.0	1.0	0.0	0.0	
1395	28.0	1.0	1.0	0.0	0.0	0.0	
1396	28.0	1.0	1.0	0.0	0.0	0.0	
1397	28.0	1.0	1.0	0.0	0.0	0.0	
1398	28.0	1.0	1.0	0.0	0.0	0.0	
1399	28.0	1.0	1.0	0.0	0.0	0.0	
1400	28.0	1.0	1.0	0.0	0.0	0.0	
1401	28.0	1.0	1.0	0.0	0.0	0.0	
1402	28.0	1.0	1.0	0.0	0.0	0.0	
1403	28.0	1.0	1.0	0.0	0.0	0.0	
1404	28.0	1.0	1.0	0.0	0.0	0.0	
1405	28.0	1.0	1.0	0.0	0.0	0.0	
1406	28.0	1.0	1.0	0.0	0.0	0.0	
1407	28.0	1.0	1.0	0.0	0.0	0.0	
1408	28.0	1.0	1.0	0.0	0.0	0.0	
1409	26.0	0.0	1.0	1.0	0.0	0.0	
1410	26.0	0.0	1.0	1.0	0.0	0.0	
1411	28.0	1.0	1.0	0.0	0.0	0.0	
1412	28.0	1.0	1.0	0.0	0.0	0.0	
1413	28.0	1.0	1.0	0.0	0.0	0.0	
1414	28.0	1.0	1.0	0.0	0.0	0.0	
1415	28.0	1.0	1.0	0.0	0.0	0.0	
1416	28.0	1.0	1.0	0.0	0.0	0.0	
1417	28.0	1.0	1.0	0.0	0.0	0.0	
1418	28.0	1.0	1.0	0.0	0.0	0.0	
1419	28.0	1.0	1.0	0.0	0.0	0.0	
1420	28.0	1.0	1.0	0.0	0.0	0.0	
1421	28.0	1.0	1.0	0.0	0.0	0.0	
1422	28.0	1.0	1.0	0.0	0.0	0.0	
1423	28.0	1.0	1.0	0.0	0.0	0.0	
1424	28.0	1.0	1.0	0.0	0.0	0.0	
1425	28.0	1.0	1.0	0.0	0.0	0.0	
1426	28.0	1.0	1.0	0.0	0.0	0.0	
1427	28.0	1.0	1.0	0.0	0.0	0.0	
1428	28.0	1.0	1.0	0.0	0.0	0.0	
1429	28.0	1.0	1.0	0.0	0.0	0.0	
1430	28.0	1.0	1.0	0.0	0.0	0.0	
1431	28.0	1.0	1.0	0.0	0.0	0.0	
1432	28.0	1.0	1.0	0.0	0.0	0.0	
1433	28.0	1.0	1.0	0.0	0.0	0.0	
1434	28.0	1.0	1.0	0.0	0.0	0.0	
1435	28.0	1.0	1.0	0.0	0.0	0.0	
1436	28.0	1.0	1.0	0.0	0.0	0.0	
1437	28.0	1.0	1.0	0.0	0.0	0.0	
1438	28.0	1.0	1.0	0.0	0.0	0.0	
1439	28.0	1.0	1.0	0.0	0.0	0.0	
1440	28.0	1.0	1.0	0.0	0.0	0.0	
1441	28.0	1.0	1.0	0.0	0.0	0.0	
1442	28.0	1.0	1.0	0.0	0.0	0.0	
1443	28.0	1.0	1.0	0.0	0.0	0.0	
1444	26.0	0.0	1.0	0.0	0.0	1.0	
1445	26.0	0.0	1.0	1.0	0.0	0.0	
1446	28.0	1.0	1.0	0.0	0.0	0.0	
1447	28.0	1.0	1.0	0.0	0.0	0.0	
1448	28.0	1.0	1.0	0.0	0.0	0.0	
1449	28.0	1.0	1.0	0.0	0.0	0.0	
1450	28.0	1.0	1.0	0.0	0.0	0.0	
1451	28.0	1.0	1.0	0.0	0.0	0.0	
1452	28.0	1.0	1.0	0.0	0.0	0.0	
1453	28.0	1.0	1.0	0.0	0.0	0.0	
1454	28.0	1.0	1.0	0.0	0.0	0.0	
1455	28.0	1.0	1.0	0.0	0.0	0.0	
1456	28.0	1.0	1.0	0.0	0.0	0.0	
1457	28.0	1.0	1.0	0.0	0.0	0.0	
1458	28.0	1.0	1.0	0.0	0.0	0.0	
1459	28.0	1.0	1.0	0.0	0.0	0.0	
1460	28.0	1.0	1.0	0.0	0.0	0.0	
1461	28.0	1.0	1.0	0.0	0.0	0.0	
1462	28.0	1.0	1.0	0.0	0.0	0.0	
1463	28.0	1.0	1.0	0.0	0.0	0.0	
1464	28.0	1.0	1.0	0.0	0.0	0.0	
1465	28.0	1.0	1.0	0.0	0.0	0.0	
1466	28.0	1.0	1.0	0.0	0.0	0.0	
1467	28.0	1.0	1.0	0.0	0.0	0.0	
1468	28.0	1.0	1.0	0.0	0.0	0.0	
1469	28.0	1.0	1.0	0.0	0.0	0.0	
1470	26.0	0.0	1.0	1.0	0.0	0.0	
1471	28.0	1.0	1.0	0.0	0.0	0.0	
1472	28.0	1.0	1.0	0.0	0.0	0.0	
1473	28.0	1.0	1.0	0.0	0.0	0.0	
1474	28.0	1.0	1.0	0.0	0.0	0.0	
1475	28.0	1.0	1.0	0.0	0.0	0.0	
1476	28.0	1.0	1.0	0.0	0.0	0.0	
1477	28.0	1.0	1.0	0.0	0.0	0.0	
1478	28.0	1.0	1.0	0.0	0.0	0.0	
1479	28.0	1.0	1.0	0.0	0.0	0.0	
1480	28.0	1.0	1.0	0.0	0.0	0.0	
1481	28.0	1.0	1.0	0.0	0.0	0.0	
1482	28.0	1.0	1.0	0.0	0.0	0.0	
1483	28.0	1.0	1.0	0.0	0.0	0.0	
1484	28.0	1.0	1.0	0.0	0.0	0.0	
1485	28.0	1.0	1.0	0.0	0.0	0.0	
1486	26.0	0.0	1.0	1.0	0.0	0.0	
1487	28.0	1.0	1.0	0.0	0.0	0.0	
1488	28.0	1.0	1.0	0.0	0.0	0.0	
1489	28.0	1.0	1.0	0.0	0.0	0.0	
1490	28.0	1.0	1.0	0.0	0.0	0.0	
1491	28.0	1.0	1.0	0.0	0.0	0.0	
1492	28.0	1.0	1.0	0.0	0.0	0.0	
1493	28.0	1.0	1.0	0.0	0.0	0.0	
1494	28.0	1.0	1.0	0.0	0.0	0.0	
1495	28.0	1.0	1.0	0.0	0.0	0.0	
1496	28.0	1.0	1.0	0.0	0.0	0.0	
1497	28.0	1.0	1.0	0.0	0.0	0.0	
1498	28.0	1.0	1.0	0.0	0.0	0.0	
1499	28.0	1.0	1.0	0.0	0.0	0.0	
1500	28.0	1.0	1.0	0.0	0.0	0.0	
1501	28.0	1.0	1.0	0.0	0.0	0.0	
1502	28.0	1.0	1.0	0.0	0.0	0.0	
1503	28.0	1.0	1.0	0.0	0.0	0.0	
1504	28.0	1.0	1.0	0.0	0.0	0.0	
1505	28.0	1.0	1.0	0.0	0.0	0.0	
