Sample	cat16-23.trees	cat16-23.sequence04_sequence10	cat16-23.sequence05_sequence02_sequence09_sequence08	cat16-23.sequence04_sequence03	cat16-23.sequence01_sequence04_sequence14_sequence07_sequence11_sequence12_sequence13_sequence16_sequence02_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-23.sequence03_sequence10	
2000	28.0	1.0	1.0	0.0	0.0	0.0	
2001	28.0	1.0	1.0	0.0	0.0	0.0	
2002	28.0	1.0	1.0	0.0	0.0	0.0	
2003	28.0	1.0	1.0	0.0	0.0	0.0	
2004	26.0	0.0	1.0	1.0	0.0	0.0	
2005	28.0	1.0	1.0	0.0	0.0	0.0	
2006	28.0	1.0	1.0	0.0	0.0	0.0	
2007	28.0	1.0	1.0	0.0	0.0	0.0	
2008	28.0	1.0	1.0	0.0	0.0	0.0	
2009	28.0	1.0	1.0	0.0	0.0	0.0	
2010	28.0	1.0	1.0	0.0	0.0	0.0	
2011	28.0	1.0	1.0	0.0	0.0	0.0	
2012	28.0	1.0	1.0	0.0	0.0	0.0	
2013	28.0	1.0	1.0	0.0	0.0	0.0	
2014	28.0	1.0	1.0	0.0	0.0	0.0	
2015	28.0	1.0	1.0	0.0	0.0	0.0	
2016	28.0	1.0	1.0	0.0	0.0	0.0	
2017	28.0	1.0	1.0	0.0	0.0	0.0	
2018	28.0	1.0	1.0	0.0	0.0	0.0	
2019	28.0	1.0	1.0	0.0	0.0	0.0	
2020	28.0	1.0	1.0	0.0	0.0	0.0	
2021	28.0	1.0	1.0	0.0	0.0	0.0	
2022	28.0	1.0	1.0	0.0	0.0	0.0	
2023	28.0	1.0	1.0	0.0	0.0	0.0	
2024	28.0	1.0	1.0	0.0	0.0	0.0	
2025	28.0	1.0	1.0	0.0	0.0	0.0	
2026	28.0	1.0	1.0	0.0	0.0	0.0	
2027	28.0	1.0	1.0	0.0	0.0	0.0	
2028	28.0	1.0	1.0	0.0	0.0	0.0	
2029	28.0	1.0	1.0	0.0	0.0	0.0	
2030	28.0	1.0	1.0	0.0	0.0	0.0	
2031	28.0	1.0	1.0	0.0	0.0	0.0	
2032	28.0	1.0	1.0	0.0	0.0	0.0	
2033	28.0	1.0	1.0	0.0	0.0	0.0	
2034	26.0	0.0	1.0	1.0	0.0	0.0	
2035	28.0	1.0	1.0	0.0	0.0	0.0	
2036	26.0	0.0	1.0	1.0	0.0	0.0	
2037	28.0	1.0	1.0	0.0	0.0	0.0	
2038	28.0	1.0	1.0	0.0	0.0	0.0	
2039	28.0	1.0	1.0	0.0	0.0	0.0	
2040	28.0	1.0	1.0	0.0	0.0	0.0	
2041	26.0	0.0	1.0	1.0	0.0	0.0	
2042	28.0	1.0	1.0	0.0	0.0	0.0	
2043	28.0	1.0	1.0	0.0	0.0	0.0	
2044	28.0	1.0	0.0	0.0	1.0	0.0	
2045	30.0	1.0	0.0	0.0	0.0	0.0	
2046	28.0	1.0	0.0	0.0	1.0	0.0	
2047	28.0	1.0	1.0	0.0	0.0	0.0	
2048	28.0	1.0	0.0	0.0	1.0	0.0	
2049	28.0	1.0	1.0	0.0	0.0	0.0	
2050	28.0	1.0	1.0	0.0	0.0	0.0	
2051	28.0	1.0	1.0	0.0	0.0	0.0	
2052	28.0	1.0	1.0	0.0	0.0	0.0	
2053	28.0	1.0	1.0	0.0	0.0	0.0	
2054	28.0	1.0	1.0	0.0	0.0	0.0	
2055	28.0	1.0	1.0	0.0	0.0	0.0	
2056	28.0	1.0	1.0	0.0	0.0	0.0	
2057	28.0	1.0	1.0	0.0	0.0	0.0	
2058	28.0	1.0	1.0	0.0	0.0	0.0	
2059	28.0	1.0	1.0	0.0	0.0	0.0	
2060	28.0	1.0	1.0	0.0	0.0	0.0	
2061	28.0	1.0	1.0	0.0	0.0	0.0	
2062	28.0	1.0	1.0	0.0	0.0	0.0	
2063	26.0	0.0	1.0	1.0	0.0	0.0	
2064	28.0	1.0	1.0	0.0	0.0	0.0	
2065	28.0	1.0	1.0	0.0	0.0	0.0	
2066	28.0	1.0	1.0	0.0	0.0	0.0	
2067	28.0	1.0	1.0	0.0	0.0	0.0	
2068	28.0	1.0	1.0	0.0	0.0	0.0	
2069	28.0	1.0	1.0	0.0	0.0	0.0	
2070	26.0	0.0	1.0	1.0	0.0	0.0	
2071	28.0	1.0	1.0	0.0	0.0	0.0	
2072	30.0	1.0	0.0	0.0	0.0	0.0	
2073	28.0	1.0	1.0	0.0	0.0	0.0	
2074	28.0	1.0	1.0	0.0	0.0	0.0	
2075	28.0	1.0	1.0	0.0	0.0	0.0	
2076	28.0	1.0	1.0	0.0	0.0	0.0	
2077	28.0	1.0	1.0	0.0	0.0	0.0	
2078	28.0	1.0	1.0	0.0	0.0	0.0	
2079	28.0	1.0	1.0	0.0	0.0	0.0	
2080	28.0	1.0	1.0	0.0	0.0	0.0	
2081	28.0	1.0	1.0	0.0	0.0	0.0	
2082	28.0	1.0	1.0	0.0	0.0	0.0	
2083	28.0	1.0	1.0	0.0	0.0	0.0	
2084	28.0	1.0	1.0	0.0	0.0	0.0	
2085	28.0	1.0	1.0	0.0	0.0	0.0	
2086	28.0	1.0	1.0	0.0	0.0	0.0	
2087	28.0	1.0	1.0	0.0	0.0	0.0	
2088	28.0	1.0	1.0	0.0	0.0	0.0	
2089	28.0	1.0	1.0	0.0	0.0	0.0	
2090	28.0	1.0	1.0	0.0	0.0	0.0	
2091	28.0	1.0	1.0	0.0	0.0	0.0	
2092	28.0	1.0	1.0	0.0	0.0	0.0	
2093	28.0	1.0	1.0	0.0	0.0	0.0	
2094	28.0	1.0	1.0	0.0	0.0	0.0	
2095	28.0	1.0	1.0	0.0	0.0	0.0	
2096	28.0	1.0	1.0	0.0	0.0	0.0	
2097	28.0	1.0	1.0	0.0	0.0	0.0	
2098	26.0	0.0	1.0	0.0	0.0	1.0	
2099	28.0	1.0	1.0	0.0	0.0	0.0	
2100	28.0	1.0	1.0	0.0	0.0	0.0	
2101	28.0	1.0	1.0	0.0	0.0	0.0	
2102	28.0	1.0	1.0	0.0	0.0	0.0	
2103	28.0	1.0	1.0	0.0	0.0	0.0	
2104	28.0	1.0	1.0	0.0	0.0	0.0	
2105	28.0	1.0	1.0	0.0	0.0	0.0	
2106	28.0	1.0	1.0	0.0	0.0	0.0	
2107	28.0	1.0	1.0	0.0	0.0	0.0	
2108	28.0	1.0	1.0	0.0	0.0	0.0	
2109	28.0	1.0	1.0	0.0	0.0	0.0	
2110	28.0	1.0	1.0	0.0	0.0	0.0	
2111	28.0	1.0	1.0	0.0	0.0	0.0	
2112	28.0	1.0	1.0	0.0	0.0	0.0	
2113	28.0	1.0	1.0	0.0	0.0	0.0	
2114	28.0	1.0	1.0	0.0	0.0	0.0	
2115	28.0	1.0	1.0	0.0	0.0	0.0	
2116	28.0	1.0	1.0	0.0	0.0	0.0	
2117	28.0	1.0	1.0	0.0	0.0	0.0	
2118	28.0	1.0	1.0	0.0	0.0	0.0	
2119	26.0	0.0	1.0	1.0	0.0	0.0	
2120	28.0	1.0	1.0	0.0	0.0	0.0	
2121	28.0	1.0	1.0	0.0	0.0	0.0	
2122	28.0	1.0	1.0	0.0	0.0	0.0	
2123	28.0	1.0	1.0	0.0	0.0	0.0	
2124	28.0	1.0	1.0	0.0	0.0	0.0	
2125	26.0	0.0	1.0	0.0	0.0	1.0	
2126	26.0	0.0	1.0	1.0	0.0	0.0	
2127	28.0	1.0	1.0	0.0	0.0	0.0	
2128	28.0	1.0	1.0	0.0	0.0	0.0	
2129	28.0	1.0	1.0	0.0	0.0	0.0	
2130	28.0	1.0	1.0	0.0	0.0	0.0	
2131	28.0	1.0	1.0	0.0	0.0	0.0	
2132	28.0	1.0	1.0	0.0	0.0	0.0	
2133	28.0	1.0	1.0	0.0	0.0	0.0	
2134	28.0	1.0	1.0	0.0	0.0	0.0	
2135	28.0	1.0	1.0	0.0	0.0	0.0	
2136	28.0	1.0	1.0	0.0	0.0	0.0	
2137	28.0	1.0	1.0	0.0	0.0	0.0	
2138	28.0	1.0	1.0	0.0	0.0	0.0	
2139	28.0	1.0	1.0	0.0	0.0	0.0	
2140	28.0	1.0	1.0	0.0	0.0	0.0	
2141	28.0	1.0	1.0	0.0	0.0	0.0	
2142	28.0	1.0	1.0	0.0	0.0	0.0	
2143	26.0	0.0	1.0	0.0	0.0	1.0	
2144	26.0	0.0	1.0	1.0	0.0	0.0	
2145	28.0	1.0	1.0	0.0	0.0	0.0	
2146	28.0	1.0	1.0	0.0	0.0	0.0	
2147	28.0	1.0	1.0	0.0	0.0	0.0	
2148	28.0	1.0	1.0	0.0	0.0	0.0	
2149	28.0	1.0	1.0	0.0	0.0	0.0	
2150	28.0	1.0	1.0	0.0	0.0	0.0	
2151	28.0	1.0	1.0	0.0	0.0	0.0	
2152	28.0	1.0	1.0	0.0	0.0	0.0	
2153	28.0	1.0	1.0	0.0	0.0	0.0	
2154	28.0	1.0	1.0	0.0	0.0	0.0	
2155	28.0	1.0	1.0	0.0	0.0	0.0	
2156	28.0	1.0	1.0	0.0	0.0	0.0	
2157	28.0	1.0	1.0	0.0	0.0	0.0	
2158	28.0	1.0	1.0	0.0	0.0	0.0	
2159	28.0	1.0	1.0	0.0	0.0	0.0	
2160	26.0	0.0	1.0	0.0	0.0	1.0	
2161	28.0	1.0	1.0	0.0	0.0	0.0	
2162	28.0	1.0	1.0	0.0	0.0	0.0	
2163	28.0	1.0	1.0	0.0	0.0	0.0	
2164	28.0	1.0	1.0	0.0	0.0	0.0	
2165	26.0	0.0	1.0	1.0	0.0	0.0	
2166	28.0	1.0	1.0	0.0	0.0	0.0	
2167	28.0	1.0	1.0	0.0	0.0	0.0	
2168	28.0	1.0	1.0	0.0	0.0	0.0	
2169	28.0	1.0	1.0	0.0	0.0	0.0	
2170	28.0	1.0	1.0	0.0	0.0	0.0	
2171	28.0	1.0	1.0	0.0	0.0	0.0	
2172	28.0	1.0	1.0	0.0	0.0	0.0	
2173	28.0	1.0	1.0	0.0	0.0	0.0	
2174	28.0	1.0	1.0	0.0	0.0	0.0	
2175	28.0	1.0	1.0	0.0	0.0	0.0	
2176	28.0	1.0	1.0	0.0	0.0	0.0	
2177	28.0	1.0	1.0	0.0	0.0	0.0	
2178	28.0	1.0	1.0	0.0	0.0	0.0	
2179	28.0	1.0	1.0	0.0	0.0	0.0	
2180	28.0	1.0	1.0	0.0	0.0	0.0	
2181	28.0	1.0	1.0	0.0	0.0	0.0	
2182	28.0	1.0	1.0	0.0	0.0	0.0	
2183	28.0	1.0	1.0	0.0	0.0	0.0	
2184	28.0	1.0	1.0	0.0	0.0	0.0	
2185	28.0	1.0	1.0	0.0	0.0	0.0	
2186	28.0	1.0	1.0	0.0	0.0	0.0	
2187	28.0	1.0	1.0	0.0	0.0	0.0	
2188	28.0	1.0	1.0	0.0	0.0	0.0	
2189	28.0	1.0	1.0	0.0	0.0	0.0	
2190	28.0	1.0	1.0	0.0	0.0	0.0	
2191	28.0	1.0	1.0	0.0	0.0	0.0	
2192	30.0	1.0	0.0	0.0	0.0	0.0	
2193	28.0	1.0	1.0	0.0	0.0	0.0	
2194	28.0	1.0	1.0	0.0	0.0	0.0	
2195	28.0	1.0	1.0	0.0	0.0	0.0	
2196	28.0	1.0	1.0	0.0	0.0	0.0	
2197	28.0	1.0	1.0	0.0	0.0	0.0	
2198	26.0	0.0	1.0	1.0	0.0	0.0	
2199	28.0	1.0	1.0	0.0	0.0	0.0	
2200	28.0	1.0	1.0	0.0	0.0	0.0	
2201	28.0	1.0	1.0	0.0	0.0	0.0	
2202	28.0	1.0	1.0	0.0	0.0	0.0	
2203	28.0	1.0	1.0	0.0	0.0	0.0	
2204	28.0	1.0	1.0	0.0	0.0	0.0	
2205	28.0	1.0	1.0	0.0	0.0	0.0	
2206	30.0	1.0	0.0	0.0	0.0	0.0	
2207	28.0	1.0	1.0	0.0	0.0	0.0	
2208	28.0	1.0	1.0	0.0	0.0	0.0	
2209	28.0	1.0	1.0	0.0	0.0	0.0	
2210	28.0	1.0	1.0	0.0	0.0	0.0	
2211	28.0	1.0	1.0	0.0	0.0	0.0	
2212	28.0	1.0	1.0	0.0	0.0	0.0	
2213	28.0	1.0	1.0	0.0	0.0	0.0	
2214	28.0	1.0	1.0	0.0	0.0	0.0	
2215	28.0	1.0	1.0	0.0	0.0	0.0	
2216	28.0	1.0	1.0	0.0	0.0	0.0	
2217	28.0	1.0	1.0	0.0	0.0	0.0	
2218	28.0	1.0	1.0	0.0	0.0	0.0	
2219	28.0	1.0	1.0	0.0	0.0	0.0	
2220	28.0	1.0	1.0	0.0	0.0	0.0	
2221	28.0	1.0	1.0	0.0	0.0	0.0	
2222	28.0	1.0	1.0	0.0	0.0	0.0	
2223	28.0	1.0	1.0	0.0	0.0	0.0	
2224	28.0	1.0	1.0	0.0	0.0	0.0	
2225	28.0	1.0	1.0	0.0	0.0	0.0	
2226	28.0	1.0	1.0	0.0	0.0	0.0	
2227	26.0	0.0	1.0	0.0	0.0	1.0	
2228	28.0	1.0	1.0	0.0	0.0	0.0	
2229	28.0	1.0	1.0	0.0	0.0	0.0	
2230	28.0	1.0	1.0	0.0	0.0	0.0	
2231	28.0	1.0	1.0	0.0	0.0	0.0	
2232	28.0	1.0	1.0	0.0	0.0	0.0	
2233	28.0	1.0	1.0	0.0	0.0	0.0	
2234	28.0	1.0	1.0	0.0	0.0	0.0	
2235	28.0	1.0	1.0	0.0	0.0	0.0	
2236	28.0	1.0	1.0	0.0	0.0	0.0	
2237	28.0	1.0	1.0	0.0	0.0	0.0	
2238	28.0	1.0	1.0	0.0	0.0	0.0	
2239	28.0	1.0	1.0	0.0	0.0	0.0	
2240	26.0	0.0	1.0	0.0	0.0	1.0	
2241	28.0	1.0	1.0	0.0	0.0	0.0	
2242	28.0	1.0	1.0	0.0	0.0	0.0	
2243	28.0	1.0	1.0	0.0	0.0	0.0	
2244	28.0	1.0	1.0	0.0	0.0	0.0	
2245	28.0	1.0	1.0	0.0	0.0	0.0	
2246	26.0	0.0	1.0	1.0	0.0	0.0	
2247	26.0	0.0	1.0	0.0	0.0	1.0	
2248	28.0	1.0	0.0	0.0	1.0	0.0	
2249	28.0	1.0	1.0	0.0	0.0	0.0	
2250	28.0	1.0	1.0	0.0	0.0	0.0	
2251	28.0	1.0	1.0	0.0	0.0	0.0	
2252	28.0	1.0	1.0	0.0	0.0	0.0	
2253	28.0	1.0	1.0	0.0	0.0	0.0	
2254	26.0	0.0	1.0	1.0	0.0	0.0	
2255	26.0	0.0	1.0	1.0	0.0	0.0	
2256	28.0	1.0	1.0	0.0	0.0	0.0	
2257	28.0	1.0	1.0	0.0	0.0	0.0	
2258	28.0	1.0	1.0	0.0	0.0	0.0	
2259	28.0	1.0	1.0	0.0	0.0	0.0	
2260	28.0	1.0	1.0	0.0	0.0	0.0	
2261	28.0	1.0	1.0	0.0	0.0	0.0	
2262	28.0	1.0	1.0	0.0	0.0	0.0	
2263	26.0	0.0	1.0	0.0	0.0	1.0	
2264	26.0	0.0	1.0	1.0	0.0	0.0	
2265	28.0	1.0	1.0	0.0	0.0	0.0	
2266	28.0	1.0	1.0	0.0	0.0	0.0	
2267	28.0	1.0	1.0	0.0	0.0	0.0	
2268	28.0	1.0	1.0	0.0	0.0	0.0	
2269	28.0	1.0	1.0	0.0	0.0	0.0	
2270	28.0	1.0	1.0	0.0	0.0	0.0	
2271	28.0	1.0	1.0	0.0	0.0	0.0	
2272	28.0	1.0	1.0	0.0	0.0	0.0	
2273	28.0	1.0	1.0	0.0	0.0	0.0	
2274	28.0	1.0	1.0	0.0	0.0	0.0	
2275	28.0	1.0	1.0	0.0	0.0	0.0	
2276	28.0	1.0	1.0	0.0	0.0	0.0	
2277	26.0	0.0	1.0	1.0	0.0	0.0	
2278	28.0	1.0	1.0	0.0	0.0	0.0	
2279	28.0	1.0	1.0	0.0	0.0	0.0	
2280	28.0	1.0	1.0	0.0	0.0	0.0	
2281	28.0	1.0	1.0	0.0	0.0	0.0	
2282	28.0	1.0	1.0	0.0	0.0	0.0	
2283	28.0	1.0	1.0	0.0	0.0	0.0	
2284	28.0	1.0	1.0	0.0	0.0	0.0	
2285	28.0	1.0	1.0	0.0	0.0	0.0	
2286	28.0	1.0	1.0	0.0	0.0	0.0	
2287	28.0	1.0	1.0	0.0	0.0	0.0	
2288	28.0	1.0	1.0	0.0	0.0	0.0	
2289	28.0	1.0	1.0	0.0	0.0	0.0	
2290	28.0	1.0	1.0	0.0	0.0	0.0	
2291	28.0	1.0	1.0	0.0	0.0	0.0	
2292	28.0	1.0	1.0	0.0	0.0	0.0	
2293	28.0	1.0	1.0	0.0	0.0	0.0	
2294	28.0	1.0	1.0	0.0	0.0	0.0	
2295	28.0	1.0	1.0	0.0	0.0	0.0	
2296	28.0	1.0	1.0	0.0	0.0	0.0	
2297	28.0	1.0	1.0	0.0	0.0	0.0	
2298	28.0	1.0	1.0	0.0	0.0	0.0	
2299	28.0	1.0	1.0	0.0	0.0	0.0	
2300	28.0	1.0	0.0	0.0	1.0	0.0	
2301	30.0	1.0	0.0	0.0	0.0	0.0	
2302	28.0	1.0	1.0	0.0	0.0	0.0	
2303	28.0	1.0	1.0	0.0	0.0	0.0	
2304	28.0	1.0	1.0	0.0	0.0	0.0	
2305	28.0	1.0	1.0	0.0	0.0	0.0	
2306	28.0	1.0	1.0	0.0	0.0	0.0	
2307	28.0	1.0	1.0	0.0	0.0	0.0	
2308	28.0	1.0	1.0	0.0	0.0	0.0	
2309	28.0	1.0	1.0	0.0	0.0	0.0	
2310	28.0	1.0	1.0	0.0	0.0	0.0	
2311	28.0	1.0	1.0	0.0	0.0	0.0	
2312	28.0	1.0	1.0	0.0	0.0	0.0	
2313	28.0	1.0	1.0	0.0	0.0	0.0	
2314	26.0	0.0	1.0	0.0	0.0	1.0	
2315	28.0	1.0	1.0	0.0	0.0	0.0	
2316	28.0	1.0	1.0	0.0	0.0	0.0	
2317	28.0	1.0	1.0	0.0	0.0	0.0	
2318	28.0	1.0	1.0	0.0	0.0	0.0	
2319	28.0	1.0	1.0	0.0	0.0	0.0	
2320	28.0	1.0	1.0	0.0	0.0	0.0	
2321	28.0	1.0	1.0	0.0	0.0	0.0	
2322	28.0	1.0	1.0	0.0	0.0	0.0	
2323	26.0	0.0	1.0	0.0	0.0	1.0	
2324	28.0	1.0	1.0	0.0	0.0	0.0	
2325	28.0	1.0	1.0	0.0	0.0	0.0	
2326	28.0	1.0	1.0	0.0	0.0	0.0	
2327	28.0	1.0	1.0	0.0	0.0	0.0	
2328	28.0	1.0	1.0	0.0	0.0	0.0	
2329	28.0	1.0	1.0	0.0	0.0	0.0	
2330	28.0	1.0	1.0	0.0	0.0	0.0	
2331	28.0	1.0	1.0	0.0	0.0	0.0	
2332	28.0	1.0	1.0	0.0	0.0	0.0	
2333	28.0	1.0	1.0	0.0	0.0	0.0	
2334	28.0	1.0	1.0	0.0	0.0	0.0	
2335	28.0	1.0	1.0	0.0	0.0	0.0	
2336	28.0	1.0	1.0	0.0	0.0	0.0	
2337	28.0	1.0	1.0	0.0	0.0	0.0	
2338	28.0	1.0	1.0	0.0	0.0	0.0	
2339	28.0	1.0	1.0	0.0	0.0	0.0	
2340	28.0	1.0	1.0	0.0	0.0	0.0	
2341	28.0	1.0	1.0	0.0	0.0	0.0	
2342	28.0	1.0	1.0	0.0	0.0	0.0	
2343	28.0	1.0	1.0	0.0	0.0	0.0	
2344	28.0	1.0	1.0	0.0	0.0	0.0	
2345	28.0	1.0	1.0	0.0	0.0	0.0	
2346	28.0	1.0	1.0	0.0	0.0	0.0	
2347	28.0	1.0	1.0	0.0	0.0	0.0	
2348	28.0	1.0	1.0	0.0	0.0	0.0	
2349	28.0	1.0	1.0	0.0	0.0	0.0	
2350	28.0	1.0	1.0	0.0	0.0	0.0	
2351	28.0	1.0	1.0	0.0	0.0	0.0	
2352	26.0	0.0	1.0	1.0	0.0	0.0	
2353	28.0	1.0	1.0	0.0	0.0	0.0	
2354	28.0	1.0	1.0	0.0	0.0	0.0	
2355	28.0	1.0	1.0	0.0	0.0	0.0	
2356	28.0	1.0	1.0	0.0	0.0	0.0	
2357	28.0	1.0	1.0	0.0	0.0	0.0	
2358	28.0	1.0	1.0	0.0	0.0	0.0	
2359	26.0	0.0	1.0	1.0	0.0	0.0	
2360	28.0	1.0	1.0	0.0	0.0	0.0	
2361	28.0	1.0	1.0	0.0	0.0	0.0	
2362	28.0	1.0	1.0	0.0	0.0	0.0	
2363	28.0	1.0	1.0	0.0	0.0	0.0	
2364	28.0	1.0	1.0	0.0	0.0	0.0	
2365	28.0	1.0	1.0	0.0	0.0	0.0	
2366	28.0	1.0	1.0	0.0	0.0	0.0	
2367	28.0	1.0	1.0	0.0	0.0	0.0	
2368	26.0	0.0	1.0	1.0	0.0	0.0	
2369	28.0	1.0	1.0	0.0	0.0	0.0	
2370	28.0	1.0	1.0	0.0	0.0	0.0	
2371	28.0	1.0	1.0	0.0	0.0	0.0	
2372	28.0	1.0	1.0	0.0	0.0	0.0	
2373	28.0	1.0	1.0	0.0	0.0	0.0	
2374	28.0	1.0	1.0	0.0	0.0	0.0	
2375	28.0	1.0	1.0	0.0	0.0	0.0	
2376	28.0	1.0	1.0	0.0	0.0	0.0	
2377	28.0	1.0	1.0	0.0	0.0	0.0	
2378	28.0	1.0	1.0	0.0	0.0	0.0	
2379	28.0	1.0	1.0	0.0	0.0	0.0	
2380	28.0	1.0	1.0	0.0	0.0	0.0	
2381	28.0	1.0	1.0	0.0	0.0	0.0	
2382	28.0	1.0	1.0	0.0	0.0	0.0	
2383	26.0	0.0	1.0	0.0	0.0	1.0	
2384	28.0	1.0	1.0	0.0	0.0	0.0	
2385	28.0	1.0	1.0	0.0	0.0	0.0	
2386	28.0	1.0	1.0	0.0	0.0	0.0	
2387	26.0	0.0	1.0	1.0	0.0	0.0	
2388	28.0	1.0	1.0	0.0	0.0	0.0	
2389	28.0	1.0	1.0	0.0	0.0	0.0	
2390	28.0	1.0	1.0	0.0	0.0	0.0	
2391	28.0	1.0	1.0	0.0	0.0	0.0	
2392	28.0	1.0	1.0	0.0	0.0	0.0	
2393	28.0	1.0	1.0	0.0	0.0	0.0	
2394	28.0	1.0	1.0	0.0	0.0	0.0	
2395	28.0	1.0	1.0	0.0	0.0	0.0	
2396	28.0	1.0	1.0	0.0	0.0	0.0	
2397	28.0	1.0	1.0	0.0	0.0	0.0	
2398	28.0	1.0	1.0	0.0	0.0	0.0	
2399	26.0	0.0	1.0	1.0	0.0	0.0	
2400	28.0	1.0	1.0	0.0	0.0	0.0	
2401	28.0	1.0	1.0	0.0	0.0	0.0	
2402	28.0	1.0	1.0	0.0	0.0	0.0	
2403	26.0	0.0	1.0	0.0	0.0	1.0	
2404	28.0	1.0	1.0	0.0	0.0	0.0	
2405	28.0	1.0	1.0	0.0	0.0	0.0	
2406	28.0	1.0	1.0	0.0	0.0	0.0	
2407	28.0	1.0	1.0	0.0	0.0	0.0	
2408	28.0	1.0	1.0	0.0	0.0	0.0	
2409	28.0	1.0	1.0	0.0	0.0	0.0	
2410	28.0	1.0	1.0	0.0	0.0	0.0	
2411	28.0	1.0	1.0	0.0	0.0	0.0	
2412	28.0	1.0	1.0	0.0	0.0	0.0	
2413	28.0	1.0	1.0	0.0	0.0	0.0	
2414	28.0	1.0	1.0	0.0	0.0	0.0	
2415	28.0	1.0	1.0	0.0	0.0	0.0	
2416	28.0	1.0	1.0	0.0	0.0	0.0	
2417	28.0	1.0	1.0	0.0	0.0	0.0	
2418	28.0	1.0	1.0	0.0	0.0	0.0	
2419	28.0	1.0	1.0	0.0	0.0	0.0	
2420	28.0	1.0	1.0	0.0	0.0	0.0	
2421	28.0	1.0	1.0	0.0	0.0	0.0	
2422	28.0	1.0	1.0	0.0	0.0	0.0	
2423	28.0	1.0	1.0	0.0	0.0	0.0	
2424	28.0	1.0	1.0	0.0	0.0	0.0	
2425	28.0	1.0	1.0	0.0	0.0	0.0	
2426	28.0	1.0	1.0	0.0	0.0	0.0	
2427	28.0	1.0	1.0	0.0	0.0	0.0	
2428	28.0	1.0	1.0	0.0	0.0	0.0	
2429	28.0	1.0	1.0	0.0	0.0	0.0	
2430	28.0	1.0	1.0	0.0	0.0	0.0	
2431	26.0	0.0	1.0	0.0	0.0	1.0	
2432	26.0	0.0	1.0	0.0	0.0	1.0	
2433	26.0	0.0	1.0	0.0	0.0	1.0	
2434	28.0	1.0	1.0	0.0	0.0	0.0	
2435	28.0	1.0	1.0	0.0	0.0	0.0	
2436	28.0	1.0	1.0	0.0	0.0	0.0	
2437	28.0	1.0	1.0	0.0	0.0	0.0	
2438	28.0	1.0	1.0	0.0	0.0	0.0	
2439	28.0	1.0	1.0	0.0	0.0	0.0	
2440	26.0	0.0	1.0	1.0	0.0	0.0	
2441	26.0	0.0	1.0	0.0	0.0	1.0	
2442	28.0	1.0	1.0	0.0	0.0	0.0	
2443	28.0	1.0	1.0	0.0	0.0	0.0	
2444	28.0	1.0	1.0	0.0	0.0	0.0	
2445	28.0	1.0	1.0	0.0	0.0	0.0	
2446	28.0	1.0	1.0	0.0	0.0	0.0	
2447	28.0	1.0	1.0	0.0	0.0	0.0	
2448	28.0	1.0	1.0	0.0	0.0	0.0	
2449	28.0	1.0	1.0	0.0	0.0	0.0	
2450	28.0	1.0	1.0	0.0	0.0	0.0	
2451	28.0	1.0	1.0	0.0	0.0	0.0	
2452	28.0	1.0	1.0	0.0	0.0	0.0	
2453	28.0	1.0	1.0	0.0	0.0	0.0	
2454	28.0	1.0	1.0	0.0	0.0	0.0	
2455	28.0	1.0	1.0	0.0	0.0	0.0	
2456	28.0	1.0	1.0	0.0	0.0	0.0	
2457	26.0	0.0	1.0	0.0	0.0	1.0	
2458	28.0	1.0	1.0	0.0	0.0	0.0	
2459	28.0	1.0	1.0	0.0	0.0	0.0	
2460	28.0	1.0	1.0	0.0	0.0	0.0	
2461	28.0	1.0	1.0	0.0	0.0	0.0	
2462	28.0	1.0	1.0	0.0	0.0	0.0	
2463	28.0	1.0	1.0	0.0	0.0	0.0	
2464	28.0	1.0	1.0	0.0	0.0	0.0	
2465	28.0	1.0	1.0	0.0	0.0	0.0	
2466	28.0	1.0	1.0	0.0	0.0	0.0	
2467	28.0	1.0	1.0	0.0	0.0	0.0	
2468	28.0	1.0	1.0	0.0	0.0	0.0	
2469	28.0	1.0	1.0	0.0	0.0	0.0	
2470	28.0	1.0	1.0	0.0	0.0	0.0	
2471	28.0	1.0	1.0	0.0	0.0	0.0	
2472	28.0	1.0	1.0	0.0	0.0	0.0	
2473	28.0	1.0	1.0	0.0	0.0	0.0	
2474	28.0	1.0	1.0	0.0	0.0	0.0	
2475	28.0	1.0	1.0	0.0	0.0	0.0	
2476	28.0	1.0	1.0	0.0	0.0	0.0	
2477	28.0	1.0	1.0	0.0	0.0	0.0	
2478	28.0	1.0	1.0	0.0	0.0	0.0	
2479	28.0	1.0	1.0	0.0	0.0	0.0	
2480	28.0	1.0	1.0	0.0	0.0	0.0	
2481	28.0	1.0	1.0	0.0	0.0	0.0	
2482	28.0	1.0	1.0	0.0	0.0	0.0	
2483	28.0	1.0	1.0	0.0	0.0	0.0	
2484	28.0	1.0	1.0	0.0	0.0	0.0	
2485	28.0	1.0	1.0	0.0	0.0	0.0	
2486	28.0	1.0	1.0	0.0	0.0	0.0	
2487	28.0	1.0	1.0	0.0	0.0	0.0	
2488	28.0	1.0	1.0	0.0	0.0	0.0	
2489	28.0	1.0	1.0	0.0	0.0	0.0	
2490	28.0	1.0	1.0	0.0	0.0	0.0	
2491	28.0	1.0	1.0	0.0	0.0	0.0	
2492	28.0	1.0	1.0	0.0	0.0	0.0	
2493	28.0	1.0	1.0	0.0	0.0	0.0	
