Sample	cat16-78.trees	cat16-78.sequence11_sequence16_sequence09_sequence15	cat16-78.sequence01_sequence05_sequence04_sequence07_sequence11_sequence12_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence06_sequence15	cat16-78.sequence01_sequence05_sequence04_sequence11_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence15	cat16-78.sequence01_sequence05_sequence04_sequence07_sequence11_sequence12_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-78.sequence01_sequence05_sequence04_sequence11_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence08_sequence15	cat16-78.sequence07_sequence12_sequence06_sequence08	cat16-78.sequence14_sequence08	cat16-78.sequence14_sequence07_sequence12_sequence06_sequence08	cat16-78.sequence01_sequence05_sequence04_sequence14_sequence11_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence08_sequence15	cat16-78.sequence11_sequence16_sequence15	
2984	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2985	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2986	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2987	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2988	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2989	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2990	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2991	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2992	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2993	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2994	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2995	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2996	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2997	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2998	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2999	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3000	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3001	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3002	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3003	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3004	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3005	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3006	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3007	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3008	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3009	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3010	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3011	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3012	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3013	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3014	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3015	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3016	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3017	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3018	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3019	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3020	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3021	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3022	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3023	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3024	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3025	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3026	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3027	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3028	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3029	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3030	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3031	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3032	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3033	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3034	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3035	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
3036	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3037	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3038	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3039	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3040	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3041	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3042	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3043	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3044	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3045	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3046	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3047	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3048	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3049	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3050	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3051	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3052	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3053	26.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
3054	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3055	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3056	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3057	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3058	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3059	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3060	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3061	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3062	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3063	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3064	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3065	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3066	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3067	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3068	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3069	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3070	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3071	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3072	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3073	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3074	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3075	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3076	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3077	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3078	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3079	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3080	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3081	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3082	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3083	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3084	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3085	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3086	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3087	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3088	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3089	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3090	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3091	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3092	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3093	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3094	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3095	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3096	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3097	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3098	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3099	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3100	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3101	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3102	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3103	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3104	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3105	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3106	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3107	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3108	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3109	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3110	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3111	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3112	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3113	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3114	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3115	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3116	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3117	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3118	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3119	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3120	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3121	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3122	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3123	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3124	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3125	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3126	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3127	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3128	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3129	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3130	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3131	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3132	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3133	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3134	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3135	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3136	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3137	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3138	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3139	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3140	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3141	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3142	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3143	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3144	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3145	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3146	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3147	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3148	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3149	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3150	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3151	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3152	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3153	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3154	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3155	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3156	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3157	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3158	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3159	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3160	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3161	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3162	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3163	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3164	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3165	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3166	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3167	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3168	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3169	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3170	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3171	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3172	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3173	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3174	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3175	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3176	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3177	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3178	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3179	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3180	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3181	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3182	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3183	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3184	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3185	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3186	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3187	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3188	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3189	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3190	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3191	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3192	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3193	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3194	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3195	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3196	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3197	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3198	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3199	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3200	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3201	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3202	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3203	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3204	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3205	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3206	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3207	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3208	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3209	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3210	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3211	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3212	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3213	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3214	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3215	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3216	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3217	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3218	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3219	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3220	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3221	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3222	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3223	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3224	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3225	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3226	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3227	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3228	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3229	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3230	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3231	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3232	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3233	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3234	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3235	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3236	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3237	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3238	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3239	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3240	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3241	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3242	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
3243	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3244	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3245	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3246	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3247	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3248	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3249	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3250	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3251	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3252	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3253	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3254	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3255	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3256	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3257	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3258	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3259	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3260	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3261	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3262	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3263	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
3264	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
