Sample	cat16-78.trees	cat16-78.sequence11_sequence16_sequence09_sequence15	cat16-78.sequence01_sequence05_sequence04_sequence07_sequence11_sequence12_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence06_sequence15	cat16-78.sequence01_sequence05_sequence04_sequence11_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence15	cat16-78.sequence01_sequence05_sequence04_sequence07_sequence11_sequence12_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-78.sequence01_sequence05_sequence04_sequence11_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence08_sequence15	cat16-78.sequence07_sequence12_sequence06_sequence08	cat16-78.sequence14_sequence08	cat16-78.sequence14_sequence07_sequence12_sequence06_sequence08	cat16-78.sequence01_sequence05_sequence04_sequence14_sequence11_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence08_sequence15	cat16-78.sequence11_sequence16_sequence15	
1808	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1809	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1810	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1811	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1812	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1813	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1814	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1815	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1816	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1817	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1818	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
1819	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
1820	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1821	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1822	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1823	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1824	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1825	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1826	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1827	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1828	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1829	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1830	28.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	
1831	28.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	
1832	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1833	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
1834	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1835	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
1836	28.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1837	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1838	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1839	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1840	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1841	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1842	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1843	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1844	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
1845	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1846	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1847	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1848	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
1849	28.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	
1850	28.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	
1851	28.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1852	26.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	
1853	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
1854	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1855	28.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1856	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1857	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1858	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
1859	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1860	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1861	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1862	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1863	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1864	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1865	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1866	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1867	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1868	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1869	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1870	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1871	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1872	28.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1873	28.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	
1874	28.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1875	26.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	
1876	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
1877	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1878	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1879	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1880	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1881	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1882	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1883	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
1884	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1885	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1886	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1887	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1888	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1889	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1890	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1891	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1892	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1893	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1894	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1895	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1896	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1897	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1898	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1899	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
1900	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1901	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1902	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1903	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1904	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1905	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1906	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1907	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1908	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1909	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1910	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1911	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1912	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1913	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1914	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1915	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1916	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1917	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1918	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1919	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
1920	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1921	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1922	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1923	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1924	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1925	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1926	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1927	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1928	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1929	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1930	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
1931	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1932	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1933	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1934	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1935	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1936	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
1937	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1938	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1939	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1940	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1941	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1942	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1943	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1944	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1945	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1946	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1947	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1948	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1949	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1950	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
1951	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1952	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1953	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1954	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1955	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1956	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1957	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1958	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1959	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1960	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1961	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1962	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1963	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1964	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1965	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1966	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1967	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1968	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1969	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1970	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1971	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1972	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1973	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1974	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1975	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1976	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1977	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1978	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1979	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1980	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1981	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
1982	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1983	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1984	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1985	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
1986	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1987	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1988	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1989	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1990	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1991	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1992	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1993	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1994	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1995	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1996	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1997	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1998	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1999	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2000	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2001	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2002	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2003	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2004	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2005	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2006	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2007	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2008	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2009	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2010	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2011	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2012	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2013	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2014	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2015	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2016	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2017	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2018	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2019	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2020	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2021	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2022	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2023	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2024	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2025	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2026	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2027	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2028	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2029	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2030	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2031	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2032	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2033	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2034	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2035	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2036	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2037	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2038	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2039	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2040	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2041	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2042	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2043	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2044	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2045	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2046	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2047	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2048	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2049	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2050	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2051	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2052	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2053	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2054	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2055	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2056	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2057	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2058	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2059	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2060	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2061	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2062	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2063	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2064	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2065	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2066	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2067	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2068	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2069	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2070	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2071	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2072	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2073	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2074	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2075	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2076	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2077	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2078	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2079	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2080	26.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
2081	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2082	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2083	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2084	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2085	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2086	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2087	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2088	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
