Sample	cat16-1.trees	cat16-1.sequence01_sequence16_sequence15	cat16-1.sequence13_sequence08	cat16-1.sequence11_sequence12_sequence13_sequence06	cat16-1.sequence11_sequence12_sequence06_sequence08	cat16-1.sequence04_sequence07_sequence09	cat16-1.sequence01_sequence05_sequence14_sequence11_sequence12_sequence13_sequence16_sequence02_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-1.sequence01_sequence03_sequence15	cat16-1.sequence16_sequence03	cat16-1.sequence01_sequence05_sequence04_sequence14_sequence07_sequence11_sequence12_sequence13_sequence16_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-1.sequence04_sequence07_sequence02_sequence09	
2093	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2094	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2095	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2096	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2097	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2098	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2099	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2100	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2101	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2102	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2103	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2104	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2105	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2106	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2107	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2108	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2109	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2110	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2111	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2112	26.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
2113	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2114	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2115	26.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2116	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2117	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2118	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2119	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2120	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2121	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2122	26.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	
2123	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2124	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2125	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2126	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2127	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2128	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2129	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2130	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2131	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2132	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2133	26.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
2134	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2135	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2136	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2137	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2138	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2139	26.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
2140	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2141	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2142	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2143	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2144	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2145	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2146	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2147	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2148	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2149	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2150	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2151	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2152	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2153	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2154	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2155	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2156	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2157	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2158	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2159	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2160	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2161	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2162	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2163	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2164	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2165	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2166	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2167	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2168	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2169	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2170	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2171	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2172	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2173	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2174	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2175	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2176	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2177	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2178	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2179	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2180	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2181	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2182	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2183	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2184	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2185	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2186	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2187	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
2188	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2189	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2190	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2191	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2192	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2193	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2194	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2195	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2196	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2197	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2198	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2199	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2200	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2201	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2202	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2203	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2204	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2205	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2206	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2207	28.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2208	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2209	28.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2210	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2211	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2212	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2213	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2214	24.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2215	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
2216	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2217	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2218	28.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
2219	26.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
2220	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2221	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2222	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2223	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2224	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2225	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2226	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2227	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2228	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2229	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2230	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2231	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2232	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2233	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2234	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2235	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2236	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2237	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2238	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2239	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2240	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2241	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2242	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2243	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2244	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2245	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2246	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2247	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2248	24.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	
2249	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2250	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2251	26.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
2252	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2253	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2254	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2255	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2256	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2257	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2258	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2259	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2260	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2261	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2262	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2263	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2264	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2265	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2266	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2267	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2268	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2269	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2270	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2271	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2272	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
2273	26.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
2274	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2275	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2276	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2277	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2278	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2279	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
2280	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2281	28.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
2282	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2283	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2284	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2285	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2286	26.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
2287	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2288	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2289	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2290	26.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
2291	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2292	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2293	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2294	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2295	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2296	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2297	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2298	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2299	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2300	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2301	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2302	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2303	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2304	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2305	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2306	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2307	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2308	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2309	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2310	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2311	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2312	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2313	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2314	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2315	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2316	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2317	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2318	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2319	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2320	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2321	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2322	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2323	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2324	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2325	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2326	26.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
2327	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2328	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2329	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2330	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2331	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2332	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2333	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2334	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2335	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2336	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
2337	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2338	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2339	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2340	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2341	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2342	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2343	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2344	26.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	
2345	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2346	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2347	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2348	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2349	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2350	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2351	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2352	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2353	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2354	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2355	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2356	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2357	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2358	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2359	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2360	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2361	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2362	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2363	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2364	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2365	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2366	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2367	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2368	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2369	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2370	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2371	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2372	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2373	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2374	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2375	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2376	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
