Sample	cat16-27.trees	cat16-27.sequence04_sequence09_sequence10	cat16-27.sequence05_sequence04_sequence14_sequence02_sequence09_sequence10	cat16-27.sequence05_sequence04_sequence16_sequence02_sequence09_sequence10	cat16-27.sequence01_sequence07_sequence03_sequence08	cat16-27.sequence01_sequence07_sequence11_sequence12_sequence13_sequence03_sequence06_sequence08_sequence15	cat16-27.sequence14_sequence16	cat16-27.sequence01_sequence07_sequence12_sequence03_sequence06	
1148	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	
1149	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	
1150	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1151	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1152	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1153	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1154	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1155	26.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	
1156	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1157	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1158	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1159	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1160	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1161	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1162	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1163	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1164	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1165	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1166	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1167	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1168	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1169	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1170	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1171	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1172	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1173	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1174	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1175	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1176	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1177	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1178	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1179	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1180	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1181	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1182	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1183	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1184	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1185	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1186	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1187	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1188	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1189	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1190	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1191	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1192	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1193	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1194	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1195	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1196	26.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	
1197	28.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	
1198	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1199	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1200	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1201	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1202	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1203	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1204	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1205	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1206	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1207	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1208	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1209	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1210	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1211	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1212	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1213	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1214	26.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	
1215	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1216	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1217	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1218	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1219	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1220	26.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	
1221	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1222	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1223	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1224	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1225	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1226	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1227	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1228	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1229	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1230	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1231	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1232	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1233	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1234	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1235	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1236	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1237	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1238	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1239	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1240	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1241	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1242	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1243	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1244	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1245	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1246	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1247	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1248	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1249	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1250	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1251	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1252	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1253	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1254	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1255	26.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1256	26.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	
1257	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1258	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1259	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1260	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1261	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1262	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1263	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1264	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1265	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1266	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1267	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1268	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1269	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1270	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1271	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1272	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1273	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1274	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1275	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1276	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1277	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1278	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1279	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1280	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1281	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1282	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1283	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1284	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1285	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1286	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1287	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1288	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1289	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1290	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1291	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1292	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1293	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1294	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1295	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1296	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1297	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1298	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1299	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1300	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1301	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1302	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1303	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1304	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1305	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1306	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1307	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1308	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1309	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1310	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1311	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1312	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1313	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1314	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1315	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1316	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1317	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1318	26.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	
1319	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1320	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1321	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1322	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1323	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1324	26.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	
1325	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1326	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1327	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1328	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1329	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1330	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1331	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1332	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1333	26.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	
1334	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1335	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1336	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1337	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1338	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1339	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1340	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1341	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1342	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1343	26.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	
1344	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1345	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1346	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1347	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1348	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1349	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1350	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1351	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1352	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1353	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1354	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1355	26.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	
1356	26.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	
1357	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1358	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1359	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1360	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1361	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1362	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1363	26.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	
1364	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1365	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1366	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1367	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1368	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1369	26.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1370	26.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	
1371	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1372	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1373	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1374	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1375	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1376	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1377	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1378	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1379	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1380	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1381	26.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	
1382	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1383	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1384	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1385	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1386	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1387	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1388	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1389	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1390	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1391	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1392	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1393	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1394	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1395	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1396	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1397	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1398	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1399	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1400	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1401	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1402	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1403	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1404	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1405	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1406	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1407	28.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	
1408	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1409	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1410	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1411	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1412	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1413	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1414	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1415	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1416	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1417	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1418	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1419	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1420	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1421	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1422	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1423	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1424	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1425	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1426	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1427	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1428	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1429	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1430	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1431	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1432	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1433	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1434	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1435	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1436	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1437	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1438	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1439	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1440	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1441	28.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	
1442	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1443	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1444	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1445	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1446	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1447	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1448	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1449	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1450	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1451	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1452	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1453	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1454	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1455	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1456	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1457	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1458	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1459	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1460	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1461	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1462	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1463	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1464	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1465	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1466	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1467	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1468	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1469	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1470	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1471	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1472	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1473	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1474	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1475	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1476	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1477	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1478	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1479	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1480	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1481	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1482	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1483	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1484	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1485	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1486	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1487	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1488	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1489	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1490	26.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	
1491	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1492	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1493	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1494	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1495	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1496	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1497	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1498	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1499	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1500	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1501	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1502	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1503	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1504	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1505	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1506	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1507	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1508	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1509	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1510	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1511	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
1512	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1513	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1514	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1515	26.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	
1516	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1517	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1518	26.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	
1519	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1520	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1521	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1522	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1523	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1524	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1525	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1526	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1527	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1528	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
1529	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
