Sample	cat16-92.trees	cat16-92.sequence05_sequence04_sequence14_sequence11_sequence12_sequence16_sequence02_sequence03_sequence06	cat16-92.sequence04_sequence14_sequence02_sequence03_sequence10_sequence06	cat16-92.sequence05_sequence11_sequence12_sequence13_sequence16_sequence09_sequence08_sequence15	cat16-92.sequence01_sequence05_sequence04_sequence14_sequence07_sequence11_sequence12_sequence13_sequence16_sequence02_sequence09_sequence03_sequence06_sequence08_sequence15	cat16-92.sequence05_sequence04_sequence14_sequence11_sequence12_sequence13_sequence16_sequence02_sequence09_sequence03_sequence06_sequence08_sequence15	cat16-92.sequence05_sequence04_sequence14_sequence11_sequence12_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-92.sequence01_sequence07_sequence10	cat16-92.sequence04_sequence14_sequence13_sequence02_sequence09_sequence03_sequence06_sequence08_sequence15	
995	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
996	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
997	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
998	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
999	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1000	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1001	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1002	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1003	28.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	
1004	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1005	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1006	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1007	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1008	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1009	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1010	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1011	26.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
1012	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1013	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1014	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1015	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1016	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1017	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1018	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1019	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1020	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1021	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1022	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1023	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1024	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1025	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1026	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1027	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1028	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1029	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1030	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1031	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1032	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1033	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1034	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1035	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1036	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1037	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1038	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1039	26.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1040	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1041	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1042	26.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1043	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1044	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1045	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1046	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1047	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1048	26.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1049	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1050	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1051	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1052	28.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	
1053	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1054	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1055	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1056	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1057	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1058	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1059	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1060	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1061	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1062	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1063	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1064	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1065	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1066	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1067	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1068	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1069	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1070	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1071	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1072	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1073	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1074	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1075	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1076	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1077	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1078	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1079	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1080	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1081	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1082	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1083	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1084	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1085	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1086	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1087	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1088	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1089	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1090	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1091	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1092	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1093	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1094	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1095	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1096	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1097	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1098	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1099	26.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1100	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1101	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1102	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1103	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1104	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1105	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1106	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1107	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1108	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1109	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1110	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1111	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1112	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1113	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1114	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1115	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1116	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1117	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1118	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1119	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1120	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1121	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1122	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1123	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1124	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1125	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1126	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1127	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1128	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1129	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1130	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1131	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1132	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1133	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1134	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1135	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1136	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1137	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1138	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1139	26.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1140	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1141	26.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
1142	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1143	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1144	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1145	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1146	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1147	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1148	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1149	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1150	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1151	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1152	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1153	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1154	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1155	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1156	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1157	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1158	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1159	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1160	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1161	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1162	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1163	26.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1164	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1165	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1166	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1167	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1168	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1169	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1170	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1171	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1172	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1173	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1174	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1175	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1176	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1177	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1178	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1179	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1180	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1181	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1182	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1183	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1184	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1185	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1186	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1187	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1188	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1189	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1190	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1191	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1192	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1193	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1194	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1195	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1196	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1197	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1198	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1199	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1200	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1201	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1202	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1203	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1204	28.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	
1205	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1206	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1207	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1208	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1209	28.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	
1210	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1211	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1212	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1213	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1214	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1215	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1216	26.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1217	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1218	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1219	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1220	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1221	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1222	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1223	28.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1224	28.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1225	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1226	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1227	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1228	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1229	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1230	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1231	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1232	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1233	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1234	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1235	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1236	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1237	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1238	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1239	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1240	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1241	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1242	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1243	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1244	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1245	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1246	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1247	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1248	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1249	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1250	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1251	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1252	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1253	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1254	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1255	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1256	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1257	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1258	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1259	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1260	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1261	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1262	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1263	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1264	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1265	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1266	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1267	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1268	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1269	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1270	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1271	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1272	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1273	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1274	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1275	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1276	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1277	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1278	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1279	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1280	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1281	26.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1282	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1283	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1284	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1285	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1286	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1287	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1288	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1289	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1290	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1291	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1292	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1293	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1294	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1295	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1296	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1297	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1298	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1299	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1300	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1301	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1302	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1303	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1304	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1305	26.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	
1306	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1307	26.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1308	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1309	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1310	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1311	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1312	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1313	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1314	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1315	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1316	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1317	28.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1318	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1319	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1320	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1321	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1322	26.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1323	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1324	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1325	26.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1326	26.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1327	30.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1328	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1329	28.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	
1330	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1331	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1332	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
