Sample	cat16-10.trees	cat16-10.sequence01_sequence04_sequence13_sequence16_sequence15	cat16-10.sequence12_sequence09_sequence06	cat16-10.sequence01_sequence05_sequence04_sequence14_sequence07_sequence11_sequence13_sequence16_sequence02_sequence03_sequence08_sequence15	cat16-10.sequence05_sequence14_sequence12_sequence02_sequence09_sequence03_sequence10_sequence06_sequence08	cat16-10.sequence01_sequence04_sequence07_sequence11_sequence12_sequence13_sequence16_sequence09_sequence10_sequence06_sequence15	
946	30.0	1.0	1.0	0.0	0.0	1.0	
947	28.0	1.0	1.0	0.0	1.0	0.0	
948	28.0	1.0	1.0	0.0	1.0	0.0	
949	28.0	1.0	1.0	0.0	1.0	0.0	
950	30.0	1.0	1.0	0.0	0.0	1.0	
951	28.0	1.0	1.0	0.0	1.0	0.0	
952	28.0	1.0	1.0	0.0	1.0	0.0	
953	28.0	1.0	1.0	0.0	1.0	0.0	
954	28.0	1.0	1.0	0.0	1.0	0.0	
955	30.0	1.0	1.0	0.0	0.0	1.0	
956	28.0	1.0	1.0	0.0	1.0	0.0	
957	30.0	1.0	1.0	0.0	0.0	1.0	
958	30.0	1.0	1.0	0.0	0.0	1.0	
959	30.0	1.0	1.0	0.0	0.0	1.0	
960	28.0	1.0	1.0	0.0	1.0	0.0	
961	30.0	1.0	1.0	0.0	0.0	1.0	
962	30.0	1.0	1.0	0.0	0.0	1.0	
963	28.0	1.0	1.0	1.0	0.0	0.0	
964	30.0	1.0	1.0	0.0	0.0	1.0	
965	28.0	1.0	1.0	0.0	1.0	0.0	
966	28.0	1.0	1.0	1.0	0.0	0.0	
967	28.0	1.0	1.0	0.0	1.0	0.0	
968	30.0	1.0	1.0	0.0	0.0	1.0	
969	28.0	1.0	1.0	1.0	0.0	0.0	
970	30.0	1.0	1.0	0.0	0.0	1.0	
971	30.0	1.0	1.0	0.0	0.0	1.0	
972	30.0	1.0	1.0	0.0	0.0	1.0	
973	30.0	1.0	1.0	0.0	0.0	1.0	
974	30.0	1.0	1.0	0.0	0.0	1.0	
975	28.0	1.0	0.0	0.0	0.0	1.0	
976	30.0	1.0	1.0	0.0	0.0	1.0	
977	28.0	1.0	1.0	1.0	0.0	0.0	
978	30.0	1.0	1.0	0.0	0.0	1.0	
979	30.0	1.0	1.0	0.0	0.0	1.0	
980	28.0	1.0	1.0	0.0	1.0	0.0	
981	30.0	1.0	1.0	0.0	0.0	1.0	
982	30.0	1.0	1.0	0.0	0.0	1.0	
983	28.0	1.0	1.0	0.0	1.0	0.0	
984	30.0	1.0	1.0	0.0	0.0	1.0	
985	30.0	1.0	1.0	0.0	0.0	1.0	
986	30.0	1.0	1.0	0.0	0.0	1.0	
987	30.0	1.0	1.0	0.0	0.0	1.0	
988	28.0	1.0	1.0	1.0	0.0	0.0	
989	30.0	1.0	1.0	0.0	0.0	1.0	
990	28.0	1.0	1.0	1.0	0.0	0.0	
991	30.0	1.0	1.0	0.0	0.0	1.0	
992	30.0	1.0	1.0	0.0	0.0	1.0	
993	28.0	1.0	1.0	1.0	0.0	0.0	
994	28.0	1.0	1.0	0.0	1.0	0.0	
995	30.0	1.0	1.0	0.0	0.0	1.0	
996	30.0	1.0	1.0	0.0	0.0	1.0	
997	30.0	1.0	1.0	0.0	0.0	1.0	
998	30.0	1.0	1.0	0.0	0.0	1.0	
999	30.0	1.0	1.0	0.0	0.0	1.0	
1000	28.0	1.0	1.0	1.0	0.0	0.0	
1001	30.0	1.0	1.0	0.0	0.0	1.0	
1002	28.0	1.0	1.0	0.0	1.0	0.0	
1003	30.0	1.0	1.0	0.0	0.0	1.0	
1004	30.0	1.0	1.0	0.0	0.0	1.0	
1005	28.0	1.0	1.0	0.0	1.0	0.0	
1006	28.0	1.0	1.0	0.0	1.0	0.0	
1007	30.0	1.0	1.0	0.0	0.0	1.0	
1008	30.0	1.0	1.0	0.0	0.0	1.0	
1009	30.0	1.0	1.0	0.0	0.0	1.0	
1010	28.0	1.0	1.0	1.0	0.0	0.0	
1011	30.0	1.0	1.0	0.0	0.0	1.0	
1012	30.0	1.0	1.0	0.0	0.0	1.0	
1013	30.0	1.0	1.0	0.0	0.0	1.0	
1014	30.0	1.0	1.0	0.0	0.0	1.0	
1015	30.0	1.0	1.0	0.0	0.0	1.0	
1016	28.0	1.0	1.0	0.0	1.0	0.0	
1017	30.0	1.0	1.0	0.0	0.0	1.0	
1018	28.0	1.0	1.0	1.0	0.0	0.0	
1019	30.0	1.0	1.0	0.0	0.0	1.0	
1020	30.0	1.0	1.0	0.0	0.0	1.0	
1021	30.0	1.0	1.0	0.0	0.0	1.0	
1022	28.0	1.0	1.0	1.0	0.0	0.0	
1023	30.0	1.0	1.0	0.0	0.0	1.0	
1024	28.0	1.0	1.0	0.0	1.0	0.0	
1025	28.0	1.0	1.0	0.0	1.0	0.0	
1026	28.0	1.0	1.0	0.0	1.0	0.0	
1027	30.0	1.0	1.0	0.0	0.0	1.0	
1028	30.0	1.0	1.0	0.0	0.0	1.0	
1029	28.0	1.0	1.0	1.0	0.0	0.0	
1030	30.0	1.0	1.0	0.0	0.0	1.0	
1031	30.0	1.0	1.0	0.0	0.0	1.0	
1032	30.0	1.0	1.0	0.0	0.0	1.0	
1033	30.0	1.0	1.0	0.0	0.0	1.0	
1034	28.0	1.0	1.0	1.0	0.0	0.0	
1035	30.0	1.0	1.0	0.0	0.0	1.0	
1036	28.0	1.0	1.0	0.0	1.0	0.0	
1037	30.0	1.0	1.0	0.0	0.0	1.0	
1038	30.0	1.0	1.0	0.0	0.0	1.0	
1039	30.0	1.0	1.0	0.0	0.0	1.0	
1040	30.0	1.0	1.0	0.0	0.0	1.0	
1041	28.0	1.0	1.0	0.0	1.0	0.0	
1042	28.0	1.0	1.0	0.0	1.0	0.0	
1043	28.0	1.0	1.0	1.0	0.0	0.0	
1044	28.0	1.0	1.0	0.0	1.0	0.0	
1045	28.0	1.0	1.0	0.0	1.0	0.0	
1046	28.0	1.0	1.0	0.0	1.0	0.0	
1047	28.0	1.0	1.0	1.0	0.0	0.0	
1048	30.0	1.0	1.0	0.0	0.0	1.0	
1049	28.0	1.0	1.0	0.0	1.0	0.0	
1050	28.0	1.0	1.0	0.0	1.0	0.0	
1051	30.0	1.0	1.0	0.0	0.0	1.0	
1052	30.0	1.0	1.0	0.0	0.0	1.0	
1053	28.0	1.0	1.0	0.0	1.0	0.0	
1054	28.0	1.0	1.0	0.0	1.0	0.0	
1055	30.0	1.0	1.0	0.0	0.0	1.0	
1056	28.0	1.0	1.0	1.0	0.0	0.0	
1057	28.0	1.0	1.0	0.0	1.0	0.0	
1058	30.0	1.0	1.0	0.0	0.0	1.0	
1059	28.0	1.0	1.0	1.0	0.0	0.0	
1060	28.0	1.0	1.0	1.0	0.0	0.0	
1061	28.0	1.0	1.0	1.0	0.0	0.0	
1062	28.0	1.0	1.0	0.0	1.0	0.0	
1063	28.0	1.0	1.0	0.0	1.0	0.0	
1064	28.0	1.0	1.0	0.0	1.0	0.0	
1065	28.0	1.0	1.0	0.0	1.0	0.0	
1066	28.0	1.0	1.0	0.0	1.0	0.0	
1067	30.0	1.0	1.0	0.0	0.0	1.0	
1068	30.0	1.0	1.0	0.0	0.0	1.0	
1069	30.0	1.0	1.0	0.0	0.0	1.0	
1070	30.0	1.0	1.0	0.0	0.0	1.0	
1071	30.0	1.0	1.0	0.0	0.0	1.0	
1072	30.0	1.0	1.0	0.0	0.0	1.0	
1073	30.0	1.0	1.0	0.0	0.0	1.0	
1074	28.0	1.0	1.0	1.0	0.0	0.0	
1075	28.0	1.0	1.0	0.0	1.0	0.0	
1076	28.0	1.0	1.0	0.0	1.0	0.0	
1077	30.0	1.0	1.0	0.0	0.0	1.0	
1078	28.0	1.0	1.0	0.0	1.0	0.0	
1079	30.0	1.0	1.0	0.0	0.0	1.0	
1080	30.0	1.0	1.0	0.0	0.0	1.0	
1081	30.0	1.0	1.0	0.0	0.0	1.0	
1082	28.0	1.0	1.0	1.0	0.0	0.0	
1083	30.0	1.0	1.0	0.0	0.0	1.0	
1084	30.0	1.0	1.0	0.0	0.0	1.0	
1085	28.0	1.0	1.0	0.0	1.0	0.0	
1086	28.0	1.0	1.0	0.0	1.0	0.0	
1087	28.0	1.0	1.0	0.0	1.0	0.0	
1088	30.0	1.0	1.0	0.0	0.0	1.0	
1089	28.0	1.0	1.0	0.0	1.0	0.0	
1090	30.0	1.0	1.0	0.0	0.0	1.0	
1091	30.0	1.0	1.0	0.0	0.0	1.0	
1092	30.0	1.0	1.0	0.0	0.0	1.0	
1093	28.0	1.0	1.0	1.0	0.0	0.0	
1094	28.0	1.0	1.0	1.0	0.0	0.0	
1095	30.0	1.0	1.0	0.0	0.0	1.0	
1096	28.0	1.0	1.0	0.0	1.0	0.0	
1097	28.0	1.0	1.0	0.0	1.0	0.0	
1098	30.0	1.0	1.0	0.0	0.0	1.0	
1099	28.0	1.0	1.0	0.0	1.0	0.0	
1100	30.0	1.0	1.0	0.0	0.0	1.0	
1101	28.0	1.0	1.0	1.0	0.0	0.0	
1102	30.0	1.0	1.0	0.0	0.0	1.0	
1103	28.0	1.0	1.0	0.0	1.0	0.0	
1104	28.0	1.0	1.0	1.0	0.0	0.0	
1105	30.0	1.0	1.0	0.0	0.0	1.0	
1106	30.0	1.0	1.0	0.0	0.0	1.0	
1107	28.0	1.0	1.0	0.0	1.0	0.0	
1108	30.0	1.0	1.0	0.0	0.0	1.0	
1109	30.0	1.0	1.0	0.0	0.0	1.0	
1110	30.0	1.0	1.0	0.0	0.0	1.0	
1111	30.0	1.0	1.0	0.0	0.0	1.0	
1112	28.0	1.0	1.0	0.0	1.0	0.0	
1113	30.0	1.0	1.0	0.0	0.0	1.0	
1114	30.0	1.0	1.0	0.0	0.0	1.0	
1115	30.0	1.0	1.0	0.0	0.0	1.0	
1116	30.0	1.0	1.0	0.0	0.0	1.0	
1117	28.0	1.0	1.0	1.0	0.0	0.0	
1118	30.0	1.0	1.0	0.0	0.0	1.0	
1119	30.0	1.0	1.0	0.0	0.0	1.0	
1120	28.0	1.0	1.0	1.0	0.0	0.0	
1121	30.0	1.0	1.0	0.0	0.0	1.0	
1122	28.0	1.0	1.0	1.0	0.0	0.0	
1123	28.0	1.0	1.0	0.0	1.0	0.0	
1124	30.0	1.0	1.0	0.0	0.0	1.0	
1125	30.0	1.0	1.0	0.0	0.0	1.0	
1126	30.0	1.0	1.0	0.0	0.0	1.0	
1127	28.0	1.0	1.0	0.0	1.0	0.0	
1128	28.0	1.0	1.0	1.0	0.0	0.0	
1129	28.0	1.0	1.0	0.0	1.0	0.0	
1130	28.0	1.0	1.0	1.0	0.0	0.0	
1131	28.0	1.0	1.0	1.0	0.0	0.0	
1132	28.0	1.0	1.0	1.0	0.0	0.0	
1133	30.0	1.0	1.0	0.0	0.0	1.0	
1134	30.0	1.0	1.0	0.0	0.0	1.0	
1135	28.0	1.0	1.0	1.0	0.0	0.0	
1136	28.0	1.0	1.0	0.0	1.0	0.0	
1137	28.0	1.0	1.0	0.0	1.0	0.0	
1138	30.0	1.0	1.0	0.0	0.0	1.0	
1139	30.0	1.0	1.0	0.0	0.0	1.0	
1140	28.0	1.0	1.0	1.0	0.0	0.0	
1141	28.0	1.0	1.0	0.0	1.0	0.0	
1142	28.0	1.0	1.0	0.0	1.0	0.0	
1143	28.0	1.0	1.0	0.0	1.0	0.0	
1144	28.0	1.0	1.0	1.0	0.0	0.0	
1145	28.0	1.0	1.0	1.0	0.0	0.0	
1146	28.0	1.0	1.0	0.0	1.0	0.0	
1147	28.0	1.0	1.0	0.0	1.0	0.0	
1148	28.0	1.0	1.0	0.0	1.0	0.0	
1149	30.0	1.0	1.0	0.0	0.0	1.0	
1150	30.0	1.0	1.0	0.0	0.0	1.0	
1151	30.0	1.0	1.0	0.0	0.0	1.0	
1152	28.0	1.0	1.0	0.0	1.0	0.0	
1153	28.0	1.0	1.0	0.0	1.0	0.0	
1154	30.0	1.0	1.0	0.0	0.0	1.0	
1155	30.0	1.0	1.0	0.0	0.0	1.0	
1156	28.0	1.0	1.0	1.0	0.0	0.0	
1157	30.0	1.0	1.0	0.0	0.0	1.0	
1158	30.0	1.0	1.0	0.0	0.0	1.0	
1159	30.0	1.0	1.0	0.0	0.0	1.0	
1160	30.0	1.0	1.0	0.0	0.0	1.0	
1161	28.0	1.0	1.0	1.0	0.0	0.0	
1162	30.0	1.0	1.0	0.0	0.0	1.0	
1163	28.0	1.0	1.0	0.0	1.0	0.0	
1164	30.0	1.0	1.0	0.0	0.0	1.0	
1165	28.0	1.0	1.0	0.0	1.0	0.0	
1166	30.0	1.0	1.0	0.0	0.0	1.0	
1167	30.0	1.0	1.0	0.0	0.0	1.0	
1168	30.0	1.0	1.0	0.0	0.0	1.0	
1169	30.0	1.0	1.0	0.0	0.0	1.0	
1170	28.0	1.0	1.0	1.0	0.0	0.0	
1171	28.0	1.0	1.0	0.0	1.0	0.0	
1172	30.0	1.0	1.0	0.0	0.0	1.0	
1173	28.0	1.0	1.0	0.0	1.0	0.0	
1174	28.0	1.0	1.0	0.0	1.0	0.0	
1175	28.0	1.0	1.0	0.0	1.0	0.0	
1176	28.0	1.0	1.0	0.0	1.0	0.0	
1177	30.0	1.0	1.0	0.0	0.0	1.0	
1178	30.0	1.0	1.0	0.0	0.0	1.0	
1179	30.0	1.0	1.0	0.0	0.0	1.0	
1180	28.0	1.0	1.0	1.0	0.0	0.0	
1181	30.0	1.0	1.0	0.0	0.0	1.0	
1182	28.0	1.0	1.0	0.0	1.0	0.0	
1183	28.0	1.0	1.0	0.0	1.0	0.0	
1184	30.0	1.0	1.0	0.0	0.0	1.0	
1185	30.0	1.0	1.0	0.0	0.0	1.0	
1186	30.0	1.0	1.0	0.0	0.0	1.0	
1187	28.0	1.0	1.0	1.0	0.0	0.0	
1188	30.0	1.0	1.0	0.0	0.0	1.0	
1189	28.0	1.0	1.0	1.0	0.0	0.0	
1190	30.0	1.0	1.0	0.0	0.0	1.0	
1191	28.0	1.0	1.0	1.0	0.0	0.0	
1192	30.0	1.0	1.0	0.0	0.0	1.0	
1193	30.0	1.0	1.0	0.0	0.0	1.0	
1194	28.0	1.0	1.0	1.0	0.0	0.0	
1195	30.0	1.0	1.0	0.0	0.0	1.0	
1196	28.0	1.0	1.0	1.0	0.0	0.0	
1197	30.0	1.0	1.0	0.0	0.0	1.0	
1198	28.0	1.0	1.0	1.0	0.0	0.0	
1199	30.0	1.0	1.0	0.0	0.0	1.0	
1200	28.0	1.0	1.0	1.0	0.0	0.0	
1201	28.0	1.0	1.0	0.0	1.0	0.0	
1202	28.0	1.0	1.0	1.0	0.0	0.0	
1203	28.0	1.0	1.0	0.0	1.0	0.0	
1204	28.0	1.0	1.0	0.0	1.0	0.0	
1205	30.0	1.0	1.0	0.0	0.0	1.0	
1206	28.0	1.0	1.0	1.0	0.0	0.0	
1207	30.0	1.0	1.0	0.0	0.0	1.0	
1208	30.0	1.0	1.0	0.0	0.0	1.0	
1209	30.0	1.0	1.0	0.0	0.0	1.0	
1210	28.0	1.0	1.0	1.0	0.0	0.0	
1211	28.0	1.0	1.0	0.0	1.0	0.0	
1212	30.0	1.0	1.0	0.0	0.0	1.0	
1213	30.0	1.0	1.0	0.0	0.0	1.0	
1214	30.0	1.0	1.0	0.0	0.0	1.0	
1215	28.0	1.0	1.0	1.0	0.0	0.0	
1216	30.0	1.0	1.0	0.0	0.0	1.0	
1217	28.0	1.0	1.0	1.0	0.0	0.0	
1218	28.0	1.0	1.0	0.0	1.0	0.0	
1219	28.0	1.0	1.0	0.0	1.0	0.0	
1220	30.0	1.0	1.0	0.0	0.0	1.0	
1221	30.0	1.0	1.0	0.0	0.0	1.0	
1222	28.0	1.0	1.0	1.0	0.0	0.0	
1223	30.0	1.0	1.0	0.0	0.0	1.0	
1224	30.0	1.0	1.0	0.0	0.0	1.0	
1225	30.0	1.0	1.0	0.0	0.0	1.0	
1226	28.0	1.0	1.0	0.0	1.0	0.0	
1227	30.0	1.0	1.0	0.0	0.0	1.0	
1228	30.0	1.0	1.0	0.0	0.0	1.0	
1229	28.0	1.0	1.0	1.0	0.0	0.0	
1230	28.0	1.0	1.0	0.0	1.0	0.0	
1231	28.0	1.0	1.0	0.0	1.0	0.0	
1232	28.0	1.0	1.0	0.0	1.0	0.0	
1233	28.0	1.0	1.0	0.0	1.0	0.0	
1234	28.0	1.0	1.0	0.0	1.0	0.0	
1235	28.0	1.0	1.0	0.0	1.0	0.0	
1236	28.0	1.0	1.0	1.0	0.0	0.0	
1237	30.0	1.0	1.0	0.0	0.0	1.0	
1238	28.0	1.0	1.0	1.0	0.0	0.0	
1239	28.0	1.0	1.0	0.0	1.0	0.0	
1240	28.0	1.0	1.0	0.0	1.0	0.0	
1241	30.0	1.0	1.0	0.0	0.0	1.0	
1242	30.0	1.0	1.0	0.0	0.0	1.0	
1243	28.0	1.0	1.0	0.0	1.0	0.0	
1244	30.0	1.0	1.0	0.0	0.0	1.0	
1245	28.0	1.0	1.0	1.0	0.0	0.0	
1246	30.0	1.0	1.0	0.0	0.0	1.0	
1247	30.0	1.0	1.0	0.0	0.0	1.0	
1248	30.0	1.0	1.0	0.0	0.0	1.0	
1249	28.0	1.0	1.0	0.0	1.0	0.0	
1250	28.0	1.0	1.0	0.0	1.0	0.0	
1251	30.0	1.0	1.0	0.0	0.0	1.0	
1252	28.0	1.0	1.0	1.0	0.0	0.0	
1253	30.0	1.0	1.0	0.0	0.0	1.0	
1254	30.0	1.0	1.0	0.0	0.0	1.0	
1255	30.0	1.0	1.0	0.0	0.0	1.0	
1256	30.0	1.0	1.0	0.0	0.0	1.0	
1257	30.0	1.0	1.0	0.0	0.0	1.0	
1258	30.0	1.0	1.0	0.0	0.0	1.0	
1259	28.0	1.0	1.0	1.0	0.0	0.0	
1260	30.0	1.0	1.0	0.0	0.0	1.0	
1261	28.0	1.0	1.0	1.0	0.0	0.0	
1262	28.0	1.0	1.0	1.0	0.0	0.0	
1263	30.0	1.0	1.0	0.0	0.0	1.0	
1264	30.0	1.0	1.0	0.0	0.0	1.0	
1265	28.0	1.0	1.0	0.0	1.0	0.0	
1266	30.0	1.0	1.0	0.0	0.0	1.0	
1267	30.0	1.0	1.0	0.0	0.0	1.0	
1268	30.0	1.0	1.0	0.0	0.0	1.0	
1269	28.0	1.0	1.0	1.0	0.0	0.0	
1270	30.0	1.0	1.0	0.0	0.0	1.0	
1271	30.0	1.0	1.0	0.0	0.0	1.0	
1272	28.0	1.0	1.0	0.0	1.0	0.0	
1273	28.0	1.0	1.0	0.0	1.0	0.0	
1274	30.0	1.0	1.0	0.0	0.0	1.0	
1275	28.0	1.0	1.0	0.0	1.0	0.0	
1276	28.0	1.0	1.0	1.0	0.0	0.0	
1277	30.0	1.0	1.0	0.0	0.0	1.0	
1278	28.0	1.0	1.0	0.0	1.0	0.0	
1279	28.0	1.0	1.0	1.0	0.0	0.0	
1280	28.0	1.0	1.0	1.0	0.0	0.0	
1281	28.0	1.0	1.0	1.0	0.0	0.0	
1282	30.0	1.0	1.0	0.0	0.0	1.0	
1283	30.0	1.0	1.0	0.0	0.0	1.0	
1284	30.0	1.0	1.0	0.0	0.0	1.0	
1285	30.0	1.0	1.0	0.0	0.0	1.0	
1286	28.0	1.0	1.0	0.0	1.0	0.0	
1287	30.0	1.0	1.0	0.0	0.0	1.0	
1288	28.0	1.0	1.0	1.0	0.0	0.0	
1289	30.0	1.0	1.0	0.0	0.0	1.0	
1290	28.0	1.0	1.0	1.0	0.0	0.0	
1291	30.0	1.0	1.0	0.0	0.0	1.0	
1292	30.0	1.0	1.0	0.0	0.0	1.0	
1293	28.0	1.0	1.0	0.0	1.0	0.0	
1294	28.0	1.0	1.0	1.0	0.0	0.0	
1295	28.0	1.0	1.0	1.0	0.0	0.0	
1296	30.0	1.0	1.0	0.0	0.0	1.0	
1297	30.0	1.0	1.0	0.0	0.0	1.0	
1298	28.0	1.0	1.0	1.0	0.0	0.0	
1299	28.0	1.0	1.0	0.0	1.0	0.0	
1300	28.0	1.0	1.0	0.0	1.0	0.0	
1301	28.0	1.0	1.0	0.0	1.0	0.0	
1302	30.0	1.0	1.0	0.0	0.0	1.0	
1303	30.0	1.0	1.0	0.0	0.0	1.0	
1304	30.0	1.0	1.0	0.0	0.0	1.0	
1305	28.0	1.0	1.0	0.0	1.0	0.0	
1306	28.0	1.0	1.0	0.0	1.0	0.0	
1307	30.0	1.0	1.0	0.0	0.0	1.0	
1308	28.0	1.0	1.0	1.0	0.0	0.0	
1309	30.0	1.0	1.0	0.0	0.0	1.0	
1310	28.0	1.0	1.0	1.0	0.0	0.0	
1311	28.0	1.0	1.0	0.0	1.0	0.0	
1312	28.0	1.0	1.0	1.0	0.0	0.0	
1313	28.0	1.0	1.0	1.0	0.0	0.0	
1314	28.0	1.0	1.0	1.0	0.0	0.0	
1315	30.0	1.0	1.0	0.0	0.0	1.0	
1316	30.0	1.0	1.0	0.0	0.0	1.0	
1317	30.0	1.0	1.0	0.0	0.0	1.0	
1318	30.0	1.0	1.0	0.0	0.0	1.0	
1319	30.0	1.0	1.0	0.0	0.0	1.0	
1320	28.0	1.0	1.0	0.0	1.0	0.0	
1321	28.0	1.0	1.0	0.0	1.0	0.0	
1322	30.0	1.0	1.0	0.0	0.0	1.0	
1323	28.0	1.0	1.0	0.0	1.0	0.0	
1324	28.0	1.0	1.0	1.0	0.0	0.0	
1325	28.0	1.0	1.0	0.0	1.0	0.0	
1326	28.0	1.0	1.0	0.0	1.0	0.0	
1327	28.0	1.0	1.0	1.0	0.0	0.0	
1328	28.0	1.0	1.0	0.0	1.0	0.0	
1329	30.0	1.0	1.0	0.0	0.0	1.0	
1330	28.0	1.0	1.0	0.0	1.0	0.0	
1331	30.0	1.0	1.0	0.0	0.0	1.0	
1332	30.0	1.0	1.0	0.0	0.0	1.0	
1333	30.0	1.0	1.0	0.0	0.0	1.0	
1334	30.0	1.0	1.0	0.0	0.0	1.0	
1335	28.0	1.0	1.0	0.0	1.0	0.0	
1336	30.0	1.0	1.0	0.0	0.0	1.0	
1337	28.0	1.0	1.0	0.0	1.0	0.0	
1338	28.0	1.0	1.0	1.0	0.0	0.0	
1339	30.0	1.0	1.0	0.0	0.0	1.0	
1340	30.0	1.0	1.0	0.0	0.0	1.0	
1341	28.0	1.0	1.0	1.0	0.0	0.0	
1342	28.0	1.0	1.0	0.0	1.0	0.0	
1343	28.0	1.0	1.0	1.0	0.0	0.0	
1344	28.0	1.0	1.0	0.0	1.0	0.0	
1345	28.0	1.0	1.0	1.0	0.0	0.0	
1346	30.0	1.0	1.0	0.0	0.0	1.0	
1347	28.0	1.0	1.0	0.0	1.0	0.0	
1348	30.0	1.0	1.0	0.0	0.0	1.0	
1349	30.0	1.0	1.0	0.0	0.0	1.0	
1350	28.0	1.0	1.0	1.0	0.0	0.0	
1351	28.0	1.0	1.0	1.0	0.0	0.0	
1352	28.0	1.0	1.0	1.0	0.0	0.0	
1353	28.0	1.0	1.0	1.0	0.0	0.0	
1354	28.0	1.0	1.0	1.0	0.0	0.0	
1355	28.0	1.0	1.0	1.0	0.0	0.0	
1356	30.0	1.0	1.0	0.0	0.0	1.0	
1357	28.0	1.0	1.0	0.0	1.0	0.0	
1358	30.0	1.0	1.0	0.0	0.0	1.0	
1359	30.0	1.0	1.0	0.0	0.0	1.0	
1360	28.0	1.0	1.0	0.0	1.0	0.0	
1361	28.0	1.0	1.0	0.0	1.0	0.0	
1362	28.0	1.0	1.0	0.0	1.0	0.0	
1363	28.0	1.0	1.0	0.0	1.0	0.0	
1364	28.0	1.0	1.0	0.0	1.0	0.0	
1365	28.0	1.0	1.0	0.0	1.0	0.0	
1366	30.0	1.0	1.0	0.0	0.0	1.0	
1367	30.0	1.0	1.0	0.0	0.0	1.0	
1368	30.0	1.0	1.0	0.0	0.0	1.0	
1369	28.0	1.0	1.0	0.0	1.0	0.0	
1370	30.0	1.0	1.0	0.0	0.0	1.0	
1371	30.0	1.0	1.0	0.0	0.0	1.0	
1372	30.0	1.0	1.0	0.0	0.0	1.0	
1373	30.0	1.0	1.0	0.0	0.0	1.0	
1374	28.0	1.0	1.0	0.0	1.0	0.0	
1375	30.0	1.0	1.0	0.0	0.0	1.0	
1376	28.0	1.0	1.0	1.0	0.0	0.0	
1377	28.0	1.0	1.0	0.0	1.0	0.0	
1378	28.0	1.0	1.0	0.0	1.0	0.0	
1379	30.0	1.0	1.0	0.0	0.0	1.0	
1380	30.0	1.0	1.0	0.0	0.0	1.0	
1381	30.0	1.0	1.0	0.0	0.0	1.0	
1382	28.0	1.0	1.0	0.0	1.0	0.0	
1383	28.0	1.0	1.0	0.0	1.0	0.0	
1384	28.0	1.0	1.0	0.0	1.0	0.0	
1385	28.0	1.0	1.0	0.0	1.0	0.0	
1386	28.0	1.0	1.0	1.0	0.0	0.0	
1387	28.0	1.0	1.0	0.0	1.0	0.0	
1388	30.0	1.0	1.0	0.0	0.0	1.0	
1389	30.0	1.0	1.0	0.0	0.0	1.0	
1390	30.0	1.0	1.0	0.0	0.0	1.0	
1391	30.0	1.0	1.0	0.0	0.0	1.0	
1392	30.0	1.0	1.0	0.0	0.0	1.0	
1393	30.0	1.0	1.0	0.0	0.0	1.0	
1394	30.0	1.0	1.0	0.0	0.0	1.0	
1395	30.0	1.0	1.0	0.0	0.0	1.0	
1396	30.0	1.0	1.0	0.0	0.0	1.0	
1397	28.0	1.0	1.0	1.0	0.0	0.0	
1398	28.0	1.0	1.0	1.0	0.0	0.0	
1399	28.0	1.0	1.0	1.0	0.0	0.0	
1400	28.0	1.0	1.0	0.0	1.0	0.0	
1401	30.0	1.0	1.0	0.0	0.0	1.0	
1402	30.0	1.0	1.0	0.0	0.0	1.0	
1403	30.0	1.0	1.0	0.0	0.0	1.0	
1404	28.0	1.0	1.0	0.0	1.0	0.0	
1405	30.0	1.0	1.0	0.0	0.0	1.0	
1406	28.0	1.0	1.0	0.0	1.0	0.0	
1407	28.0	1.0	1.0	1.0	0.0	0.0	
1408	28.0	1.0	1.0	0.0	1.0	0.0	
1409	30.0	1.0	1.0	0.0	0.0	1.0	
1410	28.0	1.0	1.0	0.0	1.0	0.0	
1411	30.0	1.0	1.0	0.0	0.0	1.0	
1412	28.0	1.0	1.0	0.0	1.0	0.0	
1413	28.0	1.0	1.0	0.0	1.0	0.0	
1414	28.0	1.0	1.0	0.0	1.0	0.0	
1415	28.0	1.0	1.0	0.0	1.0	0.0	
1416	30.0	1.0	1.0	0.0	0.0	1.0	
1417	30.0	1.0	1.0	0.0	0.0	1.0	
1418	28.0	1.0	1.0	1.0	0.0	0.0	
1419	28.0	1.0	1.0	1.0	0.0	0.0	
1420	30.0	1.0	1.0	0.0	0.0	1.0	
1421	30.0	1.0	1.0	0.0	0.0	1.0	
1422	28.0	1.0	1.0	0.0	1.0	0.0	
1423	30.0	1.0	1.0	0.0	0.0	1.0	
1424	30.0	1.0	1.0	0.0	0.0	1.0	
1425	30.0	1.0	1.0	0.0	0.0	1.0	
1426	28.0	1.0	1.0	0.0	1.0	0.0	
1427	28.0	1.0	1.0	0.0	1.0	0.0	
1428	28.0	1.0	1.0	0.0	1.0	0.0	
1429	30.0	1.0	1.0	0.0	0.0	1.0	
1430	28.0	1.0	1.0	0.0	1.0	0.0	
1431	28.0	1.0	1.0	1.0	0.0	0.0	
1432	30.0	1.0	1.0	0.0	0.0	1.0	
1433	28.0	1.0	1.0	0.0	1.0	0.0	
1434	28.0	1.0	1.0	0.0	1.0	0.0	
1435	30.0	1.0	1.0	0.0	0.0	1.0	
1436	30.0	1.0	1.0	0.0	0.0	1.0	
1437	28.0	1.0	1.0	0.0	1.0	0.0	
1438	28.0	1.0	1.0	0.0	1.0	0.0	
