Sample	cat16-10.trees	cat16-10.sequence01_sequence04_sequence13_sequence16_sequence15	cat16-10.sequence12_sequence09_sequence06	cat16-10.sequence01_sequence05_sequence04_sequence14_sequence07_sequence11_sequence13_sequence16_sequence02_sequence03_sequence08_sequence15	cat16-10.sequence05_sequence14_sequence12_sequence02_sequence09_sequence03_sequence10_sequence06_sequence08	cat16-10.sequence01_sequence04_sequence07_sequence11_sequence12_sequence13_sequence16_sequence09_sequence10_sequence06_sequence15	
1930	30.0	1.0	1.0	0.0	0.0	1.0	
1931	28.0	1.0	1.0	1.0	0.0	0.0	
1932	30.0	1.0	1.0	0.0	0.0	1.0	
1933	30.0	1.0	1.0	0.0	0.0	1.0	
1934	30.0	1.0	1.0	0.0	0.0	1.0	
1935	30.0	1.0	1.0	0.0	0.0	1.0	
1936	28.0	1.0	1.0	0.0	1.0	0.0	
1937	30.0	1.0	1.0	0.0	0.0	1.0	
1938	30.0	1.0	1.0	0.0	0.0	1.0	
1939	28.0	1.0	1.0	0.0	1.0	0.0	
1940	28.0	1.0	1.0	0.0	1.0	0.0	
1941	30.0	1.0	1.0	0.0	0.0	1.0	
1942	28.0	1.0	1.0	1.0	0.0	0.0	
1943	28.0	1.0	1.0	1.0	0.0	0.0	
1944	30.0	1.0	1.0	0.0	0.0	1.0	
1945	28.0	1.0	1.0	0.0	1.0	0.0	
1946	28.0	1.0	1.0	0.0	1.0	0.0	
1947	30.0	1.0	1.0	0.0	0.0	1.0	
1948	28.0	1.0	1.0	0.0	1.0	0.0	
1949	28.0	1.0	1.0	1.0	0.0	0.0	
1950	28.0	1.0	1.0	0.0	1.0	0.0	
1951	28.0	1.0	1.0	1.0	0.0	0.0	
1952	28.0	1.0	1.0	0.0	1.0	0.0	
1953	28.0	1.0	1.0	1.0	0.0	0.0	
1954	28.0	1.0	1.0	1.0	0.0	0.0	
1955	28.0	1.0	1.0	1.0	0.0	0.0	
1956	28.0	1.0	1.0	0.0	1.0	0.0	
1957	30.0	1.0	1.0	0.0	0.0	1.0	
1958	30.0	1.0	1.0	0.0	0.0	1.0	
1959	30.0	1.0	1.0	0.0	0.0	1.0	
1960	30.0	1.0	1.0	0.0	0.0	1.0	
1961	30.0	1.0	1.0	0.0	0.0	1.0	
1962	28.0	1.0	1.0	0.0	1.0	0.0	
1963	28.0	1.0	1.0	1.0	0.0	0.0	
1964	30.0	1.0	1.0	0.0	0.0	1.0	
1965	30.0	1.0	1.0	0.0	0.0	1.0	
1966	28.0	1.0	1.0	0.0	1.0	0.0	
1967	30.0	1.0	1.0	0.0	0.0	1.0	
1968	30.0	1.0	1.0	0.0	0.0	1.0	
1969	30.0	1.0	1.0	0.0	0.0	1.0	
1970	30.0	1.0	1.0	0.0	0.0	1.0	
1971	28.0	1.0	1.0	0.0	1.0	0.0	
1972	30.0	1.0	1.0	0.0	0.0	1.0	
1973	28.0	1.0	1.0	0.0	1.0	0.0	
1974	30.0	1.0	1.0	0.0	0.0	1.0	
1975	28.0	1.0	1.0	1.0	0.0	0.0	
1976	30.0	1.0	1.0	0.0	0.0	1.0	
1977	30.0	1.0	1.0	0.0	0.0	1.0	
1978	30.0	1.0	1.0	0.0	0.0	1.0	
1979	30.0	1.0	1.0	0.0	0.0	1.0	
1980	28.0	1.0	1.0	1.0	0.0	0.0	
1981	28.0	1.0	1.0	0.0	1.0	0.0	
1982	30.0	1.0	1.0	0.0	0.0	1.0	
1983	30.0	1.0	1.0	0.0	0.0	1.0	
1984	30.0	1.0	1.0	0.0	0.0	1.0	
1985	28.0	1.0	1.0	0.0	1.0	0.0	
1986	30.0	1.0	1.0	0.0	0.0	1.0	
1987	28.0	1.0	1.0	0.0	1.0	0.0	
1988	28.0	1.0	1.0	0.0	1.0	0.0	
1989	28.0	1.0	1.0	0.0	1.0	0.0	
1990	28.0	1.0	1.0	1.0	0.0	0.0	
1991	28.0	1.0	1.0	0.0	1.0	0.0	
1992	28.0	1.0	1.0	1.0	0.0	0.0	
1993	30.0	1.0	1.0	0.0	0.0	1.0	
1994	30.0	1.0	1.0	0.0	0.0	1.0	
1995	28.0	1.0	1.0	0.0	1.0	0.0	
1996	28.0	1.0	1.0	0.0	1.0	0.0	
1997	30.0	1.0	1.0	0.0	0.0	1.0	
1998	30.0	1.0	1.0	0.0	0.0	1.0	
1999	30.0	1.0	1.0	0.0	0.0	1.0	
2000	28.0	1.0	1.0	0.0	1.0	0.0	
2001	28.0	1.0	1.0	0.0	1.0	0.0	
2002	28.0	1.0	1.0	0.0	1.0	0.0	
2003	28.0	1.0	1.0	1.0	0.0	0.0	
2004	30.0	1.0	1.0	0.0	0.0	1.0	
2005	30.0	1.0	1.0	0.0	0.0	1.0	
2006	30.0	1.0	1.0	0.0	0.0	1.0	
2007	30.0	1.0	1.0	0.0	0.0	1.0	
2008	30.0	1.0	1.0	0.0	0.0	1.0	
2009	30.0	1.0	1.0	0.0	0.0	1.0	
2010	30.0	1.0	1.0	0.0	0.0	1.0	
2011	28.0	1.0	1.0	1.0	0.0	0.0	
2012	28.0	1.0	1.0	0.0	1.0	0.0	
2013	30.0	1.0	1.0	0.0	0.0	1.0	
2014	28.0	1.0	1.0	0.0	1.0	0.0	
2015	30.0	1.0	1.0	0.0	0.0	1.0	
2016	28.0	1.0	1.0	1.0	0.0	0.0	
2017	30.0	1.0	1.0	0.0	0.0	1.0	
2018	28.0	1.0	1.0	0.0	1.0	0.0	
2019	30.0	1.0	1.0	0.0	0.0	1.0	
2020	30.0	1.0	1.0	0.0	0.0	1.0	
2021	28.0	1.0	1.0	0.0	1.0	0.0	
2022	30.0	1.0	1.0	0.0	0.0	1.0	
2023	28.0	1.0	1.0	0.0	1.0	0.0	
2024	28.0	1.0	1.0	0.0	1.0	0.0	
2025	28.0	1.0	1.0	1.0	0.0	0.0	
2026	30.0	1.0	1.0	0.0	0.0	1.0	
2027	28.0	1.0	1.0	0.0	1.0	0.0	
2028	28.0	1.0	1.0	0.0	1.0	0.0	
2029	28.0	1.0	1.0	0.0	1.0	0.0	
2030	28.0	1.0	1.0	1.0	0.0	0.0	
2031	30.0	1.0	1.0	0.0	0.0	1.0	
2032	30.0	1.0	1.0	0.0	0.0	1.0	
2033	28.0	1.0	1.0	1.0	0.0	0.0	
2034	28.0	1.0	1.0	1.0	0.0	0.0	
2035	28.0	1.0	1.0	1.0	0.0	0.0	
2036	28.0	1.0	1.0	0.0	1.0	0.0	
2037	28.0	1.0	1.0	0.0	1.0	0.0	
2038	28.0	1.0	1.0	0.0	1.0	0.0	
2039	30.0	1.0	1.0	0.0	0.0	1.0	
2040	28.0	1.0	1.0	0.0	1.0	0.0	
2041	28.0	1.0	1.0	0.0	1.0	0.0	
2042	28.0	1.0	1.0	1.0	0.0	0.0	
2043	30.0	1.0	1.0	0.0	0.0	1.0	
2044	28.0	1.0	1.0	0.0	1.0	0.0	
2045	28.0	1.0	1.0	1.0	0.0	0.0	
2046	28.0	1.0	1.0	1.0	0.0	0.0	
2047	28.0	1.0	1.0	1.0	0.0	0.0	
2048	28.0	1.0	1.0	0.0	1.0	0.0	
2049	28.0	1.0	1.0	0.0	1.0	0.0	
2050	30.0	1.0	1.0	0.0	0.0	1.0	
2051	30.0	1.0	1.0	0.0	0.0	1.0	
2052	30.0	1.0	1.0	0.0	0.0	1.0	
2053	28.0	1.0	1.0	0.0	1.0	0.0	
2054	28.0	1.0	1.0	0.0	1.0	0.0	
2055	30.0	1.0	1.0	0.0	0.0	1.0	
2056	30.0	1.0	1.0	0.0	0.0	1.0	
2057	28.0	1.0	1.0	0.0	1.0	0.0	
2058	28.0	1.0	1.0	0.0	1.0	0.0	
2059	28.0	1.0	1.0	0.0	1.0	0.0	
2060	30.0	1.0	1.0	0.0	0.0	1.0	
2061	28.0	1.0	1.0	0.0	1.0	0.0	
2062	30.0	1.0	1.0	0.0	0.0	1.0	
2063	28.0	1.0	1.0	0.0	1.0	0.0	
2064	30.0	1.0	1.0	0.0	0.0	1.0	
2065	30.0	1.0	1.0	0.0	0.0	1.0	
2066	30.0	1.0	1.0	0.0	0.0	1.0	
2067	28.0	1.0	1.0	1.0	0.0	0.0	
2068	30.0	1.0	1.0	0.0	0.0	1.0	
2069	30.0	1.0	1.0	0.0	0.0	1.0	
2070	30.0	1.0	1.0	0.0	0.0	1.0	
2071	30.0	1.0	1.0	0.0	0.0	1.0	
2072	30.0	1.0	1.0	0.0	0.0	1.0	
2073	30.0	1.0	1.0	0.0	0.0	1.0	
2074	28.0	1.0	1.0	0.0	1.0	0.0	
2075	30.0	1.0	1.0	0.0	0.0	1.0	
2076	28.0	1.0	1.0	0.0	1.0	0.0	
2077	28.0	1.0	1.0	0.0	1.0	0.0	
2078	28.0	1.0	1.0	0.0	1.0	0.0	
2079	26.0	1.0	0.0	0.0	1.0	0.0	
2080	30.0	1.0	1.0	0.0	0.0	1.0	
2081	30.0	1.0	1.0	0.0	0.0	1.0	
2082	30.0	1.0	1.0	0.0	0.0	1.0	
2083	28.0	1.0	1.0	1.0	0.0	0.0	
2084	30.0	1.0	1.0	0.0	0.0	1.0	
2085	28.0	1.0	1.0	1.0	0.0	0.0	
2086	28.0	1.0	1.0	1.0	0.0	0.0	
2087	30.0	1.0	1.0	0.0	0.0	1.0	
2088	28.0	1.0	1.0	0.0	1.0	0.0	
2089	30.0	1.0	1.0	0.0	0.0	1.0	
2090	30.0	1.0	1.0	0.0	0.0	1.0	
2091	30.0	1.0	1.0	0.0	0.0	1.0	
2092	30.0	1.0	1.0	0.0	0.0	1.0	
2093	28.0	1.0	1.0	0.0	1.0	0.0	
2094	28.0	1.0	1.0	1.0	0.0	0.0	
2095	28.0	1.0	1.0	1.0	0.0	0.0	
2096	28.0	1.0	1.0	0.0	1.0	0.0	
2097	30.0	1.0	1.0	0.0	0.0	1.0	
2098	30.0	1.0	1.0	0.0	0.0	1.0	
2099	28.0	1.0	1.0	1.0	0.0	0.0	
2100	30.0	1.0	1.0	0.0	0.0	1.0	
2101	28.0	1.0	1.0	1.0	0.0	0.0	
2102	30.0	1.0	1.0	0.0	0.0	1.0	
2103	30.0	1.0	1.0	0.0	0.0	1.0	
2104	28.0	1.0	1.0	1.0	0.0	0.0	
2105	30.0	1.0	1.0	0.0	0.0	1.0	
2106	30.0	1.0	1.0	0.0	0.0	1.0	
2107	30.0	1.0	1.0	0.0	0.0	1.0	
2108	28.0	1.0	1.0	1.0	0.0	0.0	
2109	28.0	1.0	1.0	0.0	1.0	0.0	
2110	30.0	1.0	1.0	0.0	0.0	1.0	
2111	30.0	1.0	1.0	0.0	0.0	1.0	
2112	30.0	1.0	1.0	0.0	0.0	1.0	
2113	30.0	1.0	1.0	0.0	0.0	1.0	
2114	28.0	1.0	1.0	0.0	1.0	0.0	
2115	28.0	1.0	1.0	1.0	0.0	0.0	
2116	28.0	1.0	1.0	0.0	1.0	0.0	
2117	30.0	1.0	1.0	0.0	0.0	1.0	
2118	30.0	1.0	1.0	0.0	0.0	1.0	
2119	30.0	1.0	1.0	0.0	0.0	1.0	
2120	28.0	1.0	1.0	0.0	1.0	0.0	
2121	28.0	1.0	1.0	1.0	0.0	0.0	
2122	30.0	1.0	1.0	0.0	0.0	1.0	
2123	28.0	1.0	1.0	0.0	1.0	0.0	
2124	28.0	1.0	1.0	0.0	1.0	0.0	
2125	30.0	1.0	1.0	0.0	0.0	1.0	
2126	30.0	1.0	1.0	0.0	0.0	1.0	
2127	28.0	1.0	1.0	0.0	1.0	0.0	
2128	30.0	1.0	1.0	0.0	0.0	1.0	
2129	28.0	1.0	1.0	1.0	0.0	0.0	
2130	30.0	1.0	1.0	0.0	0.0	1.0	
2131	30.0	1.0	1.0	0.0	0.0	1.0	
2132	30.0	1.0	1.0	0.0	0.0	1.0	
2133	30.0	1.0	1.0	0.0	0.0	1.0	
2134	28.0	1.0	1.0	0.0	1.0	0.0	
2135	28.0	1.0	1.0	0.0	1.0	0.0	
2136	28.0	1.0	1.0	0.0	1.0	0.0	
2137	28.0	1.0	1.0	1.0	0.0	0.0	
2138	28.0	1.0	1.0	0.0	1.0	0.0	
2139	30.0	1.0	1.0	0.0	0.0	1.0	
2140	30.0	1.0	1.0	0.0	0.0	1.0	
2141	30.0	1.0	1.0	0.0	0.0	1.0	
2142	28.0	1.0	1.0	0.0	1.0	0.0	
2143	30.0	1.0	1.0	0.0	0.0	1.0	
2144	28.0	1.0	1.0	0.0	1.0	0.0	
2145	30.0	1.0	1.0	0.0	0.0	1.0	
2146	28.0	1.0	1.0	0.0	1.0	0.0	
2147	28.0	1.0	1.0	0.0	1.0	0.0	
2148	28.0	1.0	1.0	0.0	1.0	0.0	
2149	28.0	1.0	1.0	0.0	1.0	0.0	
2150	30.0	1.0	1.0	0.0	0.0	1.0	
2151	28.0	1.0	1.0	0.0	1.0	0.0	
2152	30.0	1.0	1.0	0.0	0.0	1.0	
2153	28.0	1.0	1.0	1.0	0.0	0.0	
2154	30.0	1.0	1.0	0.0	0.0	1.0	
2155	30.0	1.0	1.0	0.0	0.0	1.0	
2156	28.0	1.0	1.0	0.0	1.0	0.0	
2157	30.0	1.0	1.0	0.0	0.0	1.0	
2158	28.0	1.0	1.0	0.0	1.0	0.0	
2159	28.0	1.0	1.0	1.0	0.0	0.0	
2160	28.0	1.0	1.0	0.0	1.0	0.0	
2161	28.0	1.0	1.0	0.0	1.0	0.0	
2162	28.0	1.0	1.0	1.0	0.0	0.0	
2163	28.0	1.0	1.0	0.0	1.0	0.0	
2164	28.0	1.0	1.0	1.0	0.0	0.0	
2165	30.0	1.0	1.0	0.0	0.0	1.0	
2166	30.0	1.0	1.0	0.0	0.0	1.0	
2167	30.0	1.0	1.0	0.0	0.0	1.0	
2168	30.0	1.0	1.0	0.0	0.0	1.0	
2169	30.0	1.0	1.0	0.0	0.0	1.0	
2170	30.0	1.0	1.0	0.0	0.0	1.0	
2171	30.0	1.0	1.0	0.0	0.0	1.0	
2172	28.0	1.0	1.0	0.0	1.0	0.0	
2173	28.0	1.0	1.0	0.0	1.0	0.0	
2174	30.0	1.0	1.0	0.0	0.0	1.0	
2175	28.0	1.0	1.0	0.0	1.0	0.0	
2176	28.0	1.0	1.0	0.0	1.0	0.0	
2177	30.0	1.0	1.0	0.0	0.0	1.0	
2178	30.0	1.0	1.0	0.0	0.0	1.0	
2179	28.0	1.0	1.0	0.0	1.0	0.0	
2180	30.0	1.0	1.0	0.0	0.0	1.0	
2181	28.0	1.0	1.0	1.0	0.0	0.0	
2182	28.0	1.0	1.0	1.0	0.0	0.0	
2183	28.0	1.0	1.0	0.0	1.0	0.0	
2184	28.0	1.0	1.0	0.0	1.0	0.0	
2185	30.0	1.0	1.0	0.0	0.0	1.0	
2186	30.0	1.0	1.0	0.0	0.0	1.0	
2187	30.0	1.0	1.0	0.0	0.0	1.0	
2188	30.0	1.0	1.0	0.0	0.0	1.0	
2189	30.0	1.0	1.0	0.0	0.0	1.0	
2190	30.0	1.0	1.0	0.0	0.0	1.0	
2191	28.0	1.0	1.0	0.0	1.0	0.0	
2192	28.0	1.0	1.0	0.0	1.0	0.0	
2193	30.0	1.0	1.0	0.0	0.0	1.0	
2194	30.0	1.0	1.0	0.0	0.0	1.0	
2195	30.0	1.0	1.0	0.0	0.0	1.0	
2196	28.0	1.0	1.0	1.0	0.0	0.0	
2197	30.0	1.0	1.0	0.0	0.0	1.0	
2198	30.0	1.0	1.0	0.0	0.0	1.0	
2199	30.0	1.0	1.0	0.0	0.0	1.0	
2200	28.0	1.0	1.0	0.0	1.0	0.0	
2201	30.0	1.0	1.0	0.0	0.0	1.0	
2202	30.0	1.0	1.0	0.0	0.0	1.0	
2203	30.0	1.0	1.0	0.0	0.0	1.0	
2204	30.0	1.0	1.0	0.0	0.0	1.0	
2205	30.0	1.0	1.0	0.0	0.0	1.0	
2206	30.0	1.0	1.0	0.0	0.0	1.0	
2207	30.0	1.0	1.0	0.0	0.0	1.0	
2208	30.0	1.0	1.0	0.0	0.0	1.0	
2209	30.0	1.0	1.0	0.0	0.0	1.0	
2210	30.0	1.0	1.0	0.0	0.0	1.0	
2211	28.0	1.0	1.0	0.0	1.0	0.0	
2212	30.0	1.0	1.0	0.0	0.0	1.0	
2213	30.0	1.0	1.0	0.0	0.0	1.0	
2214	28.0	1.0	1.0	0.0	1.0	0.0	
2215	30.0	1.0	1.0	0.0	0.0	1.0	
2216	30.0	1.0	1.0	0.0	0.0	1.0	
2217	30.0	1.0	1.0	0.0	0.0	1.0	
2218	30.0	1.0	1.0	0.0	0.0	1.0	
2219	30.0	1.0	1.0	0.0	0.0	1.0	
2220	30.0	1.0	1.0	0.0	0.0	1.0	
2221	30.0	1.0	1.0	0.0	0.0	1.0	
2222	28.0	1.0	1.0	0.0	1.0	0.0	
2223	30.0	1.0	1.0	0.0	0.0	1.0	
2224	30.0	1.0	1.0	0.0	0.0	1.0	
2225	30.0	1.0	1.0	0.0	0.0	1.0	
2226	30.0	1.0	1.0	0.0	0.0	1.0	
2227	28.0	1.0	1.0	0.0	1.0	0.0	
2228	28.0	1.0	1.0	0.0	1.0	0.0	
2229	28.0	1.0	1.0	0.0	1.0	0.0	
2230	28.0	1.0	1.0	0.0	1.0	0.0	
2231	28.0	1.0	1.0	0.0	1.0	0.0	
2232	30.0	1.0	1.0	0.0	0.0	1.0	
2233	30.0	1.0	1.0	0.0	0.0	1.0	
2234	30.0	1.0	1.0	0.0	0.0	1.0	
2235	30.0	1.0	1.0	0.0	0.0	1.0	
2236	28.0	1.0	1.0	0.0	1.0	0.0	
2237	28.0	1.0	1.0	0.0	1.0	0.0	
2238	28.0	1.0	1.0	1.0	0.0	0.0	
2239	30.0	1.0	1.0	0.0	0.0	1.0	
2240	30.0	1.0	1.0	0.0	0.0	1.0	
2241	28.0	1.0	1.0	0.0	1.0	0.0	
2242	30.0	1.0	1.0	0.0	0.0	1.0	
2243	28.0	1.0	1.0	0.0	1.0	0.0	
2244	30.0	1.0	1.0	0.0	0.0	1.0	
2245	30.0	1.0	1.0	0.0	0.0	1.0	
2246	28.0	1.0	1.0	0.0	1.0	0.0	
2247	28.0	1.0	1.0	1.0	0.0	0.0	
2248	28.0	1.0	1.0	1.0	0.0	0.0	
2249	30.0	1.0	1.0	0.0	0.0	1.0	
2250	28.0	1.0	1.0	0.0	1.0	0.0	
2251	28.0	1.0	1.0	0.0	1.0	0.0	
2252	30.0	1.0	1.0	0.0	0.0	1.0	
2253	28.0	1.0	1.0	1.0	0.0	0.0	
2254	30.0	1.0	1.0	0.0	0.0	1.0	
2255	30.0	1.0	1.0	0.0	0.0	1.0	
2256	30.0	1.0	1.0	0.0	0.0	1.0	
2257	30.0	1.0	1.0	0.0	0.0	1.0	
2258	30.0	1.0	1.0	0.0	0.0	1.0	
2259	30.0	1.0	1.0	0.0	0.0	1.0	
2260	28.0	1.0	1.0	0.0	1.0	0.0	
2261	30.0	1.0	1.0	0.0	0.0	1.0	
2262	30.0	1.0	1.0	0.0	0.0	1.0	
2263	30.0	1.0	1.0	0.0	0.0	1.0	
2264	28.0	1.0	1.0	0.0	1.0	0.0	
2265	30.0	1.0	1.0	0.0	0.0	1.0	
2266	30.0	1.0	1.0	0.0	0.0	1.0	
2267	30.0	1.0	1.0	0.0	0.0	1.0	
2268	28.0	1.0	1.0	0.0	1.0	0.0	
2269	28.0	1.0	1.0	0.0	1.0	0.0	
2270	30.0	1.0	1.0	0.0	0.0	1.0	
2271	28.0	1.0	1.0	1.0	0.0	0.0	
2272	28.0	1.0	1.0	0.0	1.0	0.0	
2273	30.0	1.0	1.0	0.0	0.0	1.0	
2274	28.0	1.0	1.0	1.0	0.0	0.0	
2275	28.0	1.0	1.0	0.0	1.0	0.0	
2276	28.0	1.0	1.0	1.0	0.0	0.0	
2277	28.0	1.0	1.0	1.0	0.0	0.0	
2278	30.0	1.0	1.0	0.0	0.0	1.0	
2279	30.0	1.0	1.0	0.0	0.0	1.0	
2280	28.0	1.0	1.0	0.0	1.0	0.0	
2281	28.0	1.0	1.0	0.0	1.0	0.0	
2282	28.0	1.0	1.0	1.0	0.0	0.0	
2283	28.0	1.0	1.0	0.0	1.0	0.0	
2284	28.0	1.0	1.0	0.0	1.0	0.0	
2285	30.0	1.0	1.0	0.0	0.0	1.0	
2286	28.0	1.0	1.0	0.0	1.0	0.0	
2287	30.0	1.0	1.0	0.0	0.0	1.0	
2288	28.0	1.0	1.0	1.0	0.0	0.0	
2289	28.0	1.0	1.0	1.0	0.0	0.0	
2290	28.0	1.0	1.0	1.0	0.0	0.0	
2291	30.0	1.0	1.0	0.0	0.0	1.0	
2292	30.0	1.0	1.0	0.0	0.0	1.0	
2293	28.0	1.0	1.0	1.0	0.0	0.0	
2294	28.0	1.0	1.0	1.0	0.0	0.0	
2295	30.0	1.0	1.0	0.0	0.0	1.0	
2296	30.0	1.0	1.0	0.0	0.0	1.0	
2297	28.0	1.0	1.0	1.0	0.0	0.0	
2298	28.0	1.0	1.0	0.0	1.0	0.0	
2299	30.0	1.0	1.0	0.0	0.0	1.0	
2300	28.0	1.0	1.0	0.0	1.0	0.0	
2301	30.0	1.0	1.0	0.0	0.0	1.0	
2302	28.0	1.0	1.0	1.0	0.0	0.0	
2303	30.0	1.0	1.0	0.0	0.0	1.0	
2304	28.0	1.0	1.0	1.0	0.0	0.0	
2305	28.0	1.0	1.0	1.0	0.0	0.0	
2306	30.0	1.0	1.0	0.0	0.0	1.0	
2307	30.0	1.0	1.0	0.0	0.0	1.0	
2308	30.0	1.0	1.0	0.0	0.0	1.0	
2309	30.0	1.0	1.0	0.0	0.0	1.0	
2310	30.0	1.0	1.0	0.0	0.0	1.0	
2311	30.0	1.0	1.0	0.0	0.0	1.0	
2312	30.0	1.0	1.0	0.0	0.0	1.0	
2313	30.0	1.0	1.0	0.0	0.0	1.0	
2314	30.0	1.0	1.0	0.0	0.0	1.0	
2315	30.0	1.0	1.0	0.0	0.0	1.0	
2316	30.0	1.0	1.0	0.0	0.0	1.0	
2317	30.0	1.0	1.0	0.0	0.0	1.0	
2318	28.0	1.0	1.0	0.0	1.0	0.0	
2319	28.0	1.0	1.0	1.0	0.0	0.0	
2320	30.0	1.0	1.0	0.0	0.0	1.0	
2321	28.0	1.0	1.0	0.0	1.0	0.0	
2322	30.0	1.0	1.0	0.0	0.0	1.0	
2323	28.0	1.0	1.0	0.0	1.0	0.0	
2324	28.0	1.0	1.0	0.0	1.0	0.0	
2325	30.0	1.0	1.0	0.0	0.0	1.0	
2326	30.0	1.0	1.0	0.0	0.0	1.0	
2327	30.0	1.0	1.0	0.0	0.0	1.0	
2328	28.0	1.0	1.0	0.0	1.0	0.0	
2329	30.0	1.0	1.0	0.0	0.0	1.0	
2330	30.0	1.0	1.0	0.0	0.0	1.0	
2331	30.0	1.0	1.0	0.0	0.0	1.0	
2332	28.0	1.0	1.0	0.0	1.0	0.0	
2333	30.0	1.0	1.0	0.0	0.0	1.0	
2334	28.0	1.0	1.0	0.0	1.0	0.0	
2335	28.0	1.0	1.0	0.0	1.0	0.0	
2336	28.0	1.0	1.0	0.0	1.0	0.0	
2337	28.0	1.0	1.0	0.0	1.0	0.0	
2338	28.0	1.0	1.0	1.0	0.0	0.0	
2339	28.0	1.0	1.0	0.0	1.0	0.0	
2340	30.0	1.0	1.0	0.0	0.0	1.0	
2341	30.0	1.0	1.0	0.0	0.0	1.0	
2342	28.0	1.0	1.0	1.0	0.0	0.0	
2343	28.0	1.0	1.0	1.0	0.0	0.0	
2344	30.0	1.0	1.0	0.0	0.0	1.0	
2345	30.0	1.0	1.0	0.0	0.0	1.0	
2346	30.0	1.0	1.0	0.0	0.0	1.0	
2347	28.0	1.0	1.0	1.0	0.0	0.0	
2348	28.0	1.0	1.0	1.0	0.0	0.0	
2349	30.0	1.0	1.0	0.0	0.0	1.0	
2350	28.0	1.0	1.0	1.0	0.0	0.0	
2351	28.0	1.0	1.0	0.0	1.0	0.0	
2352	28.0	1.0	1.0	0.0	1.0	0.0	
2353	28.0	1.0	1.0	1.0	0.0	0.0	
2354	30.0	1.0	1.0	0.0	0.0	1.0	
2355	30.0	1.0	1.0	0.0	0.0	1.0	
2356	30.0	1.0	1.0	0.0	0.0	1.0	
2357	30.0	1.0	1.0	0.0	0.0	1.0	
2358	30.0	1.0	1.0	0.0	0.0	1.0	
2359	28.0	1.0	1.0	0.0	1.0	0.0	
2360	28.0	1.0	1.0	0.0	1.0	0.0	
2361	28.0	1.0	1.0	0.0	1.0	0.0	
2362	30.0	1.0	1.0	0.0	0.0	1.0	
2363	30.0	1.0	1.0	0.0	0.0	1.0	
2364	30.0	1.0	1.0	0.0	0.0	1.0	
2365	28.0	1.0	1.0	1.0	0.0	0.0	
2366	30.0	1.0	1.0	0.0	0.0	1.0	
2367	28.0	1.0	1.0	0.0	1.0	0.0	
2368	28.0	1.0	1.0	0.0	1.0	0.0	
2369	30.0	1.0	1.0	0.0	0.0	1.0	
2370	28.0	1.0	1.0	0.0	1.0	0.0	
2371	30.0	1.0	1.0	0.0	0.0	1.0	
2372	28.0	1.0	1.0	0.0	1.0	0.0	
2373	30.0	1.0	1.0	0.0	0.0	1.0	
2374	30.0	1.0	1.0	0.0	0.0	1.0	
2375	30.0	1.0	1.0	0.0	0.0	1.0	
2376	30.0	1.0	1.0	0.0	0.0	1.0	
2377	28.0	1.0	1.0	0.0	1.0	0.0	
2378	30.0	1.0	1.0	0.0	0.0	1.0	
2379	30.0	1.0	1.0	0.0	0.0	1.0	
2380	30.0	1.0	1.0	0.0	0.0	1.0	
2381	28.0	1.0	1.0	0.0	1.0	0.0	
2382	30.0	1.0	1.0	0.0	0.0	1.0	
2383	30.0	1.0	1.0	0.0	0.0	1.0	
2384	30.0	1.0	1.0	0.0	0.0	1.0	
2385	30.0	1.0	1.0	0.0	0.0	1.0	
2386	30.0	1.0	1.0	0.0	0.0	1.0	
2387	28.0	1.0	1.0	1.0	0.0	0.0	
2388	30.0	1.0	1.0	0.0	0.0	1.0	
2389	30.0	1.0	1.0	0.0	0.0	1.0	
2390	30.0	1.0	1.0	0.0	0.0	1.0	
2391	30.0	1.0	1.0	0.0	0.0	1.0	
2392	30.0	1.0	1.0	0.0	0.0	1.0	
2393	30.0	1.0	1.0	0.0	0.0	1.0	
2394	30.0	1.0	1.0	0.0	0.0	1.0	
2395	28.0	1.0	1.0	0.0	1.0	0.0	
2396	30.0	1.0	1.0	0.0	0.0	1.0	
2397	28.0	1.0	1.0	0.0	1.0	0.0	
2398	28.0	1.0	1.0	0.0	1.0	0.0	
2399	28.0	1.0	1.0	1.0	0.0	0.0	
2400	28.0	1.0	1.0	1.0	0.0	0.0	
2401	28.0	1.0	1.0	1.0	0.0	0.0	
2402	28.0	1.0	1.0	0.0	1.0	0.0	
2403	30.0	1.0	1.0	0.0	0.0	1.0	
2404	28.0	1.0	1.0	0.0	1.0	0.0	
2405	28.0	1.0	1.0	0.0	1.0	0.0	
2406	28.0	1.0	1.0	1.0	0.0	0.0	
2407	28.0	1.0	1.0	1.0	0.0	0.0	
2408	30.0	1.0	1.0	0.0	0.0	1.0	
2409	30.0	1.0	1.0	0.0	0.0	1.0	
2410	30.0	1.0	1.0	0.0	0.0	1.0	
2411	30.0	1.0	1.0	0.0	0.0	1.0	
2412	30.0	1.0	1.0	0.0	0.0	1.0	
2413	28.0	1.0	0.0	0.0	0.0	1.0	
2414	30.0	1.0	1.0	0.0	0.0	1.0	
2415	30.0	1.0	1.0	0.0	0.0	1.0	
2416	30.0	1.0	1.0	0.0	0.0	1.0	
2417	28.0	1.0	1.0	0.0	1.0	0.0	
2418	30.0	1.0	1.0	0.0	0.0	1.0	
2419	30.0	1.0	1.0	0.0	0.0	1.0	
2420	30.0	1.0	1.0	0.0	0.0	1.0	
