Sample	cat16-41.trees	cat16-41.sequence09_sequence10	cat16-41.sequence16_sequence09	cat16-41.sequence16_sequence10	
2820	28.0	1.0	0.0	0.0	
2821	30.0	0.0	1.0	0.0	
2822	28.0	1.0	0.0	0.0	
2823	28.0	0.0	0.0	1.0	
2824	28.0	1.0	0.0	0.0	
2825	30.0	0.0	1.0	0.0	
2826	28.0	0.0	0.0	1.0	
2827	28.0	0.0	0.0	1.0	
2828	30.0	0.0	1.0	0.0	
2829	28.0	0.0	0.0	1.0	
2830	28.0	1.0	0.0	0.0	
2831	28.0	0.0	0.0	1.0	
2832	28.0	0.0	0.0	1.0	
2833	28.0	1.0	0.0	0.0	
2834	30.0	0.0	1.0	0.0	
2835	30.0	0.0	1.0	0.0	
2836	28.0	1.0	0.0	0.0	
2837	30.0	0.0	1.0	0.0	
2838	30.0	0.0	1.0	0.0	
2839	28.0	0.0	0.0	1.0	
2840	28.0	0.0	0.0	1.0	
2841	28.0	0.0	0.0	1.0	
2842	28.0	1.0	0.0	0.0	
2843	30.0	0.0	1.0	0.0	
2844	28.0	1.0	0.0	0.0	
2845	28.0	0.0	0.0	1.0	
2846	30.0	0.0	1.0	0.0	
2847	28.0	0.0	0.0	1.0	
2848	28.0	0.0	0.0	1.0	
2849	28.0	0.0	0.0	1.0	
2850	28.0	1.0	0.0	0.0	
2851	28.0	1.0	0.0	0.0	
2852	28.0	0.0	0.0	1.0	
2853	28.0	1.0	0.0	0.0	
2854	28.0	1.0	0.0	0.0	
2855	30.0	0.0	1.0	0.0	
2856	28.0	1.0	0.0	0.0	
2857	28.0	0.0	0.0	1.0	
2858	28.0	0.0	0.0	1.0	
2859	30.0	0.0	1.0	0.0	
2860	30.0	0.0	1.0	0.0	
2861	28.0	0.0	0.0	1.0	
2862	28.0	1.0	0.0	0.0	
2863	30.0	0.0	1.0	0.0	
2864	28.0	0.0	0.0	1.0	
2865	28.0	0.0	0.0	1.0	
2866	28.0	0.0	0.0	1.0	
2867	28.0	0.0	0.0	1.0	
2868	28.0	1.0	0.0	0.0	
2869	30.0	0.0	1.0	0.0	
2870	28.0	1.0	0.0	0.0	
2871	28.0	0.0	0.0	1.0	
2872	28.0	1.0	0.0	0.0	
2873	30.0	0.0	1.0	0.0	
2874	28.0	0.0	0.0	1.0	
2875	28.0	0.0	0.0	1.0	
2876	28.0	1.0	0.0	0.0	
2877	28.0	0.0	0.0	1.0	
2878	28.0	0.0	0.0	1.0	
2879	28.0	1.0	0.0	0.0	
2880	28.0	1.0	0.0	0.0	
2881	28.0	0.0	0.0	1.0	
2882	28.0	0.0	0.0	1.0	
2883	28.0	0.0	0.0	1.0	
2884	28.0	1.0	0.0	0.0	
2885	28.0	1.0	0.0	0.0	
2886	28.0	0.0	0.0	1.0	
2887	28.0	1.0	0.0	0.0	
2888	28.0	0.0	0.0	1.0	
2889	28.0	1.0	0.0	0.0	
2890	28.0	1.0	0.0	0.0	
2891	28.0	0.0	0.0	1.0	
2892	28.0	0.0	0.0	1.0	
2893	30.0	0.0	1.0	0.0	
2894	28.0	1.0	0.0	0.0	
2895	28.0	0.0	0.0	1.0	
2896	28.0	1.0	0.0	0.0	
2897	30.0	0.0	1.0	0.0	
2898	28.0	1.0	0.0	0.0	
2899	30.0	0.0	1.0	0.0	
2900	28.0	1.0	0.0	0.0	
2901	28.0	1.0	0.0	0.0	
2902	28.0	0.0	0.0	1.0	
2903	30.0	0.0	1.0	0.0	
2904	28.0	0.0	0.0	1.0	
2905	28.0	1.0	0.0	0.0	
2906	28.0	0.0	0.0	1.0	
2907	30.0	0.0	1.0	0.0	
2908	28.0	1.0	0.0	0.0	
2909	28.0	0.0	0.0	1.0	
2910	30.0	0.0	1.0	0.0	
2911	28.0	1.0	0.0	0.0	
2912	28.0	0.0	0.0	1.0	
2913	30.0	0.0	1.0	0.0	
2914	28.0	0.0	0.0	1.0	
2915	28.0	1.0	0.0	0.0	
2916	30.0	0.0	1.0	0.0	
2917	28.0	1.0	0.0	0.0	
2918	28.0	1.0	0.0	0.0	
2919	30.0	0.0	1.0	0.0	
2920	28.0	1.0	0.0	0.0	
2921	28.0	1.0	0.0	0.0	
2922	28.0	0.0	0.0	1.0	
2923	28.0	1.0	0.0	0.0	
2924	28.0	1.0	0.0	0.0	
2925	30.0	0.0	1.0	0.0	
2926	30.0	0.0	1.0	0.0	
2927	28.0	1.0	0.0	0.0	
2928	28.0	0.0	0.0	1.0	
2929	28.0	0.0	0.0	1.0	
2930	28.0	1.0	0.0	0.0	
2931	28.0	1.0	0.0	0.0	
2932	28.0	1.0	0.0	0.0	
2933	28.0	1.0	0.0	0.0	
2934	30.0	0.0	1.0	0.0	
2935	28.0	0.0	0.0	1.0	
2936	28.0	1.0	0.0	0.0	
2937	28.0	0.0	0.0	1.0	
2938	28.0	1.0	0.0	0.0	
2939	28.0	1.0	0.0	0.0	
2940	28.0	0.0	0.0	1.0	
2941	28.0	1.0	0.0	0.0	
2942	28.0	0.0	0.0	1.0	
2943	28.0	0.0	0.0	1.0	
2944	28.0	0.0	0.0	1.0	
2945	30.0	0.0	1.0	0.0	
2946	28.0	0.0	0.0	1.0	
2947	30.0	0.0	1.0	0.0	
2948	28.0	0.0	0.0	1.0	
2949	28.0	0.0	0.0	1.0	
2950	28.0	1.0	0.0	0.0	
2951	28.0	1.0	0.0	0.0	
2952	28.0	1.0	0.0	0.0	
2953	28.0	0.0	0.0	1.0	
2954	28.0	0.0	0.0	1.0	
2955	28.0	0.0	0.0	1.0	
2956	28.0	0.0	0.0	1.0	
2957	28.0	0.0	0.0	1.0	
2958	30.0	0.0	1.0	0.0	
2959	30.0	0.0	1.0	0.0	
2960	30.0	0.0	1.0	0.0	
2961	28.0	1.0	0.0	0.0	
2962	28.0	0.0	0.0	1.0	
2963	28.0	1.0	0.0	0.0	
2964	30.0	0.0	1.0	0.0	
2965	28.0	1.0	0.0	0.0	
2966	30.0	0.0	1.0	0.0	
2967	28.0	1.0	0.0	0.0	
2968	28.0	1.0	0.0	0.0	
2969	28.0	0.0	0.0	1.0	
2970	28.0	0.0	0.0	1.0	
2971	28.0	0.0	0.0	1.0	
2972	28.0	0.0	0.0	1.0	
2973	30.0	0.0	1.0	0.0	
2974	28.0	0.0	0.0	1.0	
2975	28.0	1.0	0.0	0.0	
2976	28.0	1.0	0.0	0.0	
2977	28.0	1.0	0.0	0.0	
2978	28.0	1.0	0.0	0.0	
2979	28.0	0.0	0.0	1.0	
2980	28.0	1.0	0.0	0.0	
2981	30.0	0.0	1.0	0.0	
2982	28.0	1.0	0.0	0.0	
2983	30.0	0.0	1.0	0.0	
2984	28.0	0.0	0.0	1.0	
2985	28.0	0.0	0.0	1.0	
2986	28.0	0.0	0.0	1.0	
2987	28.0	0.0	0.0	1.0	
2988	28.0	0.0	0.0	1.0	
2989	28.0	0.0	0.0	1.0	
2990	28.0	0.0	0.0	1.0	
2991	28.0	0.0	0.0	1.0	
2992	30.0	0.0	1.0	0.0	
2993	28.0	0.0	0.0	1.0	
2994	28.0	0.0	0.0	1.0	
2995	28.0	0.0	0.0	1.0	
2996	28.0	0.0	0.0	1.0	
2997	28.0	1.0	0.0	0.0	
2998	30.0	0.0	1.0	0.0	
2999	28.0	0.0	0.0	1.0	
3000	28.0	0.0	0.0	1.0	
3001	28.0	0.0	0.0	1.0	
3002	28.0	0.0	0.0	1.0	
3003	28.0	0.0	0.0	1.0	
3004	30.0	0.0	1.0	0.0	
3005	30.0	0.0	1.0	0.0	
3006	28.0	0.0	0.0	1.0	
3007	28.0	1.0	0.0	0.0	
3008	28.0	0.0	0.0	1.0	
3009	30.0	0.0	1.0	0.0	
3010	28.0	0.0	0.0	1.0	
3011	28.0	0.0	0.0	1.0	
3012	28.0	0.0	0.0	1.0	
3013	28.0	0.0	0.0	1.0	
3014	30.0	0.0	1.0	0.0	
3015	28.0	1.0	0.0	0.0	
3016	28.0	0.0	0.0	1.0	
3017	28.0	1.0	0.0	0.0	
3018	28.0	0.0	0.0	1.0	
3019	28.0	1.0	0.0	0.0	
3020	28.0	1.0	0.0	0.0	
3021	28.0	1.0	0.0	0.0	
3022	28.0	0.0	0.0	1.0	
3023	28.0	0.0	0.0	1.0	
3024	28.0	0.0	0.0	1.0	
3025	28.0	0.0	0.0	1.0	
3026	28.0	0.0	0.0	1.0	
3027	28.0	1.0	0.0	0.0	
3028	28.0	1.0	0.0	0.0	
3029	28.0	0.0	0.0	1.0	
3030	28.0	1.0	0.0	0.0	
3031	28.0	1.0	0.0	0.0	
3032	28.0	1.0	0.0	0.0	
3033	28.0	1.0	0.0	0.0	
3034	28.0	1.0	0.0	0.0	
3035	30.0	0.0	1.0	0.0	
3036	30.0	0.0	1.0	0.0	
3037	28.0	0.0	0.0	1.0	
3038	28.0	1.0	0.0	0.0	
3039	28.0	1.0	0.0	0.0	
3040	28.0	1.0	0.0	0.0	
3041	28.0	1.0	0.0	0.0	
3042	28.0	0.0	0.0	1.0	
3043	28.0	0.0	0.0	1.0	
3044	28.0	0.0	0.0	1.0	
3045	28.0	0.0	0.0	1.0	
3046	28.0	1.0	0.0	0.0	
3047	28.0	0.0	0.0	1.0	
3048	28.0	1.0	0.0	0.0	
3049	28.0	0.0	0.0	1.0	
3050	30.0	0.0	1.0	0.0	
3051	28.0	1.0	0.0	0.0	
3052	28.0	0.0	0.0	1.0	
3053	28.0	1.0	0.0	0.0	
3054	28.0	1.0	0.0	0.0	
3055	30.0	0.0	1.0	0.0	
3056	28.0	1.0	0.0	0.0	
3057	30.0	0.0	1.0	0.0	
3058	28.0	0.0	0.0	1.0	
3059	28.0	1.0	0.0	0.0	
3060	28.0	1.0	0.0	0.0	
3061	28.0	0.0	0.0	1.0	
3062	28.0	1.0	0.0	0.0	
3063	28.0	0.0	0.0	1.0	
3064	30.0	0.0	1.0	0.0	
3065	28.0	0.0	0.0	1.0	
3066	30.0	0.0	1.0	0.0	
3067	28.0	1.0	0.0	0.0	
3068	30.0	0.0	1.0	0.0	
3069	28.0	1.0	0.0	0.0	
3070	30.0	0.0	1.0	0.0	
3071	28.0	0.0	0.0	1.0	
3072	28.0	0.0	0.0	1.0	
3073	30.0	0.0	1.0	0.0	
3074	30.0	0.0	1.0	0.0	
3075	28.0	0.0	0.0	1.0	
3076	28.0	1.0	0.0	0.0	
3077	28.0	1.0	0.0	0.0	
3078	30.0	0.0	1.0	0.0	
3079	30.0	0.0	1.0	0.0	
3080	28.0	0.0	0.0	1.0	
3081	30.0	0.0	1.0	0.0	
3082	28.0	1.0	0.0	0.0	
3083	28.0	1.0	0.0	0.0	
3084	30.0	0.0	1.0	0.0	
3085	28.0	1.0	0.0	0.0	
3086	30.0	0.0	1.0	0.0	
3087	28.0	0.0	0.0	1.0	
3088	28.0	1.0	0.0	0.0	
3089	28.0	1.0	0.0	0.0	
3090	28.0	0.0	0.0	1.0	
3091	28.0	0.0	0.0	1.0	
3092	30.0	0.0	1.0	0.0	
3093	28.0	1.0	0.0	0.0	
3094	28.0	0.0	0.0	1.0	
3095	28.0	1.0	0.0	0.0	
3096	30.0	0.0	1.0	0.0	
3097	28.0	1.0	0.0	0.0	
3098	28.0	1.0	0.0	0.0	
3099	28.0	0.0	0.0	1.0	
3100	28.0	0.0	0.0	1.0	
3101	28.0	1.0	0.0	0.0	
3102	28.0	1.0	0.0	0.0	
3103	28.0	0.0	0.0	1.0	
3104	30.0	0.0	1.0	0.0	
3105	28.0	1.0	0.0	0.0	
3106	28.0	1.0	0.0	0.0	
3107	28.0	0.0	0.0	1.0	
3108	28.0	1.0	0.0	0.0	
3109	28.0	0.0	0.0	1.0	
3110	28.0	0.0	0.0	1.0	
3111	28.0	1.0	0.0	0.0	
3112	28.0	1.0	0.0	0.0	
3113	28.0	1.0	0.0	0.0	
3114	28.0	1.0	0.0	0.0	
3115	28.0	1.0	0.0	0.0	
3116	28.0	0.0	0.0	1.0	
3117	28.0	1.0	0.0	0.0	
3118	28.0	1.0	0.0	0.0	
3119	28.0	1.0	0.0	0.0	
3120	28.0	0.0	0.0	1.0	
3121	30.0	0.0	1.0	0.0	
3122	30.0	0.0	1.0	0.0	
3123	28.0	0.0	0.0	1.0	
3124	28.0	0.0	0.0	1.0	
3125	28.0	1.0	0.0	0.0	
3126	28.0	1.0	0.0	0.0	
3127	28.0	0.0	0.0	1.0	
3128	28.0	1.0	0.0	0.0	
3129	28.0	0.0	0.0	1.0	
3130	28.0	0.0	0.0	1.0	
3131	28.0	0.0	0.0	1.0	
3132	28.0	1.0	0.0	0.0	
3133	28.0	0.0	0.0	1.0	
3134	28.0	1.0	0.0	0.0	
3135	28.0	0.0	0.0	1.0	
3136	28.0	1.0	0.0	0.0	
3137	30.0	0.0	1.0	0.0	
3138	30.0	0.0	1.0	0.0	
3139	28.0	1.0	0.0	0.0	
3140	30.0	0.0	1.0	0.0	
3141	28.0	0.0	0.0	1.0	
3142	28.0	0.0	0.0	1.0	
3143	28.0	0.0	0.0	1.0	
3144	28.0	1.0	0.0	0.0	
3145	28.0	1.0	0.0	0.0	
3146	28.0	1.0	0.0	0.0	
3147	28.0	0.0	0.0	1.0	
3148	28.0	0.0	0.0	1.0	
3149	28.0	1.0	0.0	0.0	
3150	28.0	1.0	0.0	0.0	
3151	28.0	1.0	0.0	0.0	
3152	28.0	0.0	0.0	1.0	
3153	28.0	0.0	0.0	1.0	
3154	28.0	0.0	0.0	1.0	
3155	28.0	0.0	0.0	1.0	
3156	28.0	0.0	0.0	1.0	
3157	28.0	0.0	0.0	1.0	
3158	30.0	0.0	1.0	0.0	
3159	28.0	1.0	0.0	0.0	
3160	28.0	1.0	0.0	0.0	
3161	28.0	0.0	0.0	1.0	
3162	28.0	0.0	0.0	1.0	
3163	28.0	0.0	0.0	1.0	
3164	28.0	1.0	0.0	0.0	
3165	28.0	0.0	0.0	1.0	
3166	28.0	0.0	0.0	1.0	
3167	30.0	0.0	1.0	0.0	
3168	28.0	0.0	0.0	1.0	
3169	28.0	1.0	0.0	0.0	
3170	28.0	0.0	0.0	1.0	
3171	28.0	0.0	0.0	1.0	
3172	28.0	1.0	0.0	0.0	
3173	28.0	0.0	0.0	1.0	
3174	30.0	0.0	1.0	0.0	
3175	28.0	1.0	0.0	0.0	
3176	28.0	0.0	0.0	1.0	
3177	28.0	0.0	0.0	1.0	
3178	28.0	0.0	0.0	1.0	
3179	28.0	0.0	0.0	1.0	
3180	28.0	1.0	0.0	0.0	
3181	28.0	0.0	0.0	1.0	
3182	30.0	0.0	1.0	0.0	
3183	28.0	0.0	0.0	1.0	
3184	28.0	1.0	0.0	0.0	
3185	28.0	0.0	0.0	1.0	
3186	28.0	0.0	0.0	1.0	
3187	28.0	0.0	0.0	1.0	
3188	28.0	1.0	0.0	0.0	
3189	28.0	0.0	0.0	1.0	
3190	30.0	0.0	1.0	0.0	
3191	28.0	1.0	0.0	0.0	
3192	28.0	1.0	0.0	0.0	
3193	28.0	0.0	0.0	1.0	
3194	28.0	0.0	0.0	1.0	
3195	28.0	0.0	0.0	1.0	
3196	28.0	0.0	0.0	1.0	
3197	28.0	0.0	0.0	1.0	
3198	28.0	0.0	0.0	1.0	
3199	28.0	0.0	0.0	1.0	
3200	28.0	1.0	0.0	0.0	
3201	30.0	0.0	1.0	0.0	
3202	28.0	0.0	0.0	1.0	
3203	28.0	0.0	0.0	1.0	
3204	28.0	0.0	0.0	1.0	
3205	28.0	1.0	0.0	0.0	
3206	28.0	0.0	0.0	1.0	
3207	28.0	0.0	0.0	1.0	
3208	28.0	0.0	0.0	1.0	
3209	28.0	1.0	0.0	0.0	
3210	28.0	1.0	0.0	0.0	
3211	28.0	0.0	0.0	1.0	
3212	28.0	0.0	0.0	1.0	
3213	28.0	0.0	0.0	1.0	
3214	30.0	0.0	1.0	0.0	
3215	28.0	0.0	0.0	1.0	
3216	30.0	0.0	1.0	0.0	
3217	28.0	1.0	0.0	0.0	
3218	30.0	0.0	1.0	0.0	
3219	28.0	0.0	0.0	1.0	
3220	28.0	0.0	0.0	1.0	
3221	28.0	0.0	0.0	1.0	
3222	28.0	0.0	0.0	1.0	
3223	30.0	0.0	1.0	0.0	
3224	28.0	0.0	0.0	1.0	
3225	28.0	1.0	0.0	0.0	
3226	30.0	0.0	1.0	0.0	
3227	28.0	0.0	0.0	1.0	
3228	28.0	0.0	0.0	1.0	
3229	28.0	1.0	0.0	0.0	
3230	28.0	0.0	0.0	1.0	
3231	28.0	0.0	0.0	1.0	
3232	28.0	0.0	0.0	1.0	
3233	28.0	1.0	0.0	0.0	
3234	28.0	1.0	0.0	0.0	
3235	28.0	1.0	0.0	0.0	
3236	28.0	1.0	0.0	0.0	
3237	30.0	0.0	1.0	0.0	
3238	28.0	1.0	0.0	0.0	
3239	28.0	1.0	0.0	0.0	
3240	28.0	1.0	0.0	0.0	
3241	28.0	0.0	0.0	1.0	
3242	28.0	1.0	0.0	0.0	
3243	30.0	0.0	1.0	0.0	
3244	28.0	0.0	0.0	1.0	
3245	28.0	0.0	0.0	1.0	
3246	28.0	1.0	0.0	0.0	
3247	28.0	1.0	0.0	0.0	
3248	28.0	0.0	0.0	1.0	
3249	28.0	0.0	0.0	1.0	
3250	28.0	1.0	0.0	0.0	
3251	28.0	0.0	0.0	1.0	
3252	28.0	1.0	0.0	0.0	
3253	30.0	0.0	1.0	0.0	
3254	28.0	1.0	0.0	0.0	
3255	28.0	0.0	0.0	1.0	
3256	28.0	0.0	0.0	1.0	
3257	28.0	0.0	0.0	1.0	
3258	28.0	0.0	0.0	1.0	
3259	28.0	0.0	0.0	1.0	
3260	28.0	0.0	0.0	1.0	
3261	28.0	0.0	0.0	1.0	
3262	28.0	1.0	0.0	0.0	
3263	28.0	0.0	0.0	1.0	
3264	28.0	0.0	0.0	1.0	
3265	28.0	1.0	0.0	0.0	
3266	28.0	1.0	0.0	0.0	
3267	28.0	1.0	0.0	0.0	
3268	28.0	1.0	0.0	0.0	
3269	30.0	0.0	1.0	0.0	
3270	28.0	1.0	0.0	0.0	
3271	28.0	1.0	0.0	0.0	
3272	28.0	0.0	0.0	1.0	
3273	28.0	0.0	0.0	1.0	
3274	28.0	0.0	0.0	1.0	
3275	30.0	0.0	1.0	0.0	
3276	28.0	1.0	0.0	0.0	
3277	28.0	1.0	0.0	0.0	
3278	28.0	0.0	0.0	1.0	
3279	30.0	0.0	1.0	0.0	
3280	28.0	1.0	0.0	0.0	
3281	28.0	1.0	0.0	0.0	
3282	28.0	1.0	0.0	0.0	
3283	28.0	0.0	0.0	1.0	
3284	28.0	0.0	0.0	1.0	
3285	28.0	0.0	0.0	1.0	
3286	28.0	1.0	0.0	0.0	
3287	28.0	1.0	0.0	0.0	
3288	28.0	0.0	0.0	1.0	
3289	30.0	0.0	1.0	0.0	
3290	28.0	1.0	0.0	0.0	
3291	30.0	0.0	1.0	0.0	
3292	30.0	0.0	1.0	0.0	
3293	28.0	0.0	0.0	1.0	
3294	28.0	1.0	0.0	0.0	
3295	28.0	1.0	0.0	0.0	
3296	30.0	0.0	1.0	0.0	
3297	28.0	1.0	0.0	0.0	
3298	30.0	0.0	1.0	0.0	
3299	30.0	0.0	1.0	0.0	
3300	28.0	1.0	0.0	0.0	
3301	28.0	1.0	0.0	0.0	
3302	28.0	0.0	0.0	1.0	
3303	28.0	1.0	0.0	0.0	
3304	28.0	1.0	0.0	0.0	
3305	28.0	0.0	0.0	1.0	
3306	28.0	0.0	0.0	1.0	
3307	28.0	0.0	0.0	1.0	
3308	28.0	0.0	0.0	1.0	
3309	28.0	1.0	0.0	0.0	
3310	30.0	0.0	1.0	0.0	
3311	28.0	1.0	0.0	0.0	
3312	28.0	0.0	0.0	1.0	
3313	28.0	0.0	0.0	1.0	
3314	28.0	1.0	0.0	0.0	
3315	28.0	1.0	0.0	0.0	
3316	28.0	1.0	0.0	0.0	
3317	28.0	1.0	0.0	0.0	
3318	28.0	0.0	0.0	1.0	
3319	28.0	1.0	0.0	0.0	
3320	28.0	1.0	0.0	0.0	
3321	28.0	0.0	0.0	1.0	
3322	28.0	0.0	0.0	1.0	
3323	28.0	0.0	0.0	1.0	
3324	28.0	0.0	0.0	1.0	
3325	28.0	0.0	0.0	1.0	
3326	28.0	1.0	0.0	0.0	
3327	28.0	1.0	0.0	0.0	
3328	28.0	0.0	0.0	1.0	
3329	28.0	1.0	0.0	0.0	
3330	28.0	0.0	0.0	1.0	
3331	28.0	0.0	0.0	1.0	
3332	28.0	1.0	0.0	0.0	
3333	30.0	0.0	1.0	0.0	
3334	28.0	1.0	0.0	0.0	
3335	30.0	0.0	1.0	0.0	
3336	28.0	1.0	0.0	0.0	
3337	30.0	0.0	1.0	0.0	
3338	28.0	0.0	0.0	1.0	
3339	28.0	0.0	0.0	1.0	
3340	28.0	1.0	0.0	0.0	
3341	28.0	1.0	0.0	0.0	
3342	28.0	1.0	0.0	0.0	
3343	28.0	0.0	0.0	1.0	
3344	28.0	0.0	0.0	1.0	
3345	28.0	1.0	0.0	0.0	
3346	28.0	1.0	0.0	0.0	
3347	28.0	0.0	0.0	1.0	
3348	28.0	0.0	0.0	1.0	
3349	28.0	1.0	0.0	0.0	
3350	28.0	1.0	0.0	0.0	
3351	28.0	1.0	0.0	0.0	
3352	28.0	0.0	0.0	1.0	
3353	28.0	0.0	0.0	1.0	
3354	28.0	1.0	0.0	0.0	
3355	28.0	1.0	0.0	0.0	
3356	28.0	0.0	0.0	1.0	
3357	28.0	0.0	0.0	1.0	
3358	28.0	1.0	0.0	0.0	
3359	28.0	0.0	0.0	1.0	
3360	28.0	1.0	0.0	0.0	
3361	28.0	0.0	0.0	1.0	
3362	30.0	0.0	1.0	0.0	
3363	28.0	0.0	0.0	1.0	
3364	30.0	0.0	1.0	0.0	
3365	28.0	0.0	0.0	1.0	
3366	28.0	0.0	0.0	1.0	
3367	28.0	0.0	0.0	1.0	
3368	28.0	1.0	0.0	0.0	
3369	30.0	0.0	1.0	0.0	
3370	28.0	0.0	0.0	1.0	
3371	30.0	0.0	1.0	0.0	
3372	30.0	0.0	1.0	0.0	
3373	28.0	1.0	0.0	0.0	
3374	30.0	0.0	1.0	0.0	
3375	28.0	0.0	0.0	1.0	
3376	28.0	0.0	0.0	1.0	
3377	30.0	0.0	1.0	0.0	
3378	28.0	0.0	0.0	1.0	
3379	28.0	0.0	0.0	1.0	
3380	28.0	0.0	0.0	1.0	
3381	28.0	1.0	0.0	0.0	
3382	28.0	1.0	0.0	0.0	
3383	28.0	1.0	0.0	0.0	
3384	28.0	0.0	0.0	1.0	
3385	28.0	1.0	0.0	0.0	
3386	28.0	1.0	0.0	0.0	
3387	28.0	1.0	0.0	0.0	
3388	30.0	0.0	1.0	0.0	
3389	28.0	1.0	0.0	0.0	
3390	30.0	0.0	1.0	0.0	
3391	28.0	1.0	0.0	0.0	
3392	28.0	0.0	0.0	1.0	
3393	28.0	0.0	0.0	1.0	
3394	28.0	1.0	0.0	0.0	
3395	30.0	0.0	1.0	0.0	
3396	30.0	0.0	1.0	0.0	
3397	28.0	1.0	0.0	0.0	
3398	28.0	0.0	0.0	1.0	
3399	28.0	0.0	0.0	1.0	
3400	28.0	1.0	0.0	0.0	
3401	28.0	0.0	0.0	1.0	
3402	28.0	1.0	0.0	0.0	
3403	28.0	1.0	0.0	0.0	
3404	28.0	0.0	0.0	1.0	
3405	28.0	0.0	0.0	1.0	
3406	28.0	1.0	0.0	0.0	
3407	28.0	1.0	0.0	0.0	
3408	28.0	0.0	0.0	1.0	
3409	28.0	1.0	0.0	0.0	
3410	28.0	1.0	0.0	0.0	
3411	30.0	0.0	1.0	0.0	
3412	28.0	0.0	0.0	1.0	
3413	30.0	0.0	1.0	0.0	
3414	28.0	0.0	0.0	1.0	
3415	30.0	0.0	1.0	0.0	
3416	28.0	1.0	0.0	0.0	
3417	28.0	0.0	0.0	1.0	
3418	28.0	1.0	0.0	0.0	
3419	30.0	0.0	1.0	0.0	
3420	28.0	1.0	0.0	0.0	
3421	30.0	0.0	1.0	0.0	
3422	28.0	1.0	0.0	0.0	
3423	28.0	0.0	0.0	1.0	
3424	28.0	0.0	0.0	1.0	
3425	28.0	0.0	0.0	1.0	
3426	28.0	1.0	0.0	0.0	
3427	28.0	0.0	0.0	1.0	
3428	30.0	0.0	1.0	0.0	
3429	30.0	0.0	1.0	0.0	
3430	30.0	0.0	1.0	0.0	
3431	28.0	0.0	0.0	1.0	
3432	28.0	0.0	0.0	1.0	
3433	28.0	0.0	0.0	1.0	
3434	28.0	0.0	0.0	1.0	
3435	28.0	1.0	0.0	0.0	
3436	28.0	1.0	0.0	0.0	
3437	28.0	0.0	0.0	1.0	
3438	28.0	1.0	0.0	0.0	
3439	30.0	0.0	1.0	0.0	
3440	28.0	1.0	0.0	0.0	
3441	28.0	1.0	0.0	0.0	
3442	28.0	0.0	0.0	1.0	
3443	30.0	0.0	1.0	0.0	
3444	28.0	1.0	0.0	0.0	
3445	28.0	1.0	0.0	0.0	
3446	30.0	0.0	1.0	0.0	
3447	30.0	0.0	1.0	0.0	
3448	28.0	0.0	0.0	1.0	
3449	28.0	1.0	0.0	0.0	
3450	28.0	0.0	0.0	1.0	
3451	28.0	0.0	0.0	1.0	
3452	28.0	0.0	0.0	1.0	
3453	30.0	0.0	1.0	0.0	
3454	28.0	0.0	0.0	1.0	
3455	28.0	0.0	0.0	1.0	
3456	28.0	0.0	0.0	1.0	
3457	28.0	0.0	0.0	1.0	
3458	28.0	1.0	0.0	0.0	
3459	28.0	0.0	0.0	1.0	
3460	28.0	1.0	0.0	0.0	
3461	30.0	0.0	1.0	0.0	
3462	28.0	1.0	0.0	0.0	
3463	28.0	1.0	0.0	0.0	
3464	28.0	1.0	0.0	0.0	
3465	28.0	1.0	0.0	0.0	
3466	28.0	0.0	0.0	1.0	
3467	30.0	0.0	1.0	0.0	
3468	28.0	0.0	0.0	1.0	
3469	28.0	1.0	0.0	0.0	
3470	28.0	0.0	0.0	1.0	
3471	28.0	1.0	0.0	0.0	
3472	28.0	1.0	0.0	0.0	
3473	30.0	0.0	1.0	0.0	
3474	28.0	1.0	0.0	0.0	
3475	28.0	0.0	0.0	1.0	
3476	30.0	0.0	1.0	0.0	
3477	28.0	1.0	0.0	0.0	
3478	28.0	1.0	0.0	0.0	
3479	30.0	0.0	1.0	0.0	
3480	28.0	0.0	0.0	1.0	
3481	28.0	1.0	0.0	0.0	
3482	30.0	0.0	1.0	0.0	
3483	30.0	0.0	1.0	0.0	
3484	28.0	1.0	0.0	0.0	
3485	30.0	0.0	1.0	0.0	
3486	28.0	0.0	0.0	1.0	
3487	28.0	0.0	0.0	1.0	
3488	28.0	1.0	0.0	0.0	
3489	28.0	0.0	0.0	1.0	
3490	28.0	0.0	0.0	1.0	
3491	28.0	0.0	0.0	1.0	
3492	28.0	1.0	0.0	0.0	
3493	30.0	0.0	1.0	0.0	
3494	28.0	0.0	0.0	1.0	
3495	30.0	0.0	1.0	0.0	
3496	28.0	0.0	0.0	1.0	
3497	28.0	0.0	0.0	1.0	
3498	30.0	0.0	1.0	0.0	
3499	28.0	1.0	0.0	0.0	
3500	28.0	0.0	0.0	1.0	
3501	28.0	1.0	0.0	0.0	
3502	28.0	1.0	0.0	0.0	
3503	30.0	0.0	1.0	0.0	
3504	28.0	1.0	0.0	0.0	
3505	30.0	0.0	1.0	0.0	
3506	28.0	0.0	0.0	1.0	
3507	30.0	0.0	1.0	0.0	
3508	28.0	1.0	0.0	0.0	
3509	30.0	0.0	1.0	0.0	
3510	30.0	0.0	1.0	0.0	
3511	28.0	1.0	0.0	0.0	
3512	28.0	0.0	0.0	1.0	
3513	28.0	1.0	0.0	0.0	
3514	28.0	0.0	0.0	1.0	
3515	28.0	0.0	0.0	1.0	
