Sample	cat16-38.trees	cat16-38.sequence11_sequence10_sequence06	cat16-38.sequence11_sequence10_sequence06_sequence15	cat16-38.sequence10_sequence15	cat16-38.sequence11_sequence06_sequence15	cat16-38.sequence01_sequence05_sequence04_sequence14_sequence07_sequence13_sequence16_sequence02_sequence09_sequence03	cat16-38.sequence07_sequence16_sequence03	cat16-38.sequence05_sequence07_sequence11_sequence12_sequence16_sequence02_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-38.sequence01_sequence04_sequence14_sequence11_sequence12_sequence13_sequence09_sequence10_sequence06_sequence08_sequence15	cat16-38.sequence05_sequence16_sequence02_sequence03	
916	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
917	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
918	28.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
919	26.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
920	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
921	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
922	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
923	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
924	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
925	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
926	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
927	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
928	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
929	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
930	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
931	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
932	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
933	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
934	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
935	28.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
936	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
937	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
938	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
939	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
940	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
941	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
942	26.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
943	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
944	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
945	28.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
946	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
947	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
948	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
949	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
950	28.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
951	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
952	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
953	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
954	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
955	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
956	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
957	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
958	26.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
959	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
960	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
961	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
962	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
963	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
964	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
965	28.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
966	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
967	24.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
968	28.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
969	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
970	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
971	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
972	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
973	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
974	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
975	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
976	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
977	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
978	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
979	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
980	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
981	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
982	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
983	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
984	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
985	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
986	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
987	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
988	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
989	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
990	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
991	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
992	26.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	
993	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
994	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
995	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
996	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
997	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
998	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
999	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1000	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1001	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1002	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1003	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1004	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1005	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1006	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1007	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1008	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1009	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1010	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1011	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1012	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1013	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1014	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1015	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1016	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1017	28.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1018	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1019	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1020	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1021	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1022	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1023	28.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1024	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1025	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1026	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1027	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1028	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1029	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1030	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1031	28.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1032	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1033	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1034	26.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1035	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1036	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1037	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1038	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1039	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1040	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1041	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1042	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1043	26.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1044	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1045	26.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1046	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1047	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1048	26.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1049	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1050	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1051	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1052	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1053	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1054	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1055	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1056	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1057	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1058	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1059	26.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1060	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1061	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1062	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1063	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1064	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1065	26.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1066	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1067	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1068	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1069	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1070	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1071	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1072	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1073	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1074	28.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1075	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1076	28.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1077	28.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1078	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1079	28.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1080	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1081	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1082	26.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1083	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1084	28.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1085	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1086	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1087	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1088	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1089	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1090	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1091	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1092	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1093	26.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1094	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1095	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1096	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1097	26.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	
1098	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1099	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1100	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1101	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1102	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1103	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1104	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1105	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1106	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1107	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1108	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1109	26.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1110	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1111	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1112	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1113	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1114	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1115	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1116	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1117	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1118	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1119	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1120	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1121	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1122	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1123	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1124	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1125	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1126	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1127	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1128	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1129	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1130	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1131	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1132	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1133	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1134	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1135	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1136	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1137	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1138	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1139	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1140	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1141	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1142	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1143	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1144	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1145	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1146	26.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1147	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1148	28.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1149	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1150	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1151	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1152	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1153	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1154	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1155	26.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1156	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1157	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1158	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1159	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1160	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1161	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1162	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1163	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1164	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1165	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1166	26.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1167	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1168	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1169	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1170	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1171	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1172	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1173	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1174	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1175	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1176	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1177	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1178	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1179	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1180	28.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
1181	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1182	28.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1183	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1184	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1185	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1186	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1187	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1188	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1189	28.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1190	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1191	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1192	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1193	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1194	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1195	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1196	24.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	
1197	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1198	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1199	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1200	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1201	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1202	28.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1203	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1204	24.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	
1205	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1206	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1207	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1208	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1209	28.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1210	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1211	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1212	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1213	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1214	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1215	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1216	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1217	26.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1218	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1219	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1220	28.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1221	28.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1222	26.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	
1223	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1224	28.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1225	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1226	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1227	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
