Sample	cat16-91.trees	cat16-91.sequence04_sequence14_sequence11_sequence12_sequence13_sequence16_sequence02_sequence03_sequence10_sequence06_sequence15	cat16-91.sequence01_sequence05_sequence07_sequence09_sequence03_sequence08	cat16-91.sequence14_sequence11	cat16-91.sequence14_sequence11_sequence13_sequence06	cat16-91.sequence01_sequence05_sequence04_sequence14_sequence07_sequence11_sequence12_sequence13_sequence16_sequence02_sequence09_sequence10_sequence06_sequence08_sequence15	cat16-91.sequence11_sequence06	cat16-91.sequence14_sequence06	
1911	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1912	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1913	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1914	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1915	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1916	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1917	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
1918	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1919	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1920	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1921	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1922	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1923	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1924	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1925	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1926	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1927	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1928	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1929	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1930	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1931	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1932	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1933	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1934	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1935	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1936	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1937	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1938	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1939	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1940	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1941	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1942	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1943	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1944	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1945	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1946	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1947	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1948	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1949	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1950	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1951	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1952	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1953	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1954	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1955	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1956	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1957	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1958	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1959	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1960	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
1961	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1962	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1963	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1964	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1965	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1966	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1967	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1968	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1969	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1970	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1971	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1972	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1973	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1974	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1975	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1976	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1977	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1978	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1979	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1980	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1981	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
1982	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1983	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1984	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1985	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1986	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1987	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1988	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1989	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1990	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1991	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1992	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1993	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1994	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1995	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1996	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1997	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1998	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1999	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2000	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2001	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2002	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2003	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2004	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2005	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2006	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
2007	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2008	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2009	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2010	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2011	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2012	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2013	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2014	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2015	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2016	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2017	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2018	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2019	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2020	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2021	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2022	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2023	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2024	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2025	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2026	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2027	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2028	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2029	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2030	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2031	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2032	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2033	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2034	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2035	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2036	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2037	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2038	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2039	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2040	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2041	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2042	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2043	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2044	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2045	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
2046	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2047	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
2048	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2049	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2050	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2051	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
2052	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
2053	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
2054	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2055	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
2056	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2057	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2058	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2059	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2060	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2061	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2062	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2063	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2064	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2065	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2066	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2067	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2068	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2069	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2070	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2071	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
2072	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2073	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2074	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2075	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2076	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2077	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2078	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2079	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2080	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2081	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2082	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2083	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
2084	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2085	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2086	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
2087	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2088	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2089	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2090	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2091	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2092	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2093	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2094	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
2095	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2096	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2097	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2098	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2099	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2100	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2101	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2102	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2103	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2104	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2105	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
2106	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2107	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2108	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2109	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2110	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2111	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2112	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2113	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2114	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2115	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2116	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2117	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2118	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2119	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2120	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2121	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2122	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
2123	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2124	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2125	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2126	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2127	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2128	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2129	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2130	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
2131	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2132	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2133	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2134	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2135	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2136	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
2137	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2138	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2139	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2140	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2141	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2142	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2143	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2144	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2145	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2146	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2147	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2148	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2149	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2150	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
2151	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2152	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2153	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2154	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
2155	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2156	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2157	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2158	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2159	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2160	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2161	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2162	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2163	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
2164	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
2165	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
2166	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2167	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2168	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2169	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2170	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2171	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2172	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2173	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2174	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2175	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2176	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2177	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2178	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2179	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2180	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2181	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
2182	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2183	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2184	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2185	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2186	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2187	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2188	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2189	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2190	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
2191	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2192	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2193	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2194	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2195	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2196	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2197	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2198	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2199	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2200	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2201	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2202	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2203	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2204	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2205	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2206	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2207	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2208	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2209	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2210	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2211	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2212	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
2213	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2214	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2215	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2216	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2217	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2218	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2219	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2220	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
2221	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
2222	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2223	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2224	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2225	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2226	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2227	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2228	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2229	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2230	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2231	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2232	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2233	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2234	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2235	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2236	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2237	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2238	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2239	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2240	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2241	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2242	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2243	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2244	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2245	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2246	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2247	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2248	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
2249	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2250	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2251	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2252	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2253	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2254	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2255	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2256	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2257	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
2258	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2259	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2260	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
2261	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2262	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2263	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2264	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2265	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2266	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2267	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2268	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2269	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2270	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
2271	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2272	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2273	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2274	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2275	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2276	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
2277	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2278	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2279	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2280	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2281	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2282	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2283	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2284	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2285	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2286	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2287	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2288	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2289	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2290	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2291	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
