Sample	cat16-90.trees	cat16-90.sequence04_sequence14_sequence11_sequence03_sequence10	cat16-90.sequence14_sequence09_sequence06	cat16-90.sequence04_sequence14_sequence11_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-90.sequence04_sequence11_sequence09_sequence03_sequence10_sequence06	cat16-90.sequence12_sequence16	cat16-90.sequence05_sequence04_sequence14_sequence07_sequence11_sequence13_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-90.sequence05_sequence04_sequence14_sequence07_sequence11_sequence13_sequence09_sequence03_sequence10_sequence06	cat16-90.sequence05_sequence07_sequence13_sequence08_sequence15	
1366	28.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1367	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1368	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1369	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1370	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1371	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1372	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1373	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1374	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1375	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1376	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1377	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1378	26.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	
1379	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	
1380	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1381	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1382	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1383	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1384	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1385	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1386	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1387	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1388	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1389	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1390	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1391	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1392	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1393	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1394	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1395	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1396	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1397	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1398	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1399	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1400	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1401	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1402	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1403	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1404	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1405	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1406	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1407	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1408	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1409	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1410	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1411	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1412	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1413	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1414	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1415	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1416	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1417	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1418	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1419	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1420	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1421	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1422	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1423	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1424	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1425	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	
1426	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1427	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	
1428	26.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1429	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1430	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1431	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1432	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1433	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1434	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1435	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1436	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1437	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1438	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1439	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1440	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1441	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1442	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1443	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1444	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1445	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1446	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1447	26.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1448	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1449	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1450	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1451	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1452	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1453	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1454	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1455	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1456	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1457	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1458	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1459	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1460	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1461	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1462	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1463	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1464	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1465	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1466	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1467	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1468	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1469	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1470	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1471	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1472	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1473	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1474	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1475	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1476	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1477	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1478	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1479	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1480	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1481	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1482	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1483	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	
1484	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1485	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1486	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1487	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1488	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1489	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1490	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1491	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1492	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1493	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1494	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1495	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1496	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1497	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1498	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1499	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1500	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1501	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1502	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1503	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1504	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1505	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1506	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1507	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1508	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1509	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1510	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1511	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1512	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1513	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1514	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1515	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1516	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1517	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1518	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1519	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1520	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1521	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1522	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1523	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1524	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1525	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1526	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1527	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1528	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1529	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1530	26.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	
1531	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1532	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1533	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1534	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1535	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1536	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1537	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1538	26.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	
1539	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1540	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1541	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1542	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1543	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1544	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1545	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1546	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1547	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1548	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1549	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1550	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1551	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1552	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1553	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1554	28.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1555	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1556	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1557	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1558	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1559	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1560	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1561	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1562	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1563	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1564	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1565	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1566	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1567	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1568	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1569	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1570	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1571	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1572	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1573	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1574	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1575	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1576	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1577	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1578	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1579	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1580	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1581	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1582	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1583	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1584	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1585	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1586	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1587	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1588	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1589	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1590	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1591	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1592	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1593	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1594	28.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1595	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1596	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1597	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1598	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1599	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1600	26.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	
1601	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1602	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1603	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1604	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1605	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1606	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1607	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1608	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1609	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1610	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1611	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1612	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1613	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1614	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1615	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1616	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1617	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1618	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1619	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1620	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1621	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1622	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1623	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1624	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1625	28.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1626	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1627	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1628	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1629	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1630	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1631	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1632	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1633	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1634	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1635	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1636	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1637	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1638	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1639	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1640	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1641	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1642	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1643	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1644	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1645	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1646	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1647	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1648	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1649	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1650	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1651	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1652	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1653	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1654	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1655	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1656	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1657	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1658	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1659	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1660	28.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1661	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1662	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1663	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1664	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1665	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1666	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1667	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1668	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1669	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1670	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1671	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1672	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1673	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1674	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1675	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1676	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1677	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1678	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1679	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1680	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1681	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1682	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1683	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1684	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1685	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1686	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1687	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1688	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1689	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1690	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1691	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1692	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1693	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1694	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1695	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1696	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1697	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1698	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1699	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1700	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1701	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1702	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1703	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1704	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1705	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1706	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
