Sample	cat16-90.trees	cat16-90.sequence04_sequence14_sequence11_sequence03_sequence10	cat16-90.sequence14_sequence09_sequence06	cat16-90.sequence04_sequence14_sequence11_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-90.sequence04_sequence11_sequence09_sequence03_sequence10_sequence06	cat16-90.sequence12_sequence16	cat16-90.sequence05_sequence04_sequence14_sequence07_sequence11_sequence13_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-90.sequence05_sequence04_sequence14_sequence07_sequence11_sequence13_sequence09_sequence03_sequence10_sequence06	cat16-90.sequence05_sequence07_sequence13_sequence08_sequence15	
675	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
676	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
677	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
678	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
679	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
680	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	
681	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
682	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	
683	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
684	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
685	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
686	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
687	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
688	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
689	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
690	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
691	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
692	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
693	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
694	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
695	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
696	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
697	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
698	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
699	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
700	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
701	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
702	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
703	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
704	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
705	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
706	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
707	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
708	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
709	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
710	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
711	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
712	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
713	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
714	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
715	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
716	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
717	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
718	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
719	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
720	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
721	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
722	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
723	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
724	28.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
725	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
726	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
727	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
728	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
729	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
730	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
731	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
732	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
733	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
734	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
735	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
736	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
737	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
738	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
739	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
740	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
741	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
742	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
743	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
744	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
745	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
746	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
747	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
748	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
749	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
750	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
751	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
752	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
753	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
754	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
755	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
756	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
757	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
758	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
759	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
760	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
761	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
762	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
763	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
764	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
765	28.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
766	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
767	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
768	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
769	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
770	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
771	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
772	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
773	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
774	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
775	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
776	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
777	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
778	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
779	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
780	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
781	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
782	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
783	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
784	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
785	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
786	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
787	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
788	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
789	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
790	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
791	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
792	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
793	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
794	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
795	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
796	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
797	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
798	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
799	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
800	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
801	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
802	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
803	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
804	28.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
805	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
806	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
807	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
808	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
809	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
810	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
811	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
812	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
813	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
814	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
815	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
816	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
817	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
818	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
819	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
820	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
821	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
822	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
823	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
824	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
825	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
826	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
827	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
828	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
829	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
830	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
831	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
832	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
833	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
834	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
835	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
836	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
837	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
838	26.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	
839	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
840	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
841	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
842	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
843	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
844	28.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
845	26.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	
846	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
847	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
848	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
849	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
850	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
851	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
852	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
853	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
854	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
855	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
856	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
857	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
858	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
859	28.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
860	26.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
861	28.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
862	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
863	26.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	
864	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
865	28.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
866	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
867	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
868	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
869	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
870	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
871	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
872	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
873	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
874	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
875	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
876	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
877	28.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
878	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
879	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
880	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
881	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
882	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
883	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
884	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
885	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
886	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
887	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
888	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
889	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
890	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
891	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
892	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
893	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
894	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
895	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
896	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
897	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
898	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
899	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
900	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
901	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
902	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
903	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
904	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
905	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
906	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
907	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
908	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
909	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
910	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
911	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
912	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
913	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
914	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
915	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
916	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
917	26.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
918	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
919	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
920	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
921	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
922	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
923	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
924	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
925	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
926	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
927	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
928	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
929	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
930	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
931	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
932	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
933	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
934	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
935	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
936	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
937	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
938	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
939	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
940	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
941	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
942	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
943	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
944	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
945	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
946	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
947	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
948	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
949	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
950	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
951	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
952	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
953	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
954	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
955	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
956	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
957	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
958	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
959	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
960	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
961	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
962	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
963	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
964	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
965	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
966	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
967	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
968	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
969	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
970	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
971	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
972	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
973	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
974	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
975	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
976	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
977	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
978	28.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
979	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
980	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
981	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
982	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
983	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
984	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
985	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
986	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
987	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
988	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
989	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
990	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
991	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
992	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
993	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
994	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
995	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
996	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
997	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
998	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
999	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1000	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1001	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1002	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1003	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1004	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1005	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1006	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1007	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1008	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1009	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1010	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1011	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1012	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1013	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1014	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1015	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1016	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1017	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1018	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1019	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1020	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1021	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1022	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1023	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1024	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
